Plot Title: 10169149,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Coupler Attached,Stopped,End Of File
1,7/13/2015 21:00,13.461,0,3.14,,,
2,7/14/2015 3:00,11.819,0,3.1,,,
3,7/14/2015 9:00,12.69,87,3.08,,,
4,7/14/2015 15:00,19.092,304,3.1,,,
5,7/14/2015 21:00,13.461,0,3.08,,,
6,7/15/2015 3:00,11.334,0,3.05,,,
7,7/15/2015 9:00,11.819,70,3.03,,,
8,7/15/2015 15:00,19.662,304,3.05,,,
9,7/15/2015 21:00,13.654,0,3.03,,,
10,7/16/2015 3:00,11.139,0,3.01,,,
11,7/16/2015 9:00,11.334,98,3.01,,,
12,7/16/2015 15:00,17.855,304,3.03,,,
13,7/16/2015 21:00,12.304,0,3.01,,,
14,7/17/2015 3:00,9.866,0,2.99,,,
15,7/17/2015 9:00,11.819,168,2.99,,,
16,7/17/2015 15:00,20.519,288,3.01,,,
17,7/17/2015 21:00,15.569,0,2.99,,,
18,7/18/2015 3:00,13.942,0,2.99,,,
19,7/18/2015 9:00,15.855,66,2.99,,,
20,7/18/2015 15:00,24.255,288,3.01,,,
21,7/18/2015 21:00,19.567,0,3.01,,,
22,7/19/2015 3:00,17.95,0,2.99,,,
23,7/19/2015 9:00,17.95,64,2.99,,,
24,7/19/2015 15:00,25.319,272,2.99,,,
25,7/19/2015 21:00,18.996,0,3.01,,,
26,7/20/2015 3:00,15.473,0,2.97,,,
27,7/20/2015 9:00,15.569,60,2.97,,,
28,7/20/2015 15:00,24.062,272,2.99,,,
29,7/20/2015 21:00,17.284,0,2.99,,,
30,7/21/2015 3:00,14.613,0,2.97,,,
31,7/21/2015 9:00,14.325,61,2.97,,,
32,7/21/2015 15:00,21.282,272,2.97,,,
33,7/21/2015 21:00,12.304,0,2.95,,,
34,7/22/2015 3:00,9.965,0,2.93,,,
35,7/22/2015 9:00,10.161,55,2.93,,,
36,7/22/2015 15:00,17.95,288,2.95,,,
37,7/22/2015 21:00,11.528,0,2.93,,,
38,7/23/2015 3:00,9.472,0,2.93,,,
39,7/23/2015 9:00,10.161,61,2.91,,,
40,7/23/2015 15:00,19.092,272,2.95,,,
41,7/23/2015 21:00,13.365,0,2.95,,,
42,7/24/2015 3:00,11.139,0,2.93,,,
43,7/24/2015 9:00,12.013,61,2.93,,,
44,7/24/2015 15:00,20.043,272,2.93,,,
45,7/24/2015 21:00,14.421,0,2.95,,,
46,7/25/2015 3:00,11.722,0,2.93,,,
47,7/25/2015 9:00,12.98,288,2.93,,,
48,7/25/2015 15:00,14.709,384,2.93,,,
49,7/25/2015 21:00,11.528,0,2.91,,,
50,7/26/2015 3:00,9.768,0,2.91,,,
51,7/26/2015 9:00,10.357,256,2.89,,,
52,7/26/2015 15:00,12.497,272,2.91,,,
53,7/26/2015 21:00,9.373,0,2.91,,,
54,7/27/2015 3:00,8.879,0,2.91,,,
55,7/27/2015 9:00,9.077,224,2.91,,,
56,7/27/2015 15:00,15.187,288,2.91,,,
57,7/27/2015 21:00,11.041,0,2.91,,,
58,7/28/2015 3:00,9.472,0,2.91,,,
59,7/28/2015 9:00,11.139,62,2.89,,,
60,7/28/2015 15:00,22.238,272,2.93,,,
61,7/28/2015 21:00,16.999,0,2.93,,,
62,7/29/2015 3:00,13.846,0,2.93,,,
