Plot Title: 10169155,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Coupler Attached,Stopped,End Of File
1,7/14/2015 21:00,12.69,0,2.85,,,
2,7/15/2015 3:00,11.041,0,2.85,,,
3,7/15/2015 9:00,12.401,232,2.85,,,
4,7/15/2015 15:00,20.329,448,2.87,,,
5,7/15/2015 21:00,13.076,0,2.85,,,
6,7/16/2015 3:00,10.944,0,2.85,,,
7,7/16/2015 9:00,11.916,384,2.85,,,
8,7/16/2015 15:00,18.711,432,2.87,,,
9,7/16/2015 21:00,11.334,0,2.85,,,
10,7/17/2015 3:00,9.373,0,2.85,,,
11,7/17/2015 9:00,12.69,288,2.85,,,
12,7/17/2015 15:00,20.234,432,2.87,,,
13,7/17/2015 21:00,15.282,0,2.85,,,
14,7/18/2015 3:00,14.9,0,2.87,,,
15,7/18/2015 9:00,17.855,232,2.87,,,
16,7/18/2015 15:00,24.931,416,2.89,,,
17,7/18/2015 21:00,19.282,0,2.89,,,
18,7/19/2015 3:00,17.855,0,2.87,,,
19,7/19/2015 9:00,19.853,224,2.87,,,
20,7/19/2015 15:00,24.835,416,2.89,,,
21,7/19/2015 21:00,19.092,0,2.89,,,
22,7/20/2015 3:00,16.237,0,2.87,,,
23,7/20/2015 9:00,16.999,216,2.87,,,
24,7/20/2015 15:00,23.292,416,2.89,,,
25,7/20/2015 21:00,17.189,0,2.87,,,
26,7/21/2015 3:00,14.9,0,2.87,,,
27,7/21/2015 9:00,15.76,224,2.85,,,
28,7/21/2015 15:00,20.71,400,2.87,,,
29,7/21/2015 21:00,12.207,0,2.85,,,
30,7/22/2015 3:00,9.965,0,2.85,,,
31,7/22/2015 9:00,11.041,256,2.85,,,
32,7/22/2015 15:00,18.236,512,2.87,,,
33,7/22/2015 21:00,10.944,0,2.85,,,
34,7/23/2015 3:00,9.768,0,2.85,,,
35,7/23/2015 9:00,11.819,240,2.85,,,
36,7/23/2015 15:00,18.996,768,2.87,,,
37,7/23/2015 21:00,13.269,0,2.85,,,
38,7/24/2015 3:00,11.431,0,2.85,,,
39,7/24/2015 9:00,13.558,224,2.85,,,
40,7/24/2015 15:00,20.234,672,2.87,,,
41,7/24/2015 21:00,14.804,0,2.87,,,
42,7/25/2015 3:00,11.916,0,2.85,,,
43,7/25/2015 9:00,13.076,368,2.85,,,
44,7/25/2015 15:00,13.173,320,2.85,,,
45,7/25/2015 21:00,11.334,0,2.85,,,
46,7/26/2015 3:00,9.669,0,2.85,,,
47,7/26/2015 9:00,9.866,256,2.85,,,
48,7/26/2015 15:00,12.304,320,2.85,,,
49,7/26/2015 21:00,9.472,0,2.85,,,
50,7/27/2015 3:00,8.779,0,2.85,,,
51,7/27/2015 9:00,10.651,464,2.85,,,
52,7/27/2015 15:00,16.523,432,2.85,,,
53,7/27/2015 21:00,10.455,0,2.85,,,
54,7/28/2015 3:00,8.978,0,2.85,,,
55,7/28/2015 9:00,12.883,224,2.85,,,
56,7/28/2015 15:00,22.717,416,2.87,,,
57,7/28/2015 21:00,17.189,0,2.85,,,
