Plot Title: 10169143,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Coupler Attached,Stopped,End Of File
1,7/13/2015 21:00,13.846,0,3.17,,,
2,7/14/2015 3:00,12.207,0,3.12,,,
3,7/14/2015 9:00,12.98,99,3.12,,,
4,7/14/2015 15:00,19.377,352,3.12,,,
5,7/14/2015 21:00,14.038,0,3.1,,,
6,7/15/2015 3:00,11.916,0,3.08,,,
7,7/15/2015 9:00,12.207,64,3.08,,,
8,7/15/2015 15:00,19.853,352,3.08,,,
9,7/15/2015 21:00,14.325,0,3.08,,,
10,7/16/2015 3:00,11.819,0,3.05,,,
11,7/16/2015 9:00,11.722,103,3.03,,,
12,7/16/2015 15:00,17.95,352,3.05,,,
13,7/16/2015 21:00,12.883,0,3.03,,,
14,7/17/2015 3:00,10.357,0,3.01,,,
15,7/17/2015 9:00,11.916,125,3.01,,,
16,7/17/2015 15:00,20.329,336,3.03,,,
17,7/17/2015 21:00,15.855,0,3.01,,,
18,7/18/2015 3:00,14.804,0,3.03,,,
19,7/18/2015 9:00,16.999,65,3.01,,,
20,7/18/2015 15:00,24.641,352,3.03,,,
21,7/18/2015 21:00,19.853,0,3.01,,,
22,7/19/2015 3:00,18.14,0,3.01,,,
23,7/19/2015 9:00,18.14,62,3.01,,,
24,7/19/2015 15:00,25.222,336,3.01,,,
25,7/19/2015 21:00,19.472,0,3.03,,,
26,7/20/2015 3:00,15.951,0,2.99,,,
27,7/20/2015 9:00,15.951,61,2.99,,,
28,7/20/2015 15:00,23.869,336,3.01,,,
29,7/20/2015 21:00,17.855,0,3.01,,,
30,7/21/2015 3:00,14.996,0,2.99,,,
31,7/21/2015 9:00,14.709,63,2.99,,,
32,7/21/2015 15:00,21.091,320,2.99,,,
33,7/21/2015 21:00,12.98,0,2.97,,,
34,7/22/2015 3:00,10.846,0,2.95,,,
35,7/22/2015 9:00,10.553,61,2.95,,,
36,7/22/2015 15:00,18.045,352,2.97,,,
37,7/22/2015 21:00,12.013,0,2.95,,,
38,7/23/2015 3:00,9.965,0,2.93,,,
39,7/23/2015 9:00,10.455,64,2.93,,,
40,7/23/2015 15:00,18.996,352,2.97,,,
41,7/23/2015 21:00,13.846,0,2.97,,,
42,7/24/2015 3:00,11.625,0,2.95,,,
43,7/24/2015 9:00,12.304,64,2.95,,,
44,7/24/2015 15:00,19.948,352,2.95,,,
45,7/24/2015 21:00,14.9,0,2.97,,,
46,7/25/2015 3:00,12.304,0,2.95,,,
47,7/25/2015 9:00,12.69,192,2.95,,,
48,7/25/2015 15:00,14.134,248,2.95,,,
49,7/25/2015 21:00,11.722,0,2.93,,,
50,7/26/2015 3:00,10.063,0,2.93,,,
51,7/26/2015 9:00,10.259,168,2.91,,,
52,7/26/2015 15:00,12.207,176,2.93,,,
53,7/26/2015 21:00,9.965,0,2.91,,,
54,7/27/2015 3:00,9.373,0,2.93,,,
55,7/27/2015 9:00,9.077,168,2.93,,,
56,7/27/2015 15:00,15.378,384,2.93,,,
57,7/27/2015 21:00,11.334,0,2.93,,,
58,7/28/2015 3:00,9.866,0,2.91,,,
59,7/28/2015 9:00,11.625,61,2.91,,,
60,7/28/2015 15:00,22.142,384,2.95,,,
61,7/28/2015 21:00,17.189,0,2.95,,,
62,7/29/2015 3:00,14.23,0,2.95,,,
63,7/29/2015 9:00,16.427,60,2.93,,,
64,7/29/2015 15:00,26.292,368,2.95,,,
65,7/29/2015 21:00,20.519,0,2.95,,,
66,7/30/2015 3:00,19.662,0,2.95,,,
67,7/30/2015 9:00,21.76,61,2.95,,,
68,7/30/2015 15:00,30.054,368,2.95,,,
69,7/30/2015 21:00,23.484,0,2.97,,,
70,7/31/2015 3:00,21.951,0,2.97,,,
71,7/31/2015 9:00,22.333,57,2.97,,,
72,7/31/2015 15:00,30.255,368,2.97,,,
73,7/31/2015 21:00,23.292,0,2.97,,,
