"Plot Title: 10166267"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Bad Battery","End Of File"
1,07/14/15 03:00:00 PM,19.187,176.0,2.89,,
2,07/14/15 09:00:00 PM,12.690,0.0,2.87,,
3,07/15/15 03:00:00 AM,10.651,0.0,2.87,,
4,07/15/15 09:00:00 AM,15.091,416.0,2.87,,
5,07/15/15 03:00:00 PM,19.948,304.0,2.89,,
6,07/15/15 09:00:00 PM,13.365,0.0,2.89,,
7,07/16/15 03:00:00 AM,11.139,0.0,2.87,,
8,07/16/15 09:00:00 AM,14.038,432.0,2.89,,
9,07/16/15 03:00:00 PM,18.140,304.0,2.89,,
10,07/16/15 09:00:00 PM,11.916,0.0,2.87,,
11,07/17/15 03:00:00 AM,9.669,0.0,2.85,,
12,07/17/15 09:00:00 AM,14.038,432.0,2.89,,
13,07/17/15 03:00:00 PM,20.519,256.0,2.89,,
14,07/17/15 09:00:00 PM,15.569,0.0,2.87,,
15,07/18/15 03:00:00 AM,15.378,0.0,2.87,,
16,07/18/15 09:00:00 AM,19.282,416.0,2.89,,
17,07/18/15 03:00:00 PM,23.869,256.0,2.91,,
18,07/18/15 09:00:00 PM,18.426,0.0,2.89,,
19,07/19/15 03:00:00 AM,16.427,0.0,2.89,,
20,07/19/15 09:00:00 AM,20.615,416.0,2.89,,
21,07/19/15 03:00:00 PM,24.062,240.0,2.91,,
22,07/19/15 09:00:00 PM,17.855,0.0,2.89,,
23,07/20/15 03:00:00 AM,14.421,0.0,2.89,,
24,07/20/15 09:00:00 AM,18.711,432.0,2.89,,
25,07/20/15 03:00:00 PM,23.196,232.0,2.91,,
26,07/20/15 09:00:00 PM,16.141,0.0,2.89,,
27,07/21/15 03:00:00 AM,14.134,0.0,2.89,,
28,07/21/15 09:00:00 AM,17.284,432.0,2.89,,
29,07/21/15 03:00:00 PM,20.615,272.0,2.89,,
30,07/21/15 09:00:00 PM,11.916,0.0,2.87,,
31,07/22/15 03:00:00 AM,9.669,0.0,2.85,,
32,07/22/15 09:00:00 AM,13.558,480.0,2.89,,
33,07/22/15 03:00:00 PM,18.045,240.0,2.89,,
34,07/22/15 09:00:00 PM,10.748,0.0,2.87,,
35,07/23/15 03:00:00 AM,8.779,0.0,2.87,,
36,07/23/15 09:00:00 AM,13.269,448.0,2.87,,
37,07/23/15 03:00:00 PM,18.616,224.0,2.89,,
38,07/23/15 09:00:00 PM,12.690,0.0,2.87,,
39,07/24/15 03:00:00 AM,10.553,0.0,2.87,,
40,07/24/15 09:00:00 AM,14.996,432.0,2.89,,
41,07/24/15 03:00:00 PM,19.567,224.0,2.91,,
42,07/24/15 09:00:00 PM,13.942,0.0,2.89,,
43,07/25/15 03:00:00 AM,11.625,0.0,2.87,,
44,07/25/15 09:00:00 AM,14.230,512.0,2.89,,
45,07/25/15 03:00:00 PM,15.855,368.0,2.87,,
46,07/25/15 09:00:00 PM,11.916,0.0,2.87,,
47,07/26/15 03:00:00 AM,10.259,0.0,2.85,,
48,07/26/15 09:00:00 AM,10.846,176.0,2.85,,
49,07/26/15 03:00:00 PM,13.558,336.0,2.87,,
50,07/26/15 09:00:00 PM,10.553,0.0,2.85,,
51,07/27/15 03:00:00 AM,9.571,0.0,2.87,,
52,07/27/15 09:00:00 AM,12.013,464.0,2.87,,
53,07/27/15 03:00:00 PM,15.187,232.0,2.87,,
54,07/27/15 09:00:00 PM,10.455,0.0,2.85,,
55,07/28/15 03:00:00 AM,8.779,0.0,2.87,,
56,07/28/15 09:00:00 AM,14.709,416.0,2.89,,
57,07/28/15 03:00:00 PM,21.091,208.0,2.89,,
58,07/28/15 09:00:00 PM,16.141,0.0,2.87,,
59,07/29/15 03:00:00 AM,14.230,0.0,2.89,,
60,07/29/15 09:00:00 AM,19.187,416.0,2.89,,
61,07/29/15 03:00:00 PM,25.319,200.0,2.89,,
62,07/29/15 09:00:00 PM,20.138,0.0,2.89,,
63,07/30/15 03:00:00 AM,17.855,0.0,2.89,,
64,07/30/15 09:00:00 AM,24.448,400.0,2.91,,
65,07/30/15 03:00:00 PM,28.655,208.0,2.91,,
66,07/30/15 09:00:00 PM,21.664,0.0,2.89,,
67,07/31/15 03:00:00 AM,19.853,0.0,2.89,,
68,07/31/15 09:00:00 AM,23.677,384.0,2.91,,
69,07/31/15 03:00:00 PM,28.853,208.0,2.91,,
70,07/31/15 09:00:00 PM,21.187,0.0,2.89,,
71,08/01/15 03:00:00 AM,19.187,0.0,2.91,,
72,08/01/15 09:00:00 AM,22.812,400.0,2.91,,
73,08/01/15 03:00:00 PM,28.655,368.0,2.93,,
74,08/01/15 09:00:00 PM,20.805,0.0,2.89,,
75,08/02/15 03:00:00 AM,17.855,0.0,2.89,,
76,08/02/15 09:00:00 AM,20.615,400.0,2.89,,
77,08/02/15 03:00:00 PM,23.196,368.0,2.91,,
78,08/02/15 09:00:00 PM,18.996,0.0,2.91,,
79,08/03/15 03:00:00 AM,17.855,0.0,2.89,,
80,08/03/15 09:00:00 AM,20.234,368.0,2.89,,
81,08/03/15 03:00:00 PM,18.616,336.0,2.91,,
82,08/03/15 09:00:00 PM,15.569,0.0,2.89,,
83,08/04/15 03:00:00 AM,12.980,0.0,2.89,,
84,08/04/15 09:00:00 AM,17.094,400.0,2.89,,
85,08/04/15 03:00:00 PM,20.901,224.0,2.89,,
86,08/04/15 09:00:00 PM,13.558,0.0,2.89,,
87,08/05/15 03:00:00 AM,11.431,0.0,2.87,,
88,08/05/15 09:00:00 AM,14.613,368.0,2.89,,
89,08/05/15 03:00:00 PM,18.711,184.0,2.89,,
90,08/05/15 09:00:00 PM,12.013,0.0,2.87,,
91,08/06/15 03:00:00 AM,10.651,0.0,2.87,,
92,08/06/15 09:00:00 AM,14.325,352.0,2.89,,
93,08/06/15 03:00:00 PM,19.472,184.0,2.91,,
94,08/06/15 09:00:00 PM,13.654,0.0,2.89,,
95,08/07/15 03:00:00 AM,11.819,0.0,2.87,,
96,08/07/15 09:00:00 AM,16.141,352.0,2.87,,
97,08/07/15 03:00:00 PM,20.901,184.0,2.89,,
98,08/07/15 09:00:00 PM,14.230,0.0,2.89,,
99,08/08/15 03:00:00 AM,12.013,0.0,2.87,,
100,08/08/15 09:00:00 AM,15.664,352.0,2.87,,
101,08/08/15 03:00:00 PM,18.901,176.0,2.89,,
102,08/08/15 09:00:00 PM,14.421,0.0,2.89,,
103,08/09/15 03:00:00 AM,12.594,0.0,2.87,,
104,08/09/15 09:00:00 AM,16.046,480.0,2.87,,
105,08/09/15 03:00:00 PM,20.138,288.0,2.89,,
106,08/09/15 09:00:00 PM,15.091,0.0,2.87,,
107,08/10/15 03:00:00 AM,11.819,0.0,2.87,,
108,08/10/15 09:00:00 AM,16.523,480.0,2.87,,
109,08/10/15 03:00:00 PM,20.424,432.0,2.89,,
110,08/10/15 09:00:00 PM,15.091,0.0,2.87,,
111,08/11/15 03:00:00 AM,13.558,0.0,2.87,,
112,08/11/15 09:00:00 AM,15.760,336.0,2.87,,
113,08/11/15 03:00:00 PM,21.664,232.0,2.89,,
114,08/11/15 09:00:00 PM,16.523,0.0,2.87,,
