Plot Title: 10169147,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Coupler Attached,Stopped,End Of File
1,7/13/2015 21:00,13.942,0,3.12,,,
2,7/14/2015 3:00,12.207,0,3.1,,,
3,7/14/2015 9:00,13.846,200,3.08,,,
4,7/14/2015 15:00,20.424,448,3.08,,,
5,7/14/2015 21:00,14.23,0,3.08,,,
6,7/15/2015 3:00,11.916,0,3.03,,,
7,7/15/2015 9:00,12.98,160,3.03,,,
8,7/15/2015 15:00,20.71,432,3.03,,,
9,7/15/2015 21:00,14.421,0,3.03,,,
10,7/16/2015 3:00,11.722,0,3.01,,,
11,7/16/2015 9:00,12.11,200,2.99,,,
12,7/16/2015 15:00,18.711,416,3.01,,,
13,7/16/2015 21:00,13.076,0,2.99,,,
14,7/17/2015 3:00,10.553,0,2.97,,,
15,7/17/2015 9:00,12.69,176,2.97,,,
16,7/17/2015 15:00,21.569,400,2.99,,,
17,7/17/2015 21:00,15.855,0,2.99,,,
18,7/18/2015 3:00,16.237,0,2.97,,,
19,7/18/2015 9:00,19.472,168,2.99,,,
20,7/18/2015 15:00,25.61,400,2.99,,,
21,7/18/2015 21:00,20.138,0,2.99,,,
22,7/19/2015 3:00,18.045,0,2.99,,,
23,7/19/2015 9:00,18.806,160,2.99,,,
24,7/19/2015 15:00,26.097,400,2.99,,,
25,7/19/2015 21:00,19.662,0,2.97,,,
26,7/20/2015 3:00,15.951,0,2.97,,,
27,7/20/2015 9:00,16.618,152,2.95,,,
28,7/20/2015 15:00,24.738,400,2.99,,,
29,7/20/2015 21:00,18.045,0,2.97,,,
30,7/21/2015 3:00,15.091,0,2.95,,,
31,7/21/2015 9:00,15.473,152,2.93,,,
32,7/21/2015 15:00,21.855,400,2.95,,,
33,7/21/2015 21:00,12.69,0,2.93,,,
34,7/22/2015 3:00,10.357,0,2.91,,,
35,7/22/2015 9:00,11.139,69,2.91,,,
36,7/22/2015 15:00,18.711,416,2.93,,,
37,7/22/2015 21:00,11.916,0,2.91,,,
38,7/23/2015 3:00,10.063,0,2.89,,,
39,7/23/2015 9:00,11.334,152,2.91,,,
40,7/23/2015 15:00,19.948,416,2.91,,,
41,7/23/2015 21:00,14.134,0,2.93,,,
42,7/24/2015 3:00,11.819,0,2.91,,,
43,7/24/2015 9:00,13.173,152,2.91,,,
44,7/24/2015 15:00,21.091,416,2.91,,,
45,7/24/2015 21:00,15.282,0,2.91,,,
46,7/25/2015 3:00,12.304,0,2.91,,,
47,7/25/2015 9:00,13.461,248,2.91,,,
48,7/25/2015 15:00,15.187,352,2.89,,,
49,7/25/2015 21:00,11.819,0,2.89,,,
50,7/26/2015 3:00,10.063,0,2.87,,,
51,7/26/2015 9:00,10.651,224,2.87,,,
52,7/26/2015 15:00,13.173,224,2.89,,,
53,7/26/2015 21:00,10.259,0,2.87,,,
54,7/27/2015 3:00,9.571,0,2.89,,,
55,7/27/2015 9:00,9.866,248,2.87,,,
56,7/27/2015 15:00,16.141,432,2.89,,,
57,7/27/2015 21:00,11.722,0,2.89,,,
58,7/28/2015 3:00,10.063,0,2.87,,,
59,7/28/2015 9:00,12.401,144,2.89,,,
60,7/28/2015 15:00,23.292,416,2.91,,,
61,7/28/2015 21:00,17.379,0,2.91,,,
62,7/29/2015 3:00,14.804,0,2.91,,,
63,7/29/2015 9:00,17.379,144,2.91,,,
64,7/29/2015 15:00,27.468,416,2.93,,,
65,7/29/2015 21:00,20.519,0,2.93,,,
66,7/30/2015 3:00,20.138,0,2.91,,,
67,7/30/2015 9:00,22.046,144,2.93,,,
68,7/30/2015 15:00,31.166,416,2.91,,,
