"Plot Title: 10166277"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Good Battery","Bad Battery","End Of File"
1,07/14/15 09:00:00 AM,20.615,480.0,3.14,Logged,,
2,07/14/15 03:00:00 PM,17.855,136.0,3.14,,,
3,07/14/15 09:00:00 PM,12.401,0.0,3.10,,,
4,07/15/15 03:00:00 AM,10.455,0.0,3.05,,,
5,07/15/15 09:00:00 AM,17.855,432.0,3.08,,,
6,07/15/15 03:00:00 PM,17.950,176.0,3.08,,,
7,07/15/15 09:00:00 PM,13.076,0.0,3.05,,,
8,07/16/15 03:00:00 AM,10.748,0.0,3.01,,,
9,07/16/15 09:00:00 AM,16.237,448.0,3.03,,,
10,07/16/15 03:00:00 PM,16.332,168.0,3.03,,,
11,07/16/15 09:00:00 PM,11.819,0.0,3.01,,,
12,07/17/15 03:00:00 AM,9.373,0.0,2.99,,,
13,07/17/15 09:00:00 AM,15.378,448.0,2.99,,,
14,07/17/15 03:00:00 PM,18.045,144.0,3.01,,,
15,07/17/15 09:00:00 PM,14.709,0.0,3.01,,,
16,07/18/15 03:00:00 AM,14.517,0.0,2.99,,,
17,07/18/15 09:00:00 AM,21.569,400.0,2.99,,,
18,07/18/15 03:00:00 PM,21.091,160.0,2.99,,,
19,07/18/15 09:00:00 PM,17.760,0.0,2.99,,,
20,07/19/15 03:00:00 AM,16.046,0.0,2.97,,,
21,07/19/15 09:00:00 AM,23.196,400.0,2.99,,,
22,07/19/15 03:00:00 PM,22.621,152.0,2.99,,,
23,07/19/15 09:00:00 PM,17.475,0.0,2.97,,,
24,07/20/15 03:00:00 AM,14.038,0.0,2.97,,,
25,07/20/15 09:00:00 AM,21.378,416.0,2.97,,,
26,07/20/15 03:00:00 PM,21.473,152.0,2.97,,,
27,07/20/15 09:00:00 PM,15.760,0.0,2.95,,,
28,07/21/15 03:00:00 AM,13.750,0.0,2.95,,,
29,07/21/15 09:00:00 AM,19.472,416.0,2.97,,,
30,07/21/15 03:00:00 PM,18.806,168.0,2.97,,,
31,07/21/15 09:00:00 PM,11.528,0.0,2.93,,,
32,07/22/15 03:00:00 AM,9.176,0.0,2.91,,,
33,07/22/15 09:00:00 AM,16.237,480.0,2.93,,,
34,07/22/15 03:00:00 PM,16.046,152.0,2.93,,,
35,07/22/15 09:00:00 PM,10.357,0.0,2.91,,,
36,07/23/15 03:00:00 AM,8.282,0.0,2.89,,,
37,07/23/15 09:00:00 AM,16.141,464.0,2.91,,,
