Plot Title: 10166287,,,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Bad Battery,Good Battery,Coupler Attached,Stopped,End Of File
478,11/10/2015 3:00,-0.549,0,2.79,,,,,
479,11/10/2015 9:00,0.563,576,2.77,,,,,
480,11/10/2015 15:00,8.282,1728,2.85,,,,,
481,11/10/2015 21:00,-0.102,0,2.79,,,,,
482,11/11/2015 3:00,1.764,0,2.81,,,,,
483,11/11/2015 9:00,3.261,176,2.81,,,,,
484,11/11/2015 15:00,5.962,480,2.81,,,,,
485,11/11/2015 21:00,2.195,0,2.81,,,,,
486,11/12/2015 3:00,-1.456,0,2.79,,,,,
487,11/12/2015 9:00,-0.437,320,2.79,,,,,
488,11/12/2015 15:00,6.166,352,2.83,,,,,
489,11/12/2015 21:00,3.683,0,2.81,,,,,
490,11/13/2015 3:00,4.519,0,2.83,,,,,
491,11/13/2015 9:00,6.471,400,2.83,,,,,
492,11/13/2015 15:00,7.782,176,2.83,,,,,
493,11/13/2015 21:00,6.268,0,2.83,,,,,
494,11/14/2015 3:00,5.45,0,2.81,,,,,
495,11/14/2015 9:00,7.983,1152,2.83,,,,,
496,11/14/2015 15:00,11.722,1216,2.85,,,,,
497,11/14/2015 21:00,2.837,0,2.83,,,,,
498,11/15/2015 3:00,4.623,0,2.83,,,,,
499,11/15/2015 9:00,0.453,34,2.79,,,,,
500,11/15/2015 15:00,0.563,49,2.79,,,,,
501,11/15/2015 21:00,0.453,0,2.79,,,,,
502,11/16/2015 3:00,0.453,0,2.79,,,,,
503,11/16/2015 9:00,0.563,2,2.79,,,,,
504,11/16/2015 15:00,0.563,2,2.79,,,,,
505,11/16/2015 21:00,0.343,0,2.79,,,,,
506,11/17/2015 3:00,0.121,0,2.77,,,,,
507,11/17/2015 9:00,0.232,2,2.77,,,,,
508,11/17/2015 15:00,2.088,14,2.79,,,,,
509,11/17/2015 21:00,5.655,0,2.81,,,,,
510,11/18/2015 3:00,1.98,0,2.79,,,,,
511,11/18/2015 9:00,2.088,864,2.79,,,,,
512,11/18/2015 15:00,6.166,288,2.81,,,,,
513,11/18/2015 21:00,1.656,0,2.79,,,,,
514,11/19/2015 3:00,3.049,0,2.81,,,,,
515,11/19/2015 9:00,7.381,113,2.83,,,,,
516,11/19/2015 15:00,9.176,224,2.85,,,,,
517,11/19/2015 21:00,5.037,0,2.81,,,,,
518,11/20/2015 3:00,-0.549,0,2.79,,,,,
519,11/20/2015 9:00,-0.662,384,2.79,,,,,
520,11/20/2015 15:00,6.573,1024,2.83,,,,,
521,11/20/2015 21:00,-0.437,0,2.81,,,,,
522,11/21/2015 3:00,-1.001,0,2.79,,,,,
523,11/21/2015 9:00,-2.145,136,2.77,,,,,
524,11/21/2015 15:00,8.282,704,2.85,,,,,
525,11/21/2015 21:00,-1.114,0,2.81,,,,,
526,11/22/2015 3:00,-1.914,0,2.79,,,,,
527,11/22/2015 9:00,-0.774,224,2.81,,,,,
528,11/22/2015 15:00,7.481,608,2.85,,,,,
529,11/22/2015 21:00,-0.662,0,2.81,,,,,
530,11/23/2015 3:00,-0.774,0,2.81,,,,,
531,11/23/2015 9:00,-0.437,128,2.81,,,,,
532,11/23/2015 15:00,9.866,480,2.85,,,,,
533,11/23/2015 21:00,3.261,0,2.83,,,,,
534,11/24/2015 3:00,0.784,0,2.81,,,,,
535,11/24/2015 9:00,0.343,41,2.81,,,,,
536,11/24/2015 15:00,0.453,18,2.79,,,,,
537,11/24/2015 21:00,0.343,0,2.79,,,,,
538,11/25/2015 3:00,0.343,0,2.79,,,,,
539,11/25/2015 9:00,0.121,5,2.79,,,,,
540,11/25/2015 15:00,0.01,13,2.79,,,,,
541,11/25/2015 21:00,-0.437,0,2.79,,,,,
542,11/26/2015 3:00,-0.549,0,2.79,,,,,
543,11/26/2015 9:00,-0.662,1,2.79,,,,,
544,11/26/2015 15:00,0.121,29,2.79,,,,,
545,11/26/2015 21:00,-0.662,0,2.79,,,,,
546,11/27/2015 3:00,-0.774,0,2.79,,,,,
547,11/27/2015 9:00,-1.114,4,2.79,,,,,
548,11/27/2015 15:00,0.232,120,2.77,,,,,
549,11/27/2015 21:00,-1.001,0,2.79,,,,,
550,11/28/2015 3:00,-1.456,0,2.77,,,,,
551,11/28/2015 9:00,-1.456,12,2.77,,,,,
552,11/28/2015 15:00,1.656,480,2.79,,,,,
553,11/28/2015 21:00,-2.03,0,2.77,,,,,
554,11/29/2015 3:00,-2.962,0,2.77,,,,,
555,11/29/2015 9:00,-2.61,102,2.77,,,,,
556,11/29/2015 15:00,2.41,672,2.81,,,,,
557,11/29/2015 21:00,-2.962,0,2.77,,,,,
558,11/30/2015 3:00,-3.911,0,2.75,Logged,,,,
559,11/30/2015 9:00,-0.102,864,2.77,,,,,
560,11/30/2015 15:00,1.221,272,2.79,,,,,
561,11/30/2015 21:00,0.343,0,2.79,,,,,
562,12/1/2015 3:00,0.232,0,2.79,,,,,
563,12/1/2015 9:00,0.121,960,2.77,,,,,
564,12/1/2015 15:00,5.962,1024,2.83,,,,,
565,12/1/2015 21:00,1.439,0,2.81,,,,,
566,12/2/2015 3:00,1.98,0,2.81,,,,,
567,12/2/2015 9:00,3.155,480,2.81,,,,,
568,12/2/2015 15:00,7.28,480,2.83,,,,,
569,12/2/2015 21:00,4.415,0,2.83,,,,,
570,12/3/2015 3:00,4.102,0,2.83,,,,,
571,12/3/2015 9:00,4.311,448,2.83,,,,,
572,12/3/2015 15:00,10.259,1088,2.85,,,,,
573,12/3/2015 21:00,0.453,0,2.79,,,,,
574,12/4/2015 3:00,0.232,0,2.79,,,,,
575,12/4/2015 9:00,0.343,88,2.79,,,,,
576,12/4/2015 15:00,0.784,288,2.79,,,,,
577,12/4/2015 21:00,-0.102,0,2.77,,,,,
578,12/5/2015 3:00,-0.213,0,2.77,,,,,
579,12/5/2015 9:00,0.343,336,2.77,,,,,
580,12/5/2015 15:00,2.303,480,2.81,,,,,
581,12/5/2015 21:00,1.33,0,2.79,,,,,
582,12/6/2015 3:00,1.98,0,2.79,,,,,
583,12/6/2015 9:00,3.683,368,2.81,,,,,
584,12/6/2015 15:00,5.86,352,2.81,,,,,
585,12/6/2015 21:00,3.472,0,2.81,,,,,
586,12/7/2015 3:00,5.757,0,2.81,,,,,
587,12/7/2015 9:00,7.983,83,2.85,,,,,
588,12/7/2015 15:00,10.063,216,2.85,,,,,
589,12/7/2015 21:00,9.965,0,2.85,,,,,
590,12/8/2015 3:00,9.472,0,2.87,,,,,
591,12/8/2015 9:00,10.748,304,2.85,,,,,
592,12/8/2015 15:00,11.139,256,2.85,,,,,
593,12/8/2015 21:00,8.779,0,2.87,,,,,
594,12/9/2015 3:00,7.381,0,2.85,,,,,
595,12/9/2015 9:00,4.623,192,2.83,,,,,
596,12/9/2015 15:00,7.28,432,2.85,,,,,
597,12/9/2015 21:00,2.517,0,2.81,,,,,
598,12/10/2015 3:00,2.41,0,2.81,,,,,
599,12/10/2015 9:00,0.343,16,2.79,,,,,
600,12/10/2015 15:00,0.343,23,2.79,,,,,
601,12/10/2015 21:00,0.343,0,2.79,,,,,
602,12/11/2015 3:00,0.343,0,2.79,,,,,
603,12/11/2015 9:00,0.453,126,2.79,,,,,
604,12/11/2015 15:00,0.343,106,2.79,,,,,
605,12/11/2015 21:00,0.232,0,2.79,,,,,
606,12/12/2015 3:00,0.232,0,2.79,,,,,
607,12/12/2015 9:00,0.232,34,2.79,,,,,
608,12/12/2015 15:00,0.232,7,2.79,,,,,
609,12/12/2015 21:00,0.121,0,2.77,,,,,
610,12/13/2015 3:00,0.121,0,2.77,,,,,
611,12/13/2015 9:00,0.121,0,2.77,,,,,
612,12/13/2015 15:00,0.121,0,2.77,,,,,
613,12/13/2015 21:00,0.121,0,2.77,,,,,
614,12/14/2015 3:00,0.121,0,2.77,,,,,
615,12/14/2015 9:00,0.121,0,2.77,,,,,
616,12/14/2015 15:00,0.121,0,2.77,,,,,
617,12/14/2015 21:00,0.121,0,2.77,,,,,
618,12/15/2015 3:00,0.121,0,2.77,,,,,
619,12/15/2015 9:00,0.121,0,2.77,,,,,
620,12/15/2015 15:00,0.121,0,2.77,,,,,
621,12/15/2015 21:00,0.121,0,2.77,,,,,
622,12/16/2015 3:00,0.121,0,2.77,,,,,
623,12/16/2015 9:00,0.121,0,2.77,,,,,
624,12/16/2015 15:00,0.232,0,2.77,,,,,
625,12/16/2015 21:00,0.232,0,2.77,,,,,
626,12/17/2015 3:00,0.121,0,2.77,,,,,
627,12/17/2015 9:00,0.121,0,2.77,,,,,
628,12/17/2015 15:00,0.121,0,2.77,,,,,
629,12/17/2015 21:00,0.121,0,2.77,,,,,
630,12/18/2015 3:00,0.121,0,2.77,,,,,
631,12/18/2015 9:00,0.121,0,2.77,,,,,
632,12/18/2015 15:00,0.121,0,2.77,,,,,
633,12/18/2015 21:00,0.121,0,2.77,,,,,
634,12/19/2015 3:00,0.121,0,2.77,,,,,
635,12/19/2015 9:00,0.121,0,2.77,,,,,
636,12/19/2015 15:00,0.121,0,2.77,,,,,
637,12/19/2015 21:00,0.121,0,2.77,,,,,
638,12/20/2015 3:00,0.121,0,2.77,,,,,
639,12/20/2015 9:00,0.121,0,2.77,,,,,
640,12/20/2015 15:00,0.121,0,2.77,,,,,
641,12/20/2015 21:00,0.121,0,2.77,,,,,
642,12/21/2015 3:00,0.121,0,2.77,,,,,
643,12/21/2015 9:00,0.121,0,2.77,,,,,
644,12/21/2015 15:00,0.121,0,2.77,,,,,
645,12/21/2015 21:00,0.121,0,2.77,,,,,
646,12/22/2015 3:00,0.121,0,2.77,,,,,
647,12/22/2015 9:00,0.121,0,2.77,,,,,
648,12/22/2015 15:00,0.121,0,2.77,,,,,
649,12/22/2015 21:00,0.121,0,2.77,,,,,
650,12/23/2015 3:00,0.121,0,2.77,,,,,
651,12/23/2015 9:00,0.121,0,2.77,,,,,
652,12/23/2015 15:00,0.121,0,2.77,,,,,
653,12/23/2015 21:00,0.121,0,2.77,,,,,
654,12/24/2015 3:00,0.121,0,2.77,,,,,
655,12/24/2015 9:00,0.121,0,2.77,,,,,
656,12/24/2015 15:00,0.121,0,2.77,,,,,
657,12/24/2015 21:00,0.121,0,2.77,,,,,
658,12/25/2015 3:00,0.121,0,2.77,,,,,
659,12/25/2015 9:00,0.121,0,2.77,,,,,
660,12/25/2015 15:00,0.121,0,2.77,,,,,
661,12/25/2015 21:00,0.121,0,2.77,,,,,
662,12/26/2015 3:00,0.121,0,2.77,,,,,
663,12/26/2015 9:00,0.121,0,2.77,,,,,
664,12/26/2015 15:00,0.121,0,2.77,,,,,
665,12/26/2015 21:00,0.121,0,2.77,,,,,
666,12/27/2015 3:00,0.121,0,2.77,,,,,
667,12/27/2015 9:00,0.121,0,2.77,,,,,
668,12/27/2015 15:00,0.121,0,2.77,,,,,
669,12/27/2015 21:00,0.121,0,2.77,,,,,
670,12/28/2015 3:00,0.121,0,2.77,,,,,
671,12/28/2015 9:00,0.121,0,2.77,,,,,
672,12/28/2015 15:00,0.121,0,2.77,,,,,
673,12/28/2015 21:00,0.121,0,2.77,,,,,
674,12/29/2015 3:00,0.121,0,2.77,,,,,
675,12/29/2015 9:00,0.121,0,2.77,,,,,
676,12/29/2015 15:00,0.232,0,2.77,,,,,
677,12/29/2015 21:00,0.121,0,2.77,,,,,
678,12/30/2015 3:00,0.121,0,2.77,,,,,
679,12/30/2015 9:00,0.121,0,2.77,,,,,
680,12/30/2015 15:00,0.121,0,2.77,,,,,
681,12/30/2015 21:00,0.121,0,2.77,,,,,
682,12/31/2015 3:00,0.121,0,2.77,,,,,
683,12/31/2015 9:00,0.121,0,2.77,,,,,
684,12/31/2015 15:00,0.121,0,2.77,,,,,
685,12/31/2015 21:00,0.121,0,2.77,,,,,
686,1/1/2016 3:00,0.121,0,2.77,,,,,
687,1/1/2016 9:00,0.121,0,2.77,,,,,
688,1/1/2016 15:00,0.232,0,2.77,,,,,
689,1/1/2016 21:00,0.232,0,2.77,,,,,
690,1/2/2016 3:00,0.232,0,2.77,,,,,
691,1/2/2016 9:00,0.121,0,2.77,,,,,
692,1/2/2016 15:00,0.121,0,2.77,,,,,
693,1/2/2016 21:00,0.232,0,2.77,,,,,
694,1/3/2016 3:00,0.121,0,2.77,,,,,
695,1/3/2016 9:00,0.121,0,2.77,,,,,
696,1/3/2016 15:00,0.232,0,2.77,,,,,
697,1/3/2016 21:00,0.232,0,2.77,,,,,
698,1/4/2016 3:00,0.232,0,2.77,,,,,
699,1/4/2016 9:00,0.232,0,2.77,,,,,
700,1/4/2016 15:00,0.232,0,2.77,,,,,
701,1/4/2016 21:00,0.232,0,2.77,,,,,
702,1/5/2016 3:00,0.232,0,2.77,,,,,
703,1/5/2016 9:00,0.232,0,2.77,,,,,
704,1/5/2016 15:00,0.232,0,2.77,,,,,
705,1/5/2016 21:00,0.232,0,2.77,,,,,
706,1/6/2016 3:00,0.232,0,2.77,,,,,
707,1/6/2016 9:00,0.232,0,2.77,,,,,
708,1/6/2016 15:00,0.232,0,2.77,,,,,
709,1/6/2016 21:00,0.232,0,2.77,,,,,
710,1/7/2016 3:00,0.232,0,2.77,,,,,
711,1/7/2016 9:00,0.232,0,2.77,,,,,
712,1/7/2016 15:00,0.232,0,2.77,,,,,
713,1/7/2016 21:00,0.232,0,2.77,,,,,
714,1/8/2016 3:00,0.232,0,2.77,,,,,
715,1/8/2016 9:00,0.232,0,2.77,,,,,
716,1/8/2016 15:00,0.232,0,2.77,,,,,
717,1/8/2016 21:00,0.232,0,2.77,,,,,
718,1/9/2016 3:00,0.232,0,2.77,,,,,
719,1/9/2016 9:00,0.232,0,2.77,,,,,
720,1/9/2016 15:00,0.232,0,2.77,,,,,
721,1/9/2016 21:00,0.232,0,2.77,,,,,
722,1/10/2016 3:00,0.232,0,2.77,,,,,
723,1/10/2016 9:00,0.232,0,2.77,,,,,
724,1/10/2016 15:00,0.232,0,2.77,,,,,
725,1/10/2016 21:00,0.232,0,2.77,,,,,
726,1/11/2016 3:00,0.232,0,2.77,,,,,
727,1/11/2016 9:00,0.232,0,2.77,,,,,
728,1/11/2016 15:00,0.232,0,2.77,,,,,
729,1/11/2016 21:00,0.232,0,2.77,,,,,
730,1/12/2016 3:00,0.232,0,2.77,,,,,
731,1/12/2016 9:00,0.232,0,2.77,,,,,
732,1/12/2016 15:00,0.232,0,2.77,,,,,
733,1/12/2016 21:00,0.232,0,2.77,,,,,
734,1/13/2016 3:00,0.121,0,2.77,,,,,
735,1/13/2016 9:00,0.121,0,2.77,,,,,
736,1/13/2016 15:00,0.121,0,2.77,,,,,
737,1/13/2016 21:00,0.121,0,2.77,,,,,
738,1/14/2016 3:00,0.121,0,2.77,,,,,
739,1/14/2016 9:00,0.121,0,2.77,,,,,
740,1/14/2016 15:00,0.121,0,2.77,,,,,
741,1/14/2016 21:00,0.121,0,2.77,,,,,
742,1/15/2016 3:00,0.121,0,2.77,,,,,
743,1/15/2016 9:00,0.121,0,2.77,,,,,
744,1/15/2016 15:00,0.121,0,2.77,,,,,
745,1/15/2016 21:00,0.121,0,2.77,,,,,
746,1/16/2016 3:00,0.121,0,2.77,,,,,
747,1/16/2016 9:00,0.121,0,2.77,,,,,
748,1/16/2016 15:00,0.121,0,2.77,,,,,
749,1/16/2016 21:00,0.121,0,2.77,,,,,
750,1/17/2016 3:00,0.121,0,2.77,,,,,
751,1/17/2016 9:00,0.121,0,2.77,,,,,
752,1/17/2016 15:00,0.121,0,2.77,,,,,
753,1/17/2016 21:00,0.121,0,2.77,,,,,
754,1/18/2016 3:00,0.121,0,2.77,,,,,
755,1/18/2016 9:00,0.121,0,2.77,,,,,
756,1/18/2016 15:00,0.121,0,2.77,,,,,
757,1/18/2016 21:00,0.121,0,2.77,,,,,
758,1/19/2016 3:00,0.121,0,2.77,,,,,
759,1/19/2016 9:00,0.121,0,2.77,,,,,
760,1/19/2016 15:00,0.121,0,2.77,,,,,
761,1/19/2016 21:00,0.121,0,2.77,,,,,
762,1/20/2016 3:00,0.121,0,2.77,,,,,
763,1/20/2016 9:00,0.121,0,2.77,,,,,
764,1/20/2016 15:00,0.121,0,2.77,,,,,
765,1/20/2016 21:00,0.121,0,2.77,,,,,
766,1/21/2016 3:00,0.121,0,2.77,,,,,
767,1/21/2016 9:00,0.121,0,2.77,,,,,
768,1/21/2016 15:00,0.121,0,2.77,,,,,
769,1/21/2016 21:00,0.121,0,2.77,,,,,
770,1/22/2016 3:00,0.121,0,2.77,,,,,
771,1/22/2016 9:00,0.121,0,2.77,,,,,
772,1/22/2016 15:00,0.121,0,2.77,,,,,
773,1/22/2016 21:00,0.121,0,2.77,,,,,
774,1/23/2016 3:00,0.121,0,2.77,,,,,
775,1/23/2016 9:00,0.121,0,2.77,,,,,
776,1/23/2016 15:00,0.121,0,2.77,,,,,
777,1/23/2016 21:00,0.121,0,2.77,,,,,
778,1/24/2016 3:00,0.121,0,2.77,,,,,
779,1/24/2016 9:00,0.121,0,2.77,,,,,
780,1/24/2016 15:00,0.121,0,2.77,,,,,
781,1/24/2016 21:00,0.121,0,2.77,,,,,
782,1/25/2016 3:00,0.121,0,2.77,,,,,
783,1/25/2016 9:00,0.121,0,2.77,,,,,
784,1/25/2016 15:00,0.121,0,2.77,,,,,
785,1/25/2016 21:00,0.121,0,2.77,,,,,
786,1/26/2016 3:00,0.121,0,2.77,,,,,
787,1/26/2016 9:00,0.121,0,2.77,,,,,
788,1/26/2016 15:00,0.121,0,2.79,,,,,
789,1/26/2016 21:00,0.121,0,2.77,,,,,
790,1/27/2016 3:00,0.121,0,2.79,,,,,
791,1/27/2016 9:00,0.121,0,2.79,,,,,
792,1/27/2016 15:00,0.121,0,2.79,,,,,
793,1/27/2016 21:00,0.121,0,2.77,,,,,
794,1/28/2016 3:00,0.121,0,2.79,,,,,
795,1/28/2016 9:00,0.121,0,2.79,,,,,
796,1/28/2016 15:00,0.121,0,2.79,,,,,
797,1/28/2016 21:00,0.121,0,2.79,,,,,
798,1/29/2016 3:00,0.121,0,2.79,,,,,
799,1/29/2016 9:00,0.121,0,2.79,,,,,
800,1/29/2016 15:00,0.121,0,2.79,,,,,
801,1/29/2016 21:00,0.121,0,2.79,,,,,
802,1/30/2016 3:00,0.121,0,2.79,,,,,
803,1/30/2016 9:00,0.121,0,2.79,,,,,
804,1/30/2016 15:00,0.121,0,2.79,,,,,
805,1/30/2016 21:00,0.121,0,2.79,,,,,
806,1/31/2016 3:00,0.121,0,2.79,,,,,
807,1/31/2016 9:00,0.121,0,2.79,,,,,
808,1/31/2016 15:00,0.121,0,2.79,,,,,
809,1/31/2016 21:00,0.121,0,2.79,,,,,
810,2/1/2016 3:00,0.121,0,2.79,,,,,
811,2/1/2016 9:00,0.121,0,2.79,,,,,
812,2/1/2016 15:00,0.121,0,2.79,,,,,
813,2/1/2016 21:00,0.121,0,2.79,,,,,
814,2/2/2016 3:00,0.121,0,2.79,,,,,
815,2/2/2016 9:00,0.121,0,2.79,,,,,
816,2/2/2016 15:00,0.121,0,2.79,,,,,
817,2/2/2016 21:00,0.121,0,2.79,,,,,
818,2/3/2016 3:00,0.121,0,2.79,,,,,
819,2/3/2016 9:00,0.121,0,2.79,,,,,
820,2/3/2016 15:00,0.121,0,2.79,,,,,
821,2/3/2016 21:00,0.121,0,2.79,,,,,
822,2/4/2016 3:00,0.121,0,2.79,,,,,
823,2/4/2016 9:00,0.121,0,2.79,,,,,
824,2/4/2016 15:00,0.121,0,2.79,,,,,
825,2/4/2016 21:00,0.121,0,2.79,,,,,
826,2/5/2016 3:00,0.121,0,2.79,,,,,
827,2/5/2016 9:00,0.121,0,2.79,,,,,
828,2/5/2016 15:00,0.121,0,2.79,,,,,
829,2/5/2016 21:00,0.121,0,2.79,,,,,
830,2/6/2016 3:00,0.121,0,2.79,,,,,
831,2/6/2016 9:00,0.121,0,2.79,,,,,
832,2/6/2016 15:00,0.121,0,2.79,,,,,
833,2/6/2016 21:00,0.121,0,2.79,,,,,
834,2/7/2016 3:00,0.121,0,2.79,,,,,
835,2/7/2016 9:00,0.121,0,2.79,,,,,
836,2/7/2016 15:00,0.121,0,2.79,,,,,
837,2/7/2016 21:00,0.121,0,2.79,,,,,
838,2/8/2016 3:00,0.121,0,2.79,,,,,
839,2/8/2016 9:00,0.121,0,2.79,,,,,
840,2/8/2016 15:00,0.121,0,2.79,,,,,
841,2/8/2016 21:00,0.121,0,2.79,,,,,
842,2/9/2016 3:00,0.121,0,2.79,,,,,
843,2/9/2016 9:00,0.121,0,2.79,,,,,
844,2/9/2016 15:00,0.121,0,2.79,,,,,
845,2/9/2016 21:00,0.121,0,2.79,,,,,
846,2/10/2016 3:00,0.121,0,2.79,,,,,
847,2/10/2016 9:00,0.121,0,2.79,,,,,
848,2/10/2016 15:00,0.121,0,2.79,,,,,
849,2/10/2016 21:00,0.121,0,2.79,,,,,
850,2/11/2016 3:00,0.121,0,2.79,,,,,
851,2/11/2016 9:00,0.121,0,2.79,,,,,
852,2/11/2016 15:00,0.121,0,2.79,,,,,
853,2/11/2016 21:00,0.121,0,2.79,,,,,
854,2/12/2016 3:00,0.121,0,2.79,,,,,
855,2/12/2016 9:00,0.121,0,2.79,,,,,
856,2/12/2016 15:00,0.121,0,2.79,,,,,
857,2/12/2016 21:00,0.121,0,2.79,,,,,
858,2/13/2016 3:00,0.121,0,2.79,,,,,
859,2/13/2016 9:00,0.121,0,2.79,,,,,
860,2/13/2016 15:00,0.121,0,2.79,,,,,
861,2/13/2016 21:00,0.121,0,2.79,,,,,
862,2/14/2016 3:00,0.121,0,2.79,,,,,
863,2/14/2016 9:00,0.121,0,2.79,,,,,
864,2/14/2016 15:00,0.121,0,2.79,,,,,
865,2/14/2016 21:00,0.121,0,2.79,,,,,
866,2/15/2016 3:00,0.121,0,2.79,,,,,
867,2/15/2016 9:00,0.121,0,2.79,,,,,
868,2/15/2016 15:00,0.121,5,2.79,,,,,
869,2/15/2016 21:00,0.121,0,2.79,,,,,
870,2/16/2016 3:00,0.121,0,2.79,,,,,
871,2/16/2016 9:00,0.121,0,2.79,,,,,
872,2/16/2016 15:00,0.121,2,2.79,,,,,
873,2/16/2016 21:00,0.121,0,2.79,,,,,
874,2/17/2016 3:00,0.121,0,2.79,,,,,
875,2/17/2016 9:00,0.121,0,2.79,,,,,
876,2/17/2016 15:00,0.121,1,2.79,,,,,
877,2/17/2016 21:00,0.121,0,2.79,,,,,
878,2/18/2016 3:00,0.121,0,2.79,,,,,
879,2/18/2016 9:00,0.121,0,2.79,,,,,
880,2/18/2016 15:00,0.121,0,2.79,,,,,
881,2/18/2016 21:00,0.121,0,2.79,,,,,
882,2/19/2016 3:00,0.121,0,2.79,,,,,
883,2/19/2016 9:00,0.121,0,2.79,,,,,
884,2/19/2016 15:00,0.121,0,2.79,,,,,
885,2/19/2016 21:00,0.121,0,2.79,,,,,
886,2/20/2016 3:00,0.121,0,2.79,,,,,
887,2/20/2016 9:00,0.121,0,2.79,,,,,
888,2/20/2016 15:00,0.121,1,2.79,,,,,
889,2/20/2016 21:00,0.121,0,2.79,,,,,
890,2/21/2016 3:00,0.121,0,2.79,,,,,
891,2/21/2016 9:00,0.121,0,2.79,,,,,
892,2/21/2016 15:00,0.121,0,2.79,,,,,
893,2/21/2016 21:00,0.121,0,2.79,,,,,
894,2/22/2016 3:00,0.121,0,2.79,,,,,
895,2/22/2016 9:00,0.121,0,2.79,,,,,
896,2/22/2016 15:00,0.121,10,2.79,,,,,
897,2/22/2016 21:00,0.121,0,2.79,,,,,
898,2/23/2016 3:00,0.121,0,2.79,,,,,
899,2/23/2016 9:00,0.121,0,2.79,,,,,
900,2/23/2016 15:00,0.121,7,2.79,,,,,
901,2/23/2016 21:00,0.121,0,2.79,,,,,
902,2/24/2016 3:00,0.121,0,2.79,,,,,
903,2/24/2016 9:00,0.121,2,2.79,,,,,
904,2/24/2016 15:00,0.121,8,2.79,,,,,
905,2/24/2016 21:00,0.121,0,2.79,,,,,
906,2/25/2016 3:00,0.121,0,2.79,,,,,
907,2/25/2016 9:00,0.121,0,2.79,,,,,
908,2/25/2016 15:00,0.232,39,2.79,,,,,
909,2/25/2016 21:00,0.121,0,2.79,,,,,
910,2/26/2016 3:00,0.121,0,2.79,,,,,
911,2/26/2016 9:00,0.121,8,2.79,,,,,
912,2/26/2016 15:00,0.121,3,2.79,,,,,
913,2/26/2016 21:00,0.121,0,2.79,,,,,
914,2/27/2016 3:00,0.121,0,2.79,,,,,
915,2/27/2016 9:00,0.121,12,2.79,,,,,
916,2/27/2016 15:00,0.232,28,2.79,,,,,
917,2/27/2016 21:00,0.121,0,2.79,,,,,
918,2/28/2016 3:00,0.121,0,2.79,,,,,
919,2/28/2016 9:00,0.121,10,2.79,,,,,
920,2/28/2016 15:00,0.453,184,2.79,,,,,
921,2/28/2016 21:00,0.121,0,2.79,,,,,
922,2/29/2016 3:00,0.121,0,2.79,,,,,
923,2/29/2016 9:00,0.01,128,2.79,,,,,
924,2/29/2016 15:00,0.674,72,2.79,,,,,
925,2/29/2016 21:00,0.453,0,2.79,,,,,
926,3/1/2016 3:00,0.674,0,2.79,,,,,
927,3/1/2016 9:00,2.303,128,2.81,,,,,
928,3/1/2016 15:00,5.86,1152,2.81,,,,,
929,3/1/2016 21:00,1.439,0,2.81,,,,,
930,3/2/2016 3:00,-1.114,0,2.79,,,,,
931,3/2/2016 9:00,1.003,1600,2.79,,,,,
932,3/2/2016 15:00,11.139,992,2.85,,,,,
933,3/2/2016 21:00,5.45,0,2.83,,,,,
934,3/3/2016 3:00,4.415,0,2.83,,,,,
935,3/3/2016 9:00,7.079,768,2.83,,,,,
936,3/3/2016 15:00,13.365,3712,2.87,,,,,
937,3/3/2016 21:00,0.453,0,2.81,,,,,
938,3/4/2016 3:00,0.232,0,2.81,,,,,
939,3/4/2016 9:00,1.221,800,2.81,,,,,
940,3/4/2016 15:00,16.046,2432,2.87,,,,,
941,3/4/2016 21:00,3.367,0,2.85,,,,,
942,3/5/2016 3:00,5.655,0,2.85,,,,,
943,3/5/2016 9:00,8.779,1216,2.87,,,,,
944,3/5/2016 15:00,9.077,368,2.87,,,,,
945,3/5/2016 21:00,7.079,0,2.85,,,,,
946,3/6/2016 3:00,2.73,0,2.83,,,,,
947,3/6/2016 9:00,4.623,768,2.85,,,,,
948,3/6/2016 15:00,10.063,1728,2.85,,,,,
949,3/6/2016 21:00,3.049,0,2.83,,,,,
950,3/7/2016 3:00,0.453,0,2.81,,,,,
951,3/7/2016 9:00,3.578,1984,2.83,,,,,
952,3/7/2016 15:00,11.041,2304,2.85,,,,,
953,3/7/2016 21:00,1.656,0,2.83,,,,,
954,3/8/2016 3:00,-0.662,0,2.83,,,,,
955,3/8/2016 9:00,0.674,512,2.81,,,,,
956,3/8/2016 15:00,0.893,432,2.81,,,,,
957,3/8/2016 21:00,0.343,0,2.81,,,,,
958,3/9/2016 3:00,0.343,0,2.81,,,,,
959,3/9/2016 9:00,2.41,432,2.83,,,,,
960,3/9/2016 15:00,7.582,272,2.85,,,,,
961,3/9/2016 21:00,4.727,0,2.85,,,,,
962,3/10/2016 3:00,4.415,0,2.85,,,,,
963,3/10/2016 9:00,6.573,1408,2.85,,,,,
964,3/10/2016 15:00,11.916,2048,2.85,,,,,
965,3/10/2016 21:00,0.121,0,2.81,,,,,
966,3/11/2016 3:00,0.121,0,2.81,,,,,
967,3/11/2016 9:00,6.573,992,2.85,,,,,
968,3/11/2016 15:00,14.23,2304,2.87,,,,,
969,3/11/2016 21:00,5.962,0,2.85,,,,,
970,3/12/2016 3:00,3.472,0,2.85,,,,,
971,3/12/2016 9:00,0.674,34,2.81,,,,,
