Plot Title: 10169185,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",End Of File
1,7/15/2015 9:00,14.421,368,2.91,
2,7/15/2015 15:00,25.416,6912,2.91,
3,7/15/2015 21:00,13.75,0,2.91,
4,7/16/2015 3:00,10.748,0,2.89,
5,7/16/2015 9:00,12.497,416,2.91,
6,7/16/2015 15:00,23.388,9216,2.91,
7,7/16/2015 21:00,12.11,0,2.91,
8,7/17/2015 3:00,10.161,0,2.89,
9,7/17/2015 9:00,13.461,480,2.91,
10,7/17/2015 15:00,26.097,13312,2.91,
11,7/17/2015 21:00,16.903,0,2.91,
12,7/18/2015 3:00,15.569,0,2.91,
13,7/18/2015 9:00,20.234,384,2.91,
14,7/18/2015 15:00,29.452,10752,2.93,
15,7/18/2015 21:00,19.948,0,2.91,
16,7/19/2015 3:00,18.14,0,2.93,
17,7/19/2015 9:00,20.615,368,2.91,
18,7/19/2015 15:00,29.352,9728,2.93,
19,7/19/2015 21:00,19.377,0,2.93,
20,7/20/2015 3:00,14.996,0,2.93,
21,7/20/2015 9:00,17.665,368,2.93,
22,7/20/2015 15:00,27.075,7424,2.91,
23,7/20/2015 21:00,17.284,0,2.93,
24,7/21/2015 3:00,14.23,0,2.93,
25,7/21/2015 9:00,16.141,384,2.91,
26,7/21/2015 15:00,23.869,4864,2.93,
27,7/21/2015 21:00,11.625,0,2.91,
28,7/22/2015 3:00,9.373,0,2.91,
29,7/22/2015 9:00,11.528,400,2.91,
30,7/22/2015 15:00,20.424,3968,2.91,
31,7/22/2015 21:00,10.944,0,2.91,
32,7/23/2015 3:00,8.879,0,2.91,
33,7/23/2015 9:00,11.916,368,2.91,
34,7/23/2015 15:00,22.717,2304,2.91,
35,7/23/2015 21:00,13.076,0,2.91,
36,7/24/2015 3:00,10.357,0,2.91,
37,7/24/2015 9:00,13.365,368,2.91,
38,7/24/2015 15:00,23.484,1728,2.93,
39,7/24/2015 21:00,14.709,0,2.93,
40,7/25/2015 3:00,11.431,0,2.91,
41,7/25/2015 9:00,13.461,864,2.91,
