Plot Title: 10169129,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Coupler Attached,Stopped,End Of File
1,7/13/2015 21:00,13.942,0,3.14,,,
2,7/14/2015 3:00,12.304,0,3.1,,,
3,7/14/2015 9:00,13.076,101,3.1,,,
4,7/14/2015 15:00,19.948,448,3.1,,,
5,7/14/2015 21:00,14.23,0,3.1,,,
6,7/15/2015 3:00,11.916,0,3.05,,,
7,7/15/2015 9:00,12.304,63,3.05,,,
8,7/15/2015 15:00,20.71,448,3.05,,,
9,7/15/2015 21:00,14.517,0,3.05,,,
10,7/16/2015 3:00,11.819,0,3.03,,,
11,7/16/2015 9:00,11.625,93,3.01,,,
12,7/16/2015 15:00,18.521,448,3.03,,,
13,7/16/2015 21:00,13.076,0,3.03,,,
14,7/17/2015 3:00,10.455,0,2.99,,,
15,7/17/2015 9:00,12.11,106,2.99,,,
16,7/17/2015 15:00,21.378,432,3.01,,,
17,7/17/2015 21:00,16.141,0,3.01,,,
18,7/18/2015 3:00,14.613,0,3.01,,,
19,7/18/2015 9:00,17.094,61,2.99,,,
20,7/18/2015 15:00,25.61,400,3.01,,,
21,7/18/2015 21:00,20.138,0,3.01,,,
22,7/19/2015 3:00,18.14,0,3.01,,,
23,7/19/2015 9:00,18.236,57,3.01,,,
24,7/19/2015 15:00,25.902,400,3.01,,,
25,7/19/2015 21:00,19.758,0,2.99,,,
26,7/20/2015 3:00,15.951,0,2.99,,,
27,7/20/2015 9:00,16.046,58,2.99,,,
28,7/20/2015 15:00,24.545,400,3.01,,,
29,7/20/2015 21:00,18.045,0,3.01,,,
30,7/21/2015 3:00,15.091,0,2.97,,,
31,7/21/2015 9:00,14.804,61,2.99,,,
32,7/21/2015 15:00,21.664,400,2.99,,,
33,7/21/2015 21:00,12.883,0,2.97,,,
34,7/22/2015 3:00,10.651,0,2.95,,,
35,7/22/2015 9:00,10.651,62,2.93,,,
36,7/22/2015 15:00,18.711,448,2.97,,,
37,7/22/2015 21:00,12.11,0,2.95,,,
38,7/23/2015 3:00,10.063,0,2.93,,,
39,7/23/2015 9:00,10.651,62,2.93,,,
40,7/23/2015 15:00,19.948,432,2.95,,,
41,7/23/2015 21:00,14.23,0,2.97,,,
42,7/24/2015 3:00,11.819,0,2.95,,,
43,7/24/2015 9:00,12.497,62,2.95,,,
44,7/24/2015 15:00,21.091,416,2.95,,,
45,7/24/2015 21:00,15.282,0,2.95,,,
46,7/25/2015 3:00,12.304,0,2.95,,,
47,7/25/2015 9:00,12.69,160,2.93,,,
48,7/25/2015 15:00,14.421,240,2.95,,,
49,7/25/2015 21:00,11.625,0,2.93,,,
50,7/26/2015 3:00,9.866,0,2.91,,,
51,7/26/2015 9:00,10.161,152,2.91,,,
52,7/26/2015 15:00,12.401,160,2.91,,,
53,7/26/2015 21:00,10.063,0,2.91,,,
54,7/27/2015 3:00,9.275,0,2.91,,,
55,7/27/2015 9:00,9.176,136,2.91,,,
56,7/27/2015 15:00,16.141,464,2.91,,,
57,7/27/2015 21:00,11.722,0,2.91,,,
58,7/28/2015 3:00,9.965,0,2.91,,,
59,7/28/2015 9:00,11.722,63,2.91,,,
60,7/28/2015 15:00,23.292,496,2.95,,,
61,7/28/2015 21:00,17.475,0,2.95,,,
62,7/29/2015 3:00,14.23,0,2.95,,,
63,7/29/2015 9:00,16.427,61,2.93,,,
64,7/29/2015 15:00,28.357,800,2.95,,,
65,7/29/2015 21:00,20.615,0,2.95,,,
66,7/30/2015 3:00,19.567,0,2.97,,,
67,7/30/2015 9:00,21.569,60,2.95,,,
68,7/30/2015 15:00,31.37,576,2.97,,,
69,7/30/2015 21:00,23.484,0,2.97,,,
70,7/31/2015 3:00,21.76,0,2.97,,,
71,7/31/2015 9:00,22.238,50,2.97,,,
72,7/31/2015 15:00,30.963,448,2.97,,,
73,7/31/2015 21:00,23.196,0,2.97,,,
74,8/1/2015 3:00,21.282,0,2.97,,,
75,8/1/2015 9:00,22.333,97,2.97,,,
76,8/1/2015 15:00,30.154,368,2.97,,,
77,8/1/2015 21:00,22.525,0,2.97,,,
