Plot Title: 10169135,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",End Of File
1,10/15/2019 18:36,9.275,0,2.45,
2,10/16/2019 0:36,8.879,0,2.45,
3,10/16/2019 6:36,7.381,290.6,2.43,
4,10/16/2019 12:36,8.978,1184,2.45,
5,10/16/2019 18:36,7.179,0,2.43,
6,10/17/2019 0:36,5.757,0,2.42,
7,10/17/2019 6:36,4.415,0,2.45,
8,10/17/2019 12:36,3.998,602.8,2.43,
9,10/17/2019 18:36,4.623,0,2.43,
10,10/18/2019 0:36,3.367,0,2.42,
11,10/18/2019 6:36,3.578,0,2.42,
12,10/18/2019 12:36,5.141,2411.1,2.42,
13,10/18/2019 18:36,4.415,0,2.42,
14,10/19/2019 0:36,4.207,0,2.42,
15,10/19/2019 6:36,2.943,0,2.42,
16,10/19/2019 12:36,3.893,4133.4,2.42,
17,10/19/2019 18:36,3.049,0,2.42,
18,10/20/2019 0:36,3.155,0,2.41,
19,10/20/2019 6:36,2.837,0,2.41,
20,10/20/2019 12:36,4.415,882.6,2.42,
21,10/20/2019 18:36,5.962,0,2.42,
22,10/21/2019 0:36,5.45,0,2.41,
23,10/21/2019 6:36,5.141,0,2.41,
24,10/21/2019 12:36,7.782,3788.9,2.42,
25,10/21/2019 18:36,7.381,0,2.42,
26,10/22/2019 0:36,7.882,0,2.43,
27,10/22/2019 6:36,8.282,0,2.43,
28,10/22/2019 12:36,9.176,925.7,2.45,
29,10/22/2019 18:36,7.882,0,2.43,
30,10/23/2019 0:36,6.37,0,2.42,
31,10/23/2019 6:36,3.261,0,2.42,
32,10/23/2019 12:36,7.079,1313.2,2.42,
33,10/23/2019 18:36,6.268,0,2.42,
34,10/24/2019 0:36,5.347,0,2.41,
35,10/24/2019 6:36,5.244,0,2.41,
36,10/24/2019 12:36,9.965,1001,2.43,
37,10/24/2019 18:36,10.259,0,2.43,
38,10/25/2019 0:36,9.571,0,2.45,
39,10/25/2019 6:36,8.978,0,2.43,
40,10/25/2019 12:36,11.334,1550,2.43,
41,10/25/2019 18:36,9.373,0,2.43,
42,10/26/2019 0:36,2.624,0,2.41,
43,10/26/2019 6:36,0.674,0,2.39,
44,10/26/2019 12:36,3.893,2238.9,2.41,
45,10/26/2019 18:36,0.232,0,2.38,
46,10/27/2019 0:36,0.121,0,2.38,
47,10/27/2019 6:36,-0.549,0,2.38,
48,10/27/2019 12:36,1.548,1248.6,2.39,
49,10/27/2019 18:36,0.343,0,2.38,
