Plot Title: 10169187,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",Bad Battery,End Of File
1,10/14/2019 18:36,8.182,0,2.93,,
2,10/15/2019 0:36,8.68,0,2.97,,
3,10/15/2019 6:36,8.68,53.8,2.97,,
4,10/15/2019 12:36,12.304,3961.1,2.99,,
5,10/15/2019 18:36,10.259,0,2.95,,
6,10/16/2019 0:36,10.161,0,2.95,,
7,10/16/2019 6:36,8.282,129.2,2.95,,
8,10/16/2019 12:36,7.381,1313.2,2.93,,
9,10/16/2019 18:36,6.573,0,2.91,,
10,10/17/2019 0:36,4.934,0,2.87,,
11,10/17/2019 6:36,3.578,0,2.89,,
12,10/17/2019 12:36,3.261,624.3,2.87,,
13,10/17/2019 18:36,3.998,0,2.87,,
14,10/18/2019 0:36,2.837,0,2.85,,
15,10/18/2019 6:36,2.517,0,2.83,,
16,10/18/2019 12:36,4.311,1808.3,2.85,,
17,10/18/2019 18:36,3.893,0,2.85,,
18,10/19/2019 0:36,3.578,0,2.83,,
19,10/19/2019 6:36,2.303,0,2.81,,
20,10/19/2019 12:36,2.303,312.2,2.81,,
21,10/19/2019 18:36,1.98,0,2.81,,
22,10/20/2019 0:36,2.303,0,2.81,,
23,10/20/2019 6:36,2.195,0,2.79,,
24,10/20/2019 12:36,3.788,1550,2.81,,
25,10/20/2019 18:36,5.757,0,2.83,,
26,10/21/2019 0:36,4.831,0,2.81,,
27,10/21/2019 6:36,4.519,0,2.83,,
28,10/21/2019 12:36,7.381,3788.9,2.85,,
29,10/21/2019 18:36,6.877,0,2.85,,
30,10/22/2019 0:36,7.782,0,2.85,,
31,10/22/2019 6:36,7.983,10.8,2.85,,
32,10/22/2019 12:36,10.455,6200,2.85,,
33,10/22/2019 18:36,8.68,0,2.87,,
34,10/23/2019 0:36,6.471,0,2.83,,
35,10/23/2019 6:36,3.998,10.8,2.81,,
36,10/23/2019 12:36,8.779,4994.5,2.85,,
37,10/23/2019 18:36,7.682,0,2.85,,
38,10/24/2019 0:36,6.674,0,2.83,,
39,10/24/2019 6:36,6.775,0,2.83,,
40,10/24/2019 12:36,13.269,3272.2,2.87,,
41,10/24/2019 18:36,12.11,0,2.85,,
42,10/25/2019 0:36,11.722,0,2.85,,
43,10/25/2019 6:36,10.455,10.8,2.85,,
44,10/25/2019 12:36,13.269,3616.7,2.87,,
45,10/25/2019 18:36,8.68,0,2.85,,
46,10/26/2019 0:36,1.33,0,2.77,,
47,10/26/2019 6:36,0.01,0,2.75,Logged,
48,10/26/2019 12:36,3.578,4994.5,2.79,,
49,10/26/2019 18:36,0.674,0,2.75,,
50,10/27/2019 0:36,-0.213,0,2.74,,
51,10/27/2019 6:36,-0.887,0,2.75,,
52,10/27/2019 12:36,5.757,3616.7,2.77,,
53,10/27/2019 18:36,0.784,0,2.75,,
54,10/28/2019 0:36,0.563,0,2.74,,
55,10/28/2019 6:36,0.453,0,2.74,,
56,10/28/2019 12:36,8.779,3616.7,2.81,,
57,10/28/2019 18:36,1.33,0,2.75,,
58,10/29/2019 0:36,-0.662,0,2.74,,
59,10/29/2019 6:36,-5.372,0,2.68,,
60,10/29/2019 12:36,1.548,3788.9,2.74,,
61,10/29/2019 18:36,-2.03,0,2.72,,
62,10/30/2019 0:36,-1.456,0,2.72,,
