Plot Title: 10166306,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",Bad Battery,End Of File
1,10/14/2019 18:36,8.581,0,2.93,,
2,10/15/2019 0:36,9.176,0,2.95,,
3,10/15/2019 6:36,9.768,10.8,2.95,,
4,10/15/2019 12:36,12.013,1550,2.97,,
5,10/15/2019 18:36,11.041,0,2.95,,
6,10/16/2019 0:36,10.651,0,2.95,,
7,10/16/2019 6:36,9.077,64.6,2.95,,
8,10/16/2019 12:36,8.382,366,2.93,,
9,10/16/2019 18:36,6.674,0,2.91,,
10,10/17/2019 0:36,4.934,0,2.87,,
11,10/17/2019 6:36,3.472,0,2.89,,
12,10/17/2019 12:36,3.261,312.2,2.89,,
13,10/17/2019 18:36,4.102,0,2.89,,
14,10/18/2019 0:36,2.943,0,2.87,,
15,10/18/2019 6:36,2.837,0,2.87,,
16,10/18/2019 12:36,3.998,990.3,2.87,,
17,10/18/2019 18:36,3.893,0,2.87,,
18,10/19/2019 0:36,3.683,0,2.87,,
19,10/19/2019 6:36,2.195,0,2.83,,
20,10/19/2019 12:36,2.41,269.1,2.83,,
21,10/19/2019 18:36,2.303,0,2.83,,
22,10/20/2019 0:36,2.517,0,2.83,,
23,10/20/2019 6:36,2.41,0,2.81,,
24,10/20/2019 12:36,3.998,516.7,2.83,,
25,10/20/2019 18:36,5.86,0,2.83,,
26,10/21/2019 0:36,4.831,0,2.83,,
27,10/21/2019 6:36,4.519,0,2.83,,
28,10/21/2019 12:36,7.079,1463.9,2.85,,
29,10/21/2019 18:36,6.978,0,2.85,,
30,10/22/2019 0:36,7.983,0,2.85,,
31,10/22/2019 6:36,8.282,0,2.85,,
32,10/22/2019 12:36,9.669,1980.6,2.85,,
33,10/22/2019 18:36,8.779,0,2.87,,
34,10/23/2019 0:36,6.573,0,2.83,,
35,10/23/2019 6:36,4.623,0,2.83,,
36,10/23/2019 12:36,7.481,1550,2.83,,
37,10/23/2019 18:36,7.481,0,2.83,,
38,10/24/2019 0:36,7.179,0,2.83,,
39,10/24/2019 6:36,7.079,0,2.83,,
40,10/24/2019 12:36,11.528,1173.3,2.85,,
41,10/24/2019 18:36,12.497,0,2.85,,
42,10/25/2019 0:36,12.11,0,2.85,,
43,10/25/2019 6:36,11.041,0,2.85,,
44,10/25/2019 12:36,11.722,1377.8,2.85,,
45,10/25/2019 18:36,8.879,0,2.85,,
46,10/26/2019 0:36,1.872,0,2.79,,
47,10/26/2019 6:36,1.003,0,2.77,,
48,10/26/2019 12:36,2.517,1377.8,2.77,,
49,10/26/2019 18:36,0.563,0,2.75,Logged,
50,10/27/2019 0:36,-0.549,0,2.75,,
51,10/27/2019 6:36,-0.774,0,2.74,,
52,10/27/2019 12:36,1.112,1280.9,2.74,,
53,10/27/2019 18:36,0.674,0,2.74,,
54,10/28/2019 0:36,0.674,0,2.72,,
55,10/28/2019 6:36,1.221,0,2.74,,
56,10/28/2019 12:36,3.472,1291.7,2.75,,
57,10/28/2019 18:36,1.764,0,2.74,,
58,10/29/2019 0:36,-0.437,0,2.72,,
59,10/29/2019 6:36,-5.995,0,2.67,,
60,10/29/2019 12:36,-1.341,1313.2,2.7,,
61,10/29/2019 18:36,-3.197,0,2.68,,
62,10/30/2019 0:36,-2.494,0,2.68,,
63,10/30/2019 6:36,-0.887,0,2.7,,
64,10/30/2019 12:36,3.261,1205.6,2.72,,
65,10/30/2019 18:36,3.998,0,2.74,,
66,10/31/2019 0:36,3.683,0,2.74,,
67,10/31/2019 6:36,4.519,0,2.74,,
68,10/31/2019 12:36,7.381,1377.8,2.75,,
69,10/31/2019 18:36,5.86,0,2.74,,
70,11/1/2019 0:36,5.655,0,2.74,,
71,11/1/2019 6:36,4.934,0,2.72,,
72,11/1/2019 12:36,8.182,1162.5,2.75,,
73,11/1/2019 18:36,7.381,0,2.75,,
74,11/2/2019 0:36,7.682,0,2.75,,
75,11/2/2019 6:36,8.182,0,2.75,,
76,11/2/2019 12:36,11.528,1162.5,2.77,,
77,11/2/2019 18:36,10.455,0,2.77,,
78,11/3/2019 0:36,9.768,0,2.75,,
79,11/3/2019 6:36,9.176,0,2.77,,
80,11/3/2019 12:36,11.139,1097.9,2.77,,
81,11/3/2019 18:36,10.161,0,2.75,,
82,11/4/2019 0:36,9.571,0,2.77,,
83,11/4/2019 6:36,9.571,0,2.77,,
84,11/4/2019 12:36,13.076,1162.5,2.79,,
85,11/4/2019 18:36,12.11,0,2.79,,
86,11/5/2019 0:36,12.013,0,2.79,,
87,11/5/2019 6:36,12.304,0,2.79,,
88,11/5/2019 12:36,14.996,1894.5,2.81,,
89,11/5/2019 18:36,12.98,0,2.79,,
90,11/6/2019 0:36,11.625,0,2.77,,
91,11/6/2019 6:36,9.472,0,2.77,,
92,11/6/2019 12:36,10.553,1162.5,2.77,,
93,11/6/2019 18:36,8.282,0,2.77,,
94,11/7/2019 0:36,8.382,0,2.77,,
95,11/7/2019 6:36,9.275,0,2.77,,
96,11/7/2019 12:36,13.076,1216.3,2.79,,
97,11/7/2019 18:36,12.69,0,2.79,,
98,11/8/2019 0:36,12.497,0,2.79,,
99,11/8/2019 6:36,12.304,0,2.79,,
100,11/8/2019 12:36,14.804,1162.5,2.81,,
101,11/8/2019 18:36,12.11,0,2.79,,
102,11/9/2019 0:36,12.401,0,2.79,,
103,11/9/2019 6:36,10.651,0,2.77,,
104,11/9/2019 12:36,12.11,1291.7,2.77,,
105,11/9/2019 18:36,9.768,0,2.75,,
106,11/10/2019 0:36,9.176,0,2.77,,
107,11/10/2019 6:36,8.978,0,2.77,,
108,11/10/2019 12:36,11.528,1151.7,2.77,,
109,11/10/2019 18:36,10.455,0,2.75,,
110,11/11/2019 0:36,8.282,0,2.75,,
111,11/11/2019 6:36,7.381,0,2.75,,
112,11/11/2019 12:36,10.455,1087.2,2.75,,
113,11/11/2019 18:36,11.041,0,2.77,,
114,11/12/2019 0:36,11.431,0,2.77,,
115,11/12/2019 6:36,10.063,0,2.75,,
116,11/12/2019 12:36,9.965,1463.9,2.75,,
117,11/12/2019 18:36,7.983,0,2.75,,
118,11/13/2019 0:36,8.382,0,2.75,,
119,11/13/2019 6:36,8.779,0,2.75,,
120,11/13/2019 12:36,11.334,1097.9,2.77,,
121,11/13/2019 18:36,11.334,0,2.77,,
122,11/14/2019 0:36,10.846,0,2.77,,
123,11/14/2019 6:36,10.651,0,2.75,,
124,11/14/2019 12:36,12.401,1463.9,2.77,,
125,11/14/2019 18:36,9.373,0,2.77,,
126,11/15/2019 0:36,8.978,0,2.77,,
127,11/15/2019 6:36,6.674,0,2.74,,
128,11/15/2019 12:36,6.775,495.1,2.74,,
129,11/15/2019 18:36,5.962,0,2.74,,
130,11/16/2019 0:36,4.934,0,2.72,,
131,11/16/2019 6:36,3.683,0,2.74,,
132,11/16/2019 12:36,6.775,979.5,2.74,,
133,11/16/2019 18:36,7.481,0,2.74,,
134,11/17/2019 0:36,8.182,0,2.75,,
135,11/17/2019 6:36,9.472,0,2.75,,
136,11/17/2019 12:36,8.978,581.3,2.75,,
137,11/17/2019 18:36,8.481,0,2.75,,
