"Plot Title: 10166323"
"#","Date Time, GMT-07:00","Temp, °C","Intensity, Lux","Bad Battery","End Of File"
254,10/29/19 02:16:16 AM,-2.962,0.0,,
255,10/29/19 08:16:16 AM,-6.882,258.3,,
256,10/29/19 02:16:16 PM,-3.316,1313.2,,
257,10/29/19 08:16:16 PM,-4.152,0.0,,
258,10/30/19 02:16:16 AM,-4.636,0.0,,
259,10/30/19 08:16:16 AM,-3.672,269.1,,
260,10/30/19 02:16:16 PM,0.563,1722.2,,
261,10/30/19 08:16:16 PM,0.010,0.0,,
262,10/31/19 02:16:16 AM,-0.102,0.0,,
263,10/31/19 08:16:16 AM,-0.213,592.0,,
264,10/31/19 02:16:16 PM,2.195,2927.8,,
265,10/31/19 08:16:16 PM,0.453,0.0,,
266,11/01/19 02:16:16 AM,0.563,0.0,,
267,11/01/19 08:16:16 AM,0.343,344.4,,
268,11/01/19 02:16:16 PM,3.683,1808.3,,
269,11/01/19 08:16:16 PM,2.303,0.0,,
270,11/02/19 02:16:16 AM,1.548,0.0,,
271,11/02/19 08:16:16 AM,2.943,366.0,,
272,11/02/19 02:16:16 PM,6.877,1808.3,,
273,11/02/19 08:16:16 PM,4.934,0.0,,
274,11/03/19 02:16:16 AM,4.727,0.0,,
275,11/03/19 08:16:16 AM,4.311,430.6,,
276,11/03/19 02:16:16 PM,7.882,1980.6,,
277,11/03/19 08:16:16 PM,5.244,0.0,,
278,11/04/19 02:16:16 AM,5.244,0.0,,
279,11/04/19 08:16:16 AM,4.727,344.4,,
280,11/04/19 02:16:16 PM,8.680,1808.3,,
281,11/04/19 08:16:16 PM,6.775,0.0,,
282,11/05/19 02:16:16 AM,6.471,0.0,,
283,11/05/19 08:16:16 AM,7.280,936.5,,
284,11/05/19 02:16:16 PM,13.846,5166.7,,
285,11/05/19 08:16:16 PM,8.382,0.0,,
286,11/06/19 02:16:16 AM,5.962,0.0,,
287,11/06/19 08:16:16 AM,4.727,430.6,,
288,11/06/19 02:16:16 PM,7.381,1808.3,,
289,11/06/19 08:16:16 PM,5.037,0.0,,
290,11/07/19 02:16:16 AM,4.102,0.0,,
291,11/07/19 08:16:16 AM,5.037,893.4,,
292,11/07/19 02:16:16 PM,9.965,2669.5,,
293,11/07/19 08:16:16 PM,7.280,0.0,,
294,11/08/19 02:16:16 AM,6.268,0.0,,
295,11/08/19 08:16:16 AM,6.166,473.6,,
296,11/08/19 02:16:16 PM,10.357,2152.8,,
297,11/08/19 08:16:16 PM,6.877,0.0,,
298,11/09/19 02:16:16 AM,6.268,0.0,,
299,11/09/19 08:16:16 AM,5.244,161.5,,
300,11/09/19 02:16:16 PM,10.944,5166.7,,
301,11/09/19 08:16:16 PM,6.573,0.0,,
302,11/10/19 02:16:16 AM,6.674,0.0,,
303,11/10/19 08:16:16 AM,5.860,559.7,,
304,11/10/19 02:16:16 PM,9.571,1894.5,,
305,11/10/19 08:16:16 PM,6.370,0.0,,
306,11/11/19 02:16:16 AM,4.102,0.0,,
307,11/11/19 08:16:16 AM,4.415,462.9,,
308,11/11/19 02:16:16 PM,7.682,1980.6,,
309,11/11/19 08:16:16 PM,6.775,0.0,,
310,11/12/19 02:16:16 AM,6.471,0.0,,
311,11/12/19 08:16:16 AM,6.166,279.9,,
312,11/12/19 02:16:16 PM,11.819,5511.1,,
313,11/12/19 08:16:16 PM,7.079,0.0,,
314,11/13/19 02:16:16 AM,4.519,0.0,,
315,11/13/19 08:16:16 AM,4.831,344.4,,
316,11/13/19 02:16:16 PM,8.779,2583.4,,
317,11/13/19 08:16:16 PM,6.775,0.0,,
318,11/14/19 02:16:16 AM,5.860,0.0,,
319,11/14/19 08:16:16 AM,6.674,279.9,,
320,11/14/19 02:16:16 PM,12.497,8611.2,,
321,11/14/19 08:16:16 PM,5.552,0.0,,
322,11/15/19 02:16:16 AM,5.757,0.0,,
323,11/15/19 08:16:16 AM,6.166,43.1,,
324,11/15/19 02:16:16 PM,7.280,2755.6,,
325,11/15/19 08:16:16 PM,5.347,0.0,,
326,11/16/19 02:16:16 AM,3.049,0.0,,
327,11/16/19 08:16:16 AM,1.330,183.0,,
328,11/16/19 02:16:16 PM,5.655,2152.8,,
329,11/16/19 08:16:16 PM,5.757,0.0,,
330,11/17/19 02:16:16 AM,5.347,0.0,,
331,11/17/19 08:16:16 AM,6.775,139.9,,
332,11/17/19 02:16:16 PM,10.748,4822.3,,
333,11/17/19 08:16:16 PM,7.582,0.0,,
334,11/18/19 02:16:16 AM,5.860,0.0,,
335,11/18/19 08:16:16 AM,4.934,215.3,,
336,11/18/19 02:16:16 PM,10.748,5511.1,,
337,11/18/19 08:16:16 PM,6.775,0.0,,
338,11/19/19 02:16:16 AM,3.788,0.0,,
339,11/19/19 08:16:16 AM,3.472,32.3,,
340,11/19/19 02:16:16 PM,4.623,4133.4,,
341,11/19/19 08:16:16 PM,2.195,0.0,,
342,11/20/19 02:16:16 AM,0.453,0.0,,
343,11/20/19 08:16:16 AM,-0.437,129.2,,
344,11/20/19 02:16:16 PM,-0.213,1550.0,,
345,11/20/19 08:16:16 PM,-1.456,0.0,,
346,11/21/19 02:16:16 AM,-1.914,0.0,,
347,11/21/19 08:16:16 AM,-2.377,118.4,,
348,11/21/19 02:16:16 PM,0.453,1463.9,,
349,11/21/19 08:16:16 PM,-0.549,0.0,,
350,11/22/19 02:16:16 AM,-0.549,0.0,,
351,11/22/19 08:16:16 AM,-0.774,118.4,,
352,11/22/19 02:16:16 PM,0.784,1463.9,,
353,11/22/19 08:16:16 PM,0.121,0.0,,
354,11/23/19 02:16:16 AM,0.010,0.0,,
355,11/23/19 08:16:16 AM,0.010,86.1,,
356,11/23/19 02:16:16 PM,3.472,4133.4,,
357,11/23/19 08:16:16 PM,1.221,0.0,,
358,11/24/19 02:16:16 AM,0.784,0.0,,
359,11/24/19 08:16:16 AM,1.872,21.5,,
360,11/24/19 02:16:16 PM,4.727,6544.5,,
361,11/24/19 08:16:16 PM,-0.662,0.0,,
362,11/25/19 02:16:16 AM,-0.774,0.0,,
363,11/25/19 08:16:16 AM,-0.549,0.0,,
364,11/25/19 02:16:16 PM,-0.213,247.6,,
365,11/25/19 08:16:16 PM,-0.213,0.0,,
366,11/26/19 02:16:16 AM,-0.102,0.0,,
367,11/26/19 08:16:16 AM,-0.102,0.0,,
368,11/26/19 02:16:16 PM,-0.102,21.5,,
369,11/26/19 08:16:16 PM,-0.102,0.0,,
370,11/27/19 02:16:16 AM,-0.213,0.0,,
371,11/27/19 08:16:16 AM,-0.549,0.0,,
372,11/27/19 02:16:16 PM,-0.325,10.8,,
373,11/27/19 08:16:16 PM,-0.437,0.0,,
374,11/28/19 02:16:16 AM,-0.774,0.0,,
375,11/28/19 08:16:16 AM,-0.774,0.0,,
376,11/28/19 02:16:16 PM,-0.662,0.0,,
377,11/28/19 08:16:16 PM,-0.774,0.0,,
378,11/29/19 02:16:16 AM,-1.114,0.0,,
379,11/29/19 08:16:16 AM,-1.001,0.0,,
380,11/29/19 02:16:16 PM,-0.887,0.0,,
381,11/29/19 08:16:16 PM,-0.662,0.0,,
382,11/30/19 02:16:16 AM,-0.774,0.0,,
383,11/30/19 08:16:16 AM,-0.774,0.0,,
384,11/30/19 02:16:16 PM,-0.549,43.1,,
385,11/30/19 08:16:16 PM,-0.437,0.0,,
386,12/01/19 02:16:16 AM,-0.325,0.0,,
387,12/01/19 08:16:16 AM,-0.213,0.0,,
388,12/01/19 02:16:16 PM,0.121,43.1,,
389,12/01/19 08:16:16 PM,0.121,0.0,,
390,12/02/19 02:16:16 AM,0.121,0.0,,
391,12/02/19 08:16:16 AM,0.010,0.0,,
392,12/02/19 02:16:16 PM,0.121,0.0,,
393,12/02/19 08:16:16 PM,0.121,0.0,,
394,12/03/19 02:16:16 AM,0.121,0.0,,
395,12/03/19 08:16:16 AM,0.121,0.0,,
396,12/03/19 02:16:16 PM,0.121,10.8,,
397,12/03/19 08:16:16 PM,0.121,0.0,,
398,12/04/19 02:16:16 AM,0.121,0.0,,
399,12/04/19 08:16:16 AM,0.121,0.0,,
400,12/04/19 02:16:16 PM,0.121,129.2,,
401,12/04/19 08:16:16 PM,0.121,0.0,,
402,12/05/19 02:16:16 AM,0.121,0.0,,
403,12/05/19 08:16:16 AM,0.121,0.0,,
404,12/05/19 02:16:16 PM,0.232,86.1,,
405,12/05/19 08:16:16 PM,0.232,0.0,,
406,12/06/19 02:16:16 AM,0.232,0.0,,
