"Plot Title: 10169146"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Bad Battery","End Of File"
1,08/26/19 08:16:16 PM,17.760,0.0,2.91,,
2,08/27/19 02:16:16 AM,15.569,0.0,2.95,,
3,08/27/19 08:16:16 AM,16.903,581.3,2.99,,
4,08/27/19 02:16:16 PM,27.272,3100.0,3.05,,
5,08/27/19 08:16:16 PM,21.664,0.0,3.01,,
6,08/28/19 02:16:16 AM,21.473,0.0,3.01,,
7,08/28/19 08:16:16 AM,22.238,581.3,3.01,,
8,08/28/19 02:16:16 PM,28.456,3444.5,3.03,,
9,08/28/19 08:16:16 PM,21.378,0.0,2.99,,
10,08/29/19 02:16:16 AM,19.853,0.0,2.97,,
11,08/29/19 08:16:16 AM,18.140,861.1,2.97,,
12,08/29/19 02:16:16 PM,25.513,4477.8,2.99,,
13,08/29/19 08:16:16 PM,16.999,0.0,2.95,,
14,08/30/19 02:16:16 AM,14.325,0.0,2.95,,
15,08/30/19 08:16:16 AM,14.996,602.8,2.95,,
16,08/30/19 02:16:16 PM,21.855,3100.0,2.97,,
17,08/30/19 08:16:16 PM,16.903,0.0,2.95,,
18,08/31/19 02:16:16 AM,17.094,0.0,2.93,,
19,08/31/19 08:16:16 AM,16.713,570.5,2.93,,
20,08/31/19 02:16:16 PM,22.717,3100.0,2.97,,
21,08/31/19 08:16:16 PM,17.094,0.0,2.93,,
22,09/01/19 02:16:16 AM,13.942,0.0,2.91,,
23,09/01/19 08:16:16 AM,13.942,559.7,2.91,,
24,09/01/19 02:16:16 PM,20.329,3100.0,2.93,,
25,09/01/19 08:16:16 PM,14.996,0.0,2.93,,
26,09/02/19 02:16:16 AM,12.787,0.0,2.89,,
27,09/02/19 08:16:16 AM,13.558,570.5,2.89,,
28,09/02/19 02:16:16 PM,20.901,3100.0,2.93,,
29,09/02/19 08:16:16 PM,15.473,0.0,2.91,,
30,09/03/19 02:16:16 AM,14.134,0.0,2.89,,
31,09/03/19 08:16:16 AM,15.282,172.2,2.89,,
32,09/03/19 02:16:16 PM,21.378,3444.5,2.93,,
33,09/03/19 08:16:16 PM,15.951,0.0,2.89,,
34,09/04/19 02:16:16 AM,13.750,0.0,2.89,,
35,09/04/19 08:16:16 AM,15.378,581.3,2.87,,
36,09/04/19 02:16:16 PM,24.158,2927.8,2.95,,
37,09/04/19 08:16:16 PM,19.282,0.0,2.91,,
38,09/05/19 02:16:16 AM,19.377,0.0,2.91,,
39,09/05/19 08:16:16 AM,19.948,1011.8,2.89,,
40,09/05/19 02:16:16 PM,22.142,129.2,2.91,,
41,09/05/19 08:16:16 PM,15.282,0.0,2.87,,
42,09/06/19 02:16:16 AM,14.709,0.0,2.89,,
43,09/06/19 08:16:16 AM,13.558,904.2,2.87,,
44,09/06/19 02:16:16 PM,21.187,2669.5,2.89,,
45,09/06/19 08:16:16 PM,16.237,0.0,2.87,,
46,09/07/19 02:16:16 AM,16.713,0.0,2.87,,
47,09/07/19 08:16:16 AM,17.665,861.1,2.87,,
48,09/07/19 02:16:16 PM,13.654,376.7,2.85,,
49,09/07/19 08:16:16 PM,11.236,0.0,2.85,,
50,09/08/19 02:16:16 AM,8.382,0.0,2.83,,
51,09/08/19 08:16:16 AM,8.481,656.6,2.81,,
52,09/08/19 02:16:16 PM,9.571,3100.0,2.83,,
53,09/08/19 08:16:16 PM,9.077,0.0,2.81,,
54,09/09/19 02:16:16 AM,8.282,0.0,2.81,,
55,09/09/19 08:16:16 AM,7.481,1270.1,2.79,,
56,09/09/19 02:16:16 PM,8.282,215.3,2.81,,
57,09/09/19 08:16:16 PM,8.282,0.0,2.79,,
58,09/10/19 02:16:16 AM,7.682,0.0,2.79,,
59,09/10/19 08:16:16 AM,7.983,1087.2,2.79,,
60,09/10/19 02:16:16 PM,9.866,1280.9,2.79,,
61,09/10/19 08:16:16 PM,7.983,0.0,2.79,,
62,09/11/19 02:16:16 AM,7.582,0.0,2.79,,
63,09/11/19 08:16:16 AM,7.582,538.2,2.79,,
64,09/11/19 02:16:16 PM,12.690,3616.7,2.81,,
65,09/11/19 08:16:16 PM,10.553,0.0,2.79,,
66,09/12/19 02:16:16 AM,10.357,0.0,2.79,,
67,09/12/19 08:16:16 AM,11.139,581.3,2.81,,
68,09/12/19 02:16:16 PM,16.427,3272.2,2.83,,
69,09/12/19 08:16:16 PM,13.269,0.0,2.83,,
70,09/13/19 02:16:16 AM,11.625,0.0,2.81,,
71,09/13/19 08:16:16 AM,11.722,925.7,2.81,,
72,09/13/19 02:16:16 PM,15.664,3616.7,2.83,,
73,09/13/19 08:16:16 PM,12.883,0.0,2.83,,
74,09/14/19 02:16:16 AM,12.497,0.0,2.83,,
75,09/14/19 08:16:16 AM,12.497,613.5,2.83,,
76,09/14/19 02:16:16 PM,17.760,6544.5,2.83,,
77,09/14/19 08:16:16 PM,12.690,0.0,2.83,,
78,09/15/19 02:16:16 AM,10.944,0.0,2.81,,
79,09/15/19 08:16:16 AM,10.357,1076.4,2.79,,
80,09/15/19 02:16:16 PM,9.176,150.7,2.81,,
81,09/15/19 08:16:16 PM,7.079,0.0,2.79,,
82,09/16/19 02:16:16 AM,6.674,0.0,2.77,,
83,09/16/19 08:16:16 AM,6.166,624.3,2.77,,
84,09/16/19 02:16:16 PM,6.573,53.8,2.77,,
