Plot Title: 10166305,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",End Of File
1,2/8/2019 3:00,-1.341,0,2.68,
2,2/8/2019 9:00,-1.114,4,2.68,
3,2/8/2019 15:00,-0.102,9,2.68,
4,2/8/2019 21:00,-0.774,0,2.68,
5,2/9/2019 3:00,-0.662,0,2.68,
6,2/9/2019 9:00,-0.549,4,2.68,
7,2/9/2019 15:00,-0.437,1,2.68,
8,2/9/2019 21:00,-0.437,0,2.68,
9,2/10/2019 3:00,-0.437,0,2.68,
10,2/10/2019 9:00,-0.213,0,2.67,
11,2/10/2019 15:00,-0.213,0,2.67,
12,2/10/2019 21:00,-0.213,0,2.67,
13,2/11/2019 3:00,-0.549,0,2.68,
14,2/11/2019 9:00,-0.549,0,2.68,
15,2/11/2019 15:00,-0.437,0,2.68,
16,2/11/2019 21:00,-0.437,0,2.68,
17,2/12/2019 3:00,-0.437,0,2.68,
18,2/12/2019 9:00,-0.213,0,2.67,
19,2/12/2019 15:00,-0.102,0,2.67,
20,2/12/2019 21:00,-0.102,0,2.67,
21,2/13/2019 3:00,0.01,0,2.67,
22,2/13/2019 9:00,0.01,0,2.67,
23,2/13/2019 15:00,0.01,0,2.67,
24,2/13/2019 21:00,0.01,0,2.67,
25,2/14/2019 3:00,0.121,0,2.67,
26,2/14/2019 9:00,0.121,0,2.67,
27,2/14/2019 15:00,0.121,0,2.67,
28,2/14/2019 21:00,0.121,0,2.67,
29,2/15/2019 3:00,0.121,0,2.67,
30,2/15/2019 9:00,0.121,0,2.67,
31,2/15/2019 15:00,0.121,0,2.67,
32,2/15/2019 21:00,0.121,0,2.67,
33,2/16/2019 3:00,0.121,0,2.67,
34,2/16/2019 9:00,0.121,0,2.67,
35,2/16/2019 15:00,0.232,0,2.67,
36,2/16/2019 21:00,0.121,0,2.67,
37,2/17/2019 3:00,0.121,0,2.67,
38,2/17/2019 9:00,0.232,0,2.67,
39,2/17/2019 15:00,0.232,0,2.67,
40,2/17/2019 21:00,0.232,0,2.67,
41,2/18/2019 3:00,0.232,0,2.67,
42,2/18/2019 9:00,0.232,0,2.67,
43,2/18/2019 15:00,0.232,0,2.67,
44,2/18/2019 21:00,0.232,0,2.67,
45,2/19/2019 3:00,0.232,0,2.67,
46,2/19/2019 9:00,0.232,0,2.67,
47,2/19/2019 15:00,0.232,0,2.67,
48,2/19/2019 21:00,0.232,0,2.67,
49,2/20/2019 3:00,0.232,0,2.67,
50,2/20/2019 9:00,0.232,0,2.67,
51,2/20/2019 15:00,0.232,0,2.67,
52,2/20/2019 21:00,0.232,0,2.67,
53,2/21/2019 3:00,0.232,0,2.67,
54,2/21/2019 9:00,0.232,0,2.67,
55,2/21/2019 15:00,0.232,0,2.67,
56,2/21/2019 21:00,0.232,0,2.67,
57,2/22/2019 3:00,0.232,0,2.67,
58,2/22/2019 9:00,0.232,0,2.67,
59,2/22/2019 15:00,0.232,0,2.67,
60,2/22/2019 21:00,0.343,0,2.67,
61,2/23/2019 3:00,0.232,0,2.67,
62,2/23/2019 9:00,0.343,0,2.67,
63,2/23/2019 15:00,0.232,0,2.67,
64,2/23/2019 21:00,0.343,0,2.67,
65,2/24/2019 3:00,0.343,0,2.67,
66,2/24/2019 9:00,0.343,0,2.67,
67,2/24/2019 15:00,0.343,0,2.67,
68,2/24/2019 21:00,0.343,0,2.67,
69,2/25/2019 3:00,0.343,0,2.67,
70,2/25/2019 9:00,0.343,0,2.67,
71,2/25/2019 15:00,0.343,0,2.67,
72,2/25/2019 21:00,0.343,0,2.67,
73,2/26/2019 3:00,0.343,0,2.67,
74,2/26/2019 9:00,0.343,0,2.67,
75,2/26/2019 15:00,0.343,0,2.67,
76,2/26/2019 21:00,0.343,0,2.67,
77,2/27/2019 3:00,0.343,0,2.67,
78,2/27/2019 9:00,0.343,0,2.67,
79,2/27/2019 15:00,0.343,0,2.67,
80,2/27/2019 21:00,0.343,0,2.67,
81,2/28/2019 3:00,0.343,0,2.67,
82,2/28/2019 9:00,0.343,0,2.67,
83,2/28/2019 15:00,0.343,0,2.67,
84,2/28/2019 21:00,0.343,0,2.67,
85,3/1/2019 3:00,0.343,0,2.67,
86,3/1/2019 9:00,0.343,0,2.67,
87,3/1/2019 15:00,0.343,0,2.67,
88,3/1/2019 21:00,0.343,0,2.67,
89,3/2/2019 3:00,0.343,0,2.65,
90,3/2/2019 9:00,0.343,0,2.67,
91,3/2/2019 15:00,0.343,0,2.65,
92,3/2/2019 21:00,0.343,0,2.65,
93,3/3/2019 3:00,0.343,0,2.65,
94,3/3/2019 9:00,0.343,0,2.65,
95,3/3/2019 15:00,0.343,0,2.65,
96,3/3/2019 21:00,0.343,0,2.65,
97,3/4/2019 3:00,0.343,0,2.65,
98,3/4/2019 9:00,0.343,0,2.65,
99,3/4/2019 15:00,0.343,0,2.65,
100,3/4/2019 21:00,0.343,0,2.65,
101,3/5/2019 3:00,0.343,0,2.65,
102,3/5/2019 9:00,0.343,0,2.65,
103,3/5/2019 15:00,0.343,0,2.65,
104,3/5/2019 21:00,0.343,0,2.65,
105,3/6/2019 3:00,0.343,0,2.65,
106,3/6/2019 9:00,0.343,0,2.65,
107,3/6/2019 15:00,0.343,0,2.65,
108,3/6/2019 21:00,0.343,0,2.65,
109,3/7/2019 3:00,0.343,0,2.65,
110,3/7/2019 9:00,0.343,0,2.65,
111,3/7/2019 15:00,0.343,0,2.65,
112,3/7/2019 21:00,0.343,0,2.65,
113,3/8/2019 3:00,0.343,0,2.65,
114,3/8/2019 9:00,0.343,0,2.65,
115,3/8/2019 15:00,0.343,0,2.65,
116,3/8/2019 21:00,0.343,0,2.65,
117,3/9/2019 3:00,0.343,0,2.65,
118,3/9/2019 9:00,0.343,0,2.65,
119,3/9/2019 15:00,0.343,0,2.65,
120,3/9/2019 21:00,0.343,0,2.65,
121,3/10/2019 3:00,0.343,0,2.65,
122,3/10/2019 9:00,0.343,0,2.65,
123,3/10/2019 15:00,0.343,0,2.65,
124,3/10/2019 21:00,0.343,0,2.65,
125,3/11/2019 3:00,0.343,0,2.65,
