Plot Title: 10169144,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Coupler Attached,Stopped,End Of File
1,2/8/2019 3:00,-2.261,0,2.67,,,
2,2/8/2019 9:00,-1.799,12,2.67,,,
3,2/8/2019 15:00,-0.325,17,2.67,,,
4,2/8/2019 21:00,-1.228,0,2.67,,,
5,2/9/2019 3:00,-1.001,0,2.67,,,
6,2/9/2019 9:00,-0.774,9,2.67,,,
7,2/9/2019 15:00,-0.549,4,2.68,,,
8,2/9/2019 21:00,-0.662,0,2.67,,,
9,2/10/2019 3:00,-0.437,0,2.68,,,
10,2/10/2019 9:00,-0.213,0,2.67,,,
11,2/10/2019 15:00,-0.102,0,2.67,,,
12,2/10/2019 21:00,-0.213,0,2.67,,,
13,2/11/2019 3:00,-0.437,0,2.67,,,
14,2/11/2019 9:00,-0.437,0,2.67,,,
15,2/11/2019 15:00,-0.325,0,2.65,,,
16,2/11/2019 21:00,-0.213,0,2.65,,,
17,2/12/2019 3:00,-0.213,0,2.65,,,
18,2/12/2019 9:00,-0.102,0,2.67,,,
19,2/12/2019 15:00,0.01,0,2.67,,,
20,2/12/2019 21:00,0.01,0,2.67,,,
21,2/13/2019 3:00,0.121,0,2.67,,,
22,2/13/2019 9:00,0.121,0,2.67,,,
23,2/13/2019 15:00,0.121,0,2.67,,,
24,2/13/2019 21:00,0.121,0,2.67,,,
25,2/14/2019 3:00,0.121,0,2.67,,,
26,2/14/2019 9:00,0.121,0,2.67,,,
27,2/14/2019 15:00,0.232,0,2.67,,,
28,2/14/2019 21:00,0.232,0,2.67,,,
29,2/15/2019 3:00,0.232,0,2.67,,,
30,2/15/2019 9:00,0.232,0,2.67,,,
31,2/15/2019 15:00,0.232,0,2.65,,,
32,2/15/2019 21:00,0.232,0,2.65,,,
33,2/16/2019 3:00,0.232,0,2.65,,,
34,2/16/2019 9:00,0.232,0,2.65,,,
35,2/16/2019 15:00,0.232,0,2.65,,,
36,2/16/2019 21:00,0.232,0,2.65,,,
37,2/17/2019 3:00,0.232,0,2.65,,,
38,2/17/2019 9:00,0.232,0,2.65,,,
39,2/17/2019 15:00,0.232,0,2.65,,,
40,2/17/2019 21:00,0.232,0,2.65,,,
41,2/18/2019 3:00,0.232,0,2.65,,,
42,2/18/2019 9:00,0.232,0,2.65,,,
43,2/18/2019 15:00,0.232,0,2.65,,,
44,2/18/2019 21:00,0.232,0,2.65,,,
45,2/19/2019 3:00,0.232,0,2.65,,,
46,2/19/2019 9:00,0.232,0,2.65,,,
47,2/19/2019 15:00,0.232,0,2.65,,,
48,2/19/2019 21:00,0.232,0,2.65,,,
49,2/20/2019 3:00,0.232,0,2.65,,,
50,2/20/2019 9:00,0.232,0,2.65,,,
51,2/20/2019 15:00,0.232,0,2.65,,,
52,2/20/2019 21:00,0.232,0,2.65,,,
53,2/21/2019 3:00,0.232,0,2.65,,,
54,2/21/2019 9:00,0.232,0,2.65,,,
55,2/21/2019 15:00,0.232,0,2.65,,,
56,2/21/2019 21:00,0.232,0,2.65,,,
57,2/22/2019 3:00,0.232,0,2.65,,,
58,2/22/2019 9:00,0.232,0,2.65,,,
59,2/22/2019 15:00,0.232,0,2.65,,,
60,2/22/2019 21:00,0.232,0,2.65,,,
61,2/23/2019 3:00,0.232,0,2.65,,,
62,2/23/2019 9:00,0.232,0,2.65,,,
63,2/23/2019 15:00,0.232,0,2.65,,,
64,2/23/2019 21:00,0.232,0,2.65,,,
65,2/24/2019 3:00,0.232,0,2.65,,,
66,2/24/2019 9:00,0.232,0,2.65,,,
67,2/24/2019 15:00,0.232,0,2.65,,,
68,2/24/2019 21:00,0.232,0,2.65,,,
69,2/25/2019 3:00,0.232,0,2.65,,,
70,2/25/2019 9:00,0.232,0,2.65,,,
71,2/25/2019 15:00,0.232,0,2.65,,,
72,2/25/2019 21:00,0.232,0,2.65,,,
