Plot Title: 10169172,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Coupler Attached,Coupler Detached,End Of File
1,2/7/2019 21:00,0.01,0,2.75,,,
2,2/8/2019 3:00,0.01,0,2.75,,,
3,2/8/2019 9:00,0.01,2,2.75,,,
4,2/8/2019 15:00,0.01,0,2.75,,,
5,2/8/2019 21:00,0.01,0,2.75,,,
6,2/9/2019 3:00,0.121,0,2.75,,,
7,2/9/2019 9:00,0.121,0,2.75,,,
8,2/9/2019 15:00,0.121,0,2.75,,,
9,2/9/2019 21:00,0.121,0,2.75,,,
10,2/10/2019 3:00,0.121,0,2.75,,,
11,2/10/2019 9:00,0.121,0,2.75,,,
12,2/10/2019 15:00,0.121,0,2.75,,,
13,2/10/2019 21:00,0.121,0,2.75,,,
14,2/11/2019 3:00,0.121,0,2.75,,,
15,2/11/2019 9:00,0.121,0,2.75,,,
16,2/11/2019 15:00,0.232,0,2.75,,,
17,2/11/2019 21:00,0.232,0,2.75,,,
18,2/12/2019 3:00,0.232,0,2.75,,,
19,2/12/2019 9:00,0.232,0,2.75,,,
20,2/12/2019 15:00,0.232,0,2.75,,,
21,2/12/2019 21:00,0.232,0,2.75,,,
22,2/13/2019 3:00,0.232,0,2.75,,,
23,2/13/2019 9:00,0.232,0,2.75,,,
24,2/13/2019 15:00,0.232,0,2.75,,,
25,2/13/2019 21:00,0.232,0,2.75,,,
26,2/14/2019 3:00,0.232,0,2.75,,,
27,2/14/2019 9:00,0.232,0,2.75,,,
28,2/14/2019 15:00,0.232,0,2.75,,,
29,2/14/2019 21:00,0.232,0,2.75,,,
30,2/15/2019 3:00,0.232,0,2.75,,,
31,2/15/2019 9:00,0.232,0,2.75,,,
32,2/15/2019 15:00,0.232,0,2.75,,,
33,2/15/2019 21:00,0.232,0,2.75,,,
34,2/16/2019 3:00,0.232,0,2.75,,,
35,2/16/2019 9:00,0.232,0,2.75,,,
36,2/16/2019 15:00,0.232,0,2.75,,,
37,2/16/2019 21:00,0.232,0,2.75,,,
38,2/17/2019 3:00,0.232,0,2.75,,,
39,2/17/2019 9:00,0.232,0,2.75,,,
40,2/17/2019 15:00,0.232,0,2.75,,,
41,2/17/2019 21:00,0.232,0,2.75,,,
42,2/18/2019 3:00,0.232,0,2.75,,,
43,2/18/2019 9:00,0.232,0,2.75,,,
44,2/18/2019 15:00,0.232,0,2.75,,,
45,2/18/2019 21:00,0.232,0,2.75,,,
46,2/19/2019 3:00,0.232,0,2.75,,,
47,2/19/2019 9:00,0.232,0,2.75,,,
48,2/19/2019 15:00,0.232,0,2.75,,,
49,2/19/2019 21:00,0.232,0,2.74,,,
50,2/20/2019 3:00,0.232,0,2.74,,,
51,2/20/2019 9:00,0.232,0,2.74,,,
52,2/20/2019 15:00,0.232,0,2.75,,,
53,2/20/2019 21:00,0.232,0,2.74,,,
54,2/21/2019 3:00,0.232,0,2.75,,,
55,2/21/2019 9:00,0.232,0,2.75,,,
56,2/21/2019 15:00,0.232,0,2.75,,,
57,2/21/2019 21:00,0.232,0,2.75,,,
58,2/22/2019 3:00,0.232,0,2.74,,,
59,2/22/2019 9:00,0.232,0,2.74,,,
60,2/22/2019 15:00,0.232,0,2.75,,,
61,2/22/2019 21:00,0.232,0,2.74,,,
62,2/23/2019 3:00,0.232,0,2.75,,,
63,2/23/2019 9:00,0.232,0,2.74,,,
64,2/23/2019 15:00,0.232,0,2.74,,,
65,2/23/2019 21:00,0.232,0,2.74,,,
66,2/24/2019 3:00,0.232,0,2.74,,,
67,2/24/2019 9:00,0.232,0,2.74,,,
68,2/24/2019 15:00,0.232,0,2.74,,,
69,2/24/2019 21:00,0.232,0,2.74,,,
70,2/25/2019 3:00,0.232,0,2.74,,,
71,2/25/2019 9:00,0.232,0,2.74,,,
72,2/25/2019 15:00,0.232,0,2.74,,,
73,2/25/2019 21:00,0.232,0,2.74,,,
74,2/26/2019 3:00,0.232,0,2.74,,,
75,2/26/2019 9:00,0.232,0,2.74,,,
76,2/26/2019 15:00,0.232,0,2.74,,,
77,2/26/2019 21:00,0.232,0,2.74,,,
78,2/27/2019 3:00,0.232,0,2.74,,,
79,2/27/2019 9:00,0.232,0,2.74,,,
80,2/27/2019 15:00,0.232,0,2.74,,,
81,2/27/2019 21:00,0.232,0,2.74,,,
82,2/28/2019 3:00,0.232,0,2.74,,,
83,2/28/2019 9:00,0.232,0,2.74,,,
84,2/28/2019 15:00,0.232,0,2.74,,,
85,2/28/2019 21:00,0.232,0,2.74,,,
86,3/1/2019 3:00,0.232,0,2.74,,,
87,3/1/2019 9:00,0.232,0,2.72,,,
88,3/1/2019 15:00,0.232,0,2.72,,,
89,3/1/2019 21:00,0.232,0,2.72,,,
90,3/2/2019 3:00,0.232,0,2.72,,,
91,3/2/2019 9:00,0.232,0,2.72,,,
92,3/2/2019 15:00,0.232,0,2.72,,,
93,3/2/2019 21:00,0.232,0,2.72,,,
94,3/3/2019 3:00,0.232,0,2.72,,,
95,3/3/2019 9:00,0.232,0,2.72,,,
96,3/3/2019 15:00,0.232,0,2.72,,,
97,3/3/2019 21:00,0.232,0,2.72,,,
98,3/4/2019 3:00,0.232,0,2.72,,,
99,3/4/2019 9:00,0.232,0,2.72,,,
100,3/4/2019 15:00,0.232,0,2.72,,,
101,3/4/2019 21:00,0.232,0,2.72,,,
102,3/5/2019 3:00,0.232,0,2.72,,,
103,3/5/2019 9:00,0.232,0,2.72,,,
104,3/5/2019 15:00,0.232,0,2.72,,,
105,3/5/2019 21:00,0.232,0,2.72,,,
106,3/6/2019 3:00,0.232,0,2.72,,,
107,3/6/2019 9:00,0.232,0,2.72,,,
108,3/6/2019 15:00,0.232,0,2.72,,,
109,3/6/2019 21:00,0.232,0,2.72,,,
110,3/7/2019 3:00,0.232,0,2.72,,,
111,3/7/2019 9:00,0.232,0,2.72,,,
112,3/7/2019 15:00,0.232,0,2.72,,,
113,3/7/2019 21:00,0.232,0,2.72,,,
114,3/8/2019 3:00,0.232,0,2.72,,,
115,3/8/2019 9:00,0.232,0,2.72,,,
116,3/8/2019 15:00,0.232,0,2.72,,,
117,3/8/2019 21:00,0.232,0,2.72,,,
118,3/9/2019 3:00,0.232,0,2.72,,,
119,3/9/2019 9:00,0.232,0,2.72,,,
120,3/9/2019 15:00,0.232,0,2.72,,,
121,3/9/2019 21:00,0.232,0,2.72,,,
122,3/10/2019 3:00,0.232,0,2.72,,,
123,3/10/2019 9:00,0.232,0,2.72,,,
124,3/10/2019 15:00,0.232,0,2.72,,,
125,3/10/2019 21:00,0.232,0,2.72,,,
126,3/11/2019 3:00,0.232,0,2.72,,,
127,3/11/2019 9:00,0.232,0,2.72,,,
128,3/11/2019 15:00,0.232,0,2.72,,,
129,3/11/2019 21:00,0.232,0,2.72,,,
130,3/12/2019 3:00,0.232,0,2.72,,,
131,3/12/2019 9:00,0.232,0,2.72,,,
132,3/12/2019 15:00,0.232,0,2.72,,,
133,3/12/2019 21:00,0.232,0,2.72,,,
134,3/13/2019 3:00,0.232,0,2.72,,,
135,3/13/2019 9:00,0.232,0,2.72,,,
136,3/13/2019 15:00,0.232,0,2.72,,,
137,3/13/2019 21:00,0.232,0,2.72,,,
138,3/14/2019 3:00,0.232,0,2.72,,,
139,3/14/2019 9:00,0.232,0,2.72,,,
