Plot Title: 10169140,,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Bad Battery,Coupler Attached,Stopped,End Of File
1,2/6/2019 21:00,-0.549,0,2.74,Logged,,,
2,2/7/2019 3:00,-0.549,0,2.74,,,,
3,2/7/2019 9:00,-0.437,0,2.74,,,,
4,2/7/2019 15:00,-0.437,0,2.74,,,,
5,2/7/2019 21:00,-0.549,0,2.74,,,,
6,2/8/2019 3:00,-0.887,0,2.74,,,,
7,2/8/2019 9:00,-1.001,0,2.74,,,,
8,2/8/2019 15:00,-1.001,0,2.74,,,,
9,2/8/2019 21:00,-0.887,0,2.74,,,,
10,2/9/2019 3:00,-0.662,0,2.74,,,,
11,2/9/2019 9:00,-0.437,0,2.74,,,,
12,2/9/2019 15:00,-0.325,0,2.72,,,,
13,2/9/2019 21:00,-0.213,0,2.72,,,,
14,2/10/2019 3:00,-0.213,0,2.72,,,,
15,2/10/2019 9:00,-0.102,0,2.72,,,,
16,2/10/2019 15:00,-0.102,0,2.72,,,,
17,2/10/2019 21:00,-0.102,0,2.72,,,,
18,2/11/2019 3:00,0.01,0,2.72,,,,
19,2/11/2019 9:00,0.01,0,2.72,,,,
20,2/11/2019 15:00,0.01,0,2.72,,,,
21,2/11/2019 21:00,0.121,0,2.72,,,,
22,2/12/2019 3:00,0.121,0,2.72,,,,
23,2/12/2019 9:00,0.121,0,2.72,,,,
24,2/12/2019 15:00,0.121,0,2.72,,,,
25,2/12/2019 21:00,0.121,0,2.72,,,,
26,2/13/2019 3:00,0.121,0,2.72,,,,
27,2/13/2019 9:00,0.121,0,2.72,,,,
28,2/13/2019 15:00,0.121,0,2.72,,,,
29,2/13/2019 21:00,0.121,0,2.72,,,,
30,2/14/2019 3:00,0.121,0,2.72,,,,
31,2/14/2019 9:00,0.121,0,2.72,,,,
32,2/14/2019 15:00,0.121,0,2.72,,,,
33,2/14/2019 21:00,0.121,0,2.72,,,,
34,2/15/2019 3:00,0.121,0,2.72,,,,
35,2/15/2019 9:00,0.121,0,2.72,,,,
36,2/15/2019 15:00,0.121,0,2.72,,,,
37,2/15/2019 21:00,0.121,0,2.72,,,,
38,2/16/2019 3:00,0.121,0,2.72,,,,
39,2/16/2019 9:00,0.121,0,2.72,,,,
40,2/16/2019 15:00,0.121,0,2.72,,,,
41,2/16/2019 21:00,0.121,0,2.72,,,,
42,2/17/2019 3:00,0.121,0,2.72,,,,
43,2/17/2019 9:00,0.121,0,2.72,,,,
44,2/17/2019 15:00,0.121,0,2.72,,,,
45,2/17/2019 21:00,0.121,0,2.72,,,,
46,2/18/2019 3:00,0.121,0,2.72,,,,
47,2/18/2019 9:00,0.121,0,2.72,,,,
48,2/18/2019 15:00,0.121,0,2.72,,,,
49,2/18/2019 21:00,0.121,0,2.72,,,,
50,2/19/2019 3:00,0.01,0,2.72,,,,
51,2/19/2019 9:00,0.121,0,2.72,,,,
52,2/19/2019 15:00,0.01,0,2.72,,,,
53,2/19/2019 21:00,0.01,0,2.72,,,,
54,2/20/2019 3:00,0.01,0,2.72,,,,
55,2/20/2019 9:00,0.01,0,2.7,,,,
56,2/20/2019 15:00,0.01,0,2.72,,,,
57,2/20/2019 21:00,0.01,0,2.7,,,,
58,2/21/2019 3:00,0.01,0,2.7,,,,
59,2/21/2019 9:00,0.01,0,2.7,,,,
60,2/21/2019 15:00,0.01,0,2.7,,,,
61,2/21/2019 21:00,0.01,0,2.7,,,,
62,2/22/2019 3:00,0.121,0,2.7,,,,
63,2/22/2019 9:00,0.01,0,2.7,,,,
64,2/22/2019 15:00,0.121,0,2.7,,,,
65,2/22/2019 21:00,0.121,0,2.7,,,,
66,2/23/2019 3:00,0.121,0,2.7,,,,
67,2/23/2019 9:00,0.121,0,2.7,,,,
68,2/23/2019 15:00,0.121,0,2.7,,,,
69,2/23/2019 21:00,0.121,0,2.7,,,,
70,2/24/2019 3:00,0.121,0,2.7,,,,
71,2/24/2019 9:00,0.121,0,2.7,,,,
72,2/24/2019 15:00,0.121,0,2.7,,,,
73,2/24/2019 21:00,0.121,0,2.7,,,,
74,2/25/2019 3:00,0.121,0,2.7,,,,
75,2/25/2019 9:00,0.121,0,2.7,,,,
76,2/25/2019 15:00,0.121,0,2.7,,,,
77,2/25/2019 21:00,0.121,0,2.7,,,,
78,2/26/2019 3:00,0.121,0,2.7,,,,
79,2/26/2019 9:00,0.121,0,2.7,,,,
80,2/26/2019 15:00,0.121,0,2.7,,,,
81,2/26/2019 21:00,0.121,0,2.7,,,,
82,2/27/2019 3:00,0.121,0,2.7,,,,
83,2/27/2019 9:00,0.121,0,2.7,,,,
84,2/27/2019 15:00,0.121,0,2.7,,,,
85,2/27/2019 21:00,0.121,0,2.7,,,,
86,2/28/2019 3:00,0.121,0,2.7,,,,
87,2/28/2019 9:00,0.121,0,2.7,,,,
88,2/28/2019 15:00,0.121,0,2.7,,,,
89,2/28/2019 21:00,0.121,0,2.7,,,,
90,3/1/2019 3:00,0.121,0,2.7,,,,
91,3/1/2019 9:00,0.121,0,2.7,,,,
92,3/1/2019 15:00,0.121,0,2.7,,,,
93,3/1/2019 21:00,0.121,0,2.7,,,,
94,3/2/2019 3:00,0.121,0,2.7,,,,
95,3/2/2019 9:00,0.121,0,2.7,,,,
96,3/2/2019 15:00,0.121,0,2.7,,,,
97,3/2/2019 21:00,0.121,0,2.7,,,,
98,3/3/2019 3:00,0.121,0,2.7,,,,
99,3/3/2019 9:00,0.121,0,2.7,,,,
100,3/3/2019 15:00,0.121,0,2.7,,,,
101,3/3/2019 21:00,0.121,0,2.7,,,,
102,3/4/2019 3:00,0.121,0,2.7,,,,
103,3/4/2019 9:00,0.121,0,2.7,,,,
104,3/4/2019 15:00,0.121,0,2.7,,,,
105,3/4/2019 21:00,0.121,0,2.7,,,,
106,3/5/2019 3:00,0.121,0,2.7,,,,
107,3/5/2019 9:00,0.121,0,2.7,,,,
108,3/5/2019 15:00,0.121,0,2.7,,,,
109,3/5/2019 21:00,0.121,0,2.7,,,,
110,3/6/2019 3:00,0.121,0,2.7,,,,
111,3/6/2019 9:00,0.121,0,2.7,,,,
112,3/6/2019 15:00,0.121,0,2.7,,,,
113,3/6/2019 21:00,0.121,0,2.7,,,,
114,3/7/2019 3:00,0.121,0,2.7,,,,
115,3/7/2019 9:00,0.121,0,2.7,,,,
116,3/7/2019 15:00,0.121,0,2.7,,,,
117,3/7/2019 21:00,0.121,0,2.7,,,,
118,3/8/2019 3:00,0.121,0,2.7,,,,
119,3/8/2019 9:00,0.121,0,2.7,,,,
120,3/8/2019 15:00,0.121,0,2.7,,,,
121,3/8/2019 21:00,0.121,0,2.7,,,,
122,3/9/2019 3:00,0.121,0,2.7,,,,
123,3/9/2019 9:00,0.121,0,2.7,,,,
124,3/9/2019 15:00,0.121,0,2.7,,,,
125,3/9/2019 21:00,0.121,0,2.7,,,,
126,3/10/2019 3:00,0.121,0,2.7,,,,
127,3/10/2019 9:00,0.121,0,2.7,,,,
128,3/10/2019 15:00,0.121,0,2.7,,,,
129,3/10/2019 21:00,0.121,0,2.7,,,,
130,3/11/2019 3:00,0.232,0,2.7,,,,
131,3/11/2019 9:00,0.121,0,2.7,,,,
132,3/11/2019 15:00,0.121,0,2.7,,,,
133,3/11/2019 21:00,0.232,0,2.7,,,,
134,3/12/2019 3:00,0.232,0,2.7,,,,
135,3/12/2019 9:00,0.232,0,2.7,,,,
136,3/12/2019 15:00,0.232,0,2.7,,,,
137,3/12/2019 21:00,0.232,0,2.7,,,,
138,3/13/2019 3:00,0.121,0,2.7,,,,
139,3/13/2019 9:00,0.121,0,2.7,,,,
140,3/13/2019 15:00,0.121,0,2.7,,,,
141,3/13/2019 21:00,0.232,0,2.7,,,,
142,3/14/2019 3:00,0.232,0,2.7,,,,
143,3/14/2019 9:00,0.232,0,2.7,,,,
144,3/14/2019 15:00,0.121,0,2.7,,,,
145,3/14/2019 21:00,0.121,0,2.7,,,,
146,3/15/2019 3:00,0.121,0,2.7,,,,
147,3/15/2019 9:00,0.232,0,2.7,,,,
148,3/15/2019 15:00,0.121,0,2.7,,,,
149,3/15/2019 21:00,0.121,0,2.7,,,,
150,3/16/2019 3:00,0.121,0,2.7,,,,
151,3/16/2019 9:00,0.121,0,2.7,,,,
152,3/16/2019 15:00,0.121,0,2.7,,,,
153,3/16/2019 21:00,0.121,0,2.7,,,,
154,3/17/2019 3:00,0.121,0,2.7,,,,
155,3/17/2019 9:00,0.121,0,2.7,,,,
156,3/17/2019 15:00,0.121,0,2.7,,,,
157,3/17/2019 21:00,0.121,0,2.7,,,,
158,3/18/2019 3:00,0.121,0,2.7,,,,
159,3/18/2019 9:00,0.121,0,2.7,,,,
160,3/18/2019 15:00,0.121,0,2.7,,,,
161,3/18/2019 21:00,0.121,0,2.7,,,,
162,3/19/2019 3:00,0.121,0,2.7,,,,
163,3/19/2019 9:00,0.121,0,2.7,,,,
164,3/19/2019 15:00,0.121,0,2.7,,,,
165,3/19/2019 21:00,0.121,0,2.7,,,,
166,3/20/2019 3:00,0.121,0,2.7,,,,
167,3/20/2019 9:00,0.121,0,2.7,,,,
168,3/20/2019 15:00,0.121,0,2.7,,,,
169,3/20/2019 21:00,0.121,0,2.7,,,,
170,3/21/2019 3:00,0.121,0,2.7,,,,
171,3/21/2019 9:00,0.121,0,2.7,,,,
172,3/21/2019 15:00,0.121,0,2.7,,,,
173,3/21/2019 21:00,0.121,0,2.7,,,,
174,3/22/2019 3:00,0.121,0,2.7,,,,
