Plot Title: 10166285,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Coupler Attached,Coupler Detached,End Of File
1,2/7/2019 21:00,0.01,0,2.55,,,
2,2/8/2019 3:00,0.01,0,2.55,,,
3,2/8/2019 9:00,0.01,0,2.55,,,
4,2/8/2019 15:00,0.01,0,2.55,,,
5,2/8/2019 21:00,0.01,0,2.55,,,
6,2/9/2019 3:00,0.121,0,2.55,,,
7,2/9/2019 9:00,0.121,0,2.55,,,
8,2/9/2019 15:00,0.121,0,2.55,,,
9,2/9/2019 21:00,0.232,0,2.55,,,
10,2/10/2019 3:00,0.232,0,2.55,,,
11,2/10/2019 9:00,0.232,0,2.55,,,
12,2/10/2019 15:00,0.232,0,2.55,,,
13,2/10/2019 21:00,0.232,0,2.55,,,
14,2/11/2019 3:00,0.232,0,2.55,,,
15,2/11/2019 9:00,0.232,0,2.55,,,
16,2/11/2019 15:00,0.232,0,2.55,,,
17,2/11/2019 21:00,0.232,0,2.55,,,
18,2/12/2019 3:00,0.232,0,2.55,,,
19,2/12/2019 9:00,0.232,0,2.55,,,
20,2/12/2019 15:00,0.232,0,2.55,,,
21,2/12/2019 21:00,0.232,0,2.55,,,
22,2/13/2019 3:00,0.232,0,2.55,,,
23,2/13/2019 9:00,0.232,0,2.55,,,
24,2/13/2019 15:00,0.232,0,2.55,,,
25,2/13/2019 21:00,0.232,0,2.55,,,
26,2/14/2019 3:00,0.232,0,2.55,,,
27,2/14/2019 9:00,0.232,0,2.55,,,
28,2/14/2019 15:00,0.232,0,2.55,,,
29,2/14/2019 21:00,0.232,0,2.55,,,
30,2/15/2019 3:00,0.232,0,2.55,,,
31,2/15/2019 9:00,0.232,0,2.55,,,
32,2/15/2019 15:00,0.232,0,2.55,,,
33,2/15/2019 21:00,0.232,0,2.55,,,
34,2/16/2019 3:00,0.232,0,2.55,,,
35,2/16/2019 9:00,0.232,0,2.55,,,
36,2/16/2019 15:00,0.232,0,2.55,,,
37,2/16/2019 21:00,0.232,0,2.55,,,
38,2/17/2019 3:00,0.232,0,2.55,,,
39,2/17/2019 9:00,0.232,0,2.55,,,
40,2/17/2019 15:00,0.232,0,2.55,,,
41,2/17/2019 21:00,0.232,0,2.55,,,
42,2/18/2019 3:00,0.232,0,2.55,,,
43,2/18/2019 9:00,0.232,0,2.55,,,
44,2/18/2019 15:00,0.232,0,2.55,,,
45,2/18/2019 21:00,0.232,0,2.55,,,
