"Plot Title: 10166316"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Bad Battery","Coupler Attached","Coupler Detached","Host Connected","Stopped","End Of File"
1,07/29/17 09:00:00 PM,14.900,0.0,3.01,,,,,,
2,07/30/17 03:00:00 AM,12.787,0.0,2.97,,,,,,
3,07/30/17 09:00:00 AM,15.951,288.0,2.97,,,,,,
4,07/30/17 03:00:00 PM,27.961,320.0,3.08,,,,,,
5,07/30/17 09:00:00 PM,16.713,0.0,2.97,,,,,,
6,07/31/17 03:00:00 AM,14.421,0.0,2.95,,,,,,
7,07/31/17 09:00:00 AM,20.329,336.0,2.97,,,,,,
8,07/31/17 03:00:00 PM,31.676,400.0,3.05,,,,,,
9,07/31/17 09:00:00 PM,19.187,0.0,2.99,,,,,,
10,08/01/17 03:00:00 AM,17.570,0.0,2.95,,,,,,
11,08/01/17 09:00:00 AM,22.429,336.0,2.99,,,,,,
12,08/01/17 03:00:00 PM,34.903,368.0,3.03,,,,,,
13,08/01/17 09:00:00 PM,22.046,0.0,2.99,,,,,,
14,08/02/17 03:00:00 AM,20.138,0.0,2.95,,,,,,
15,08/02/17 09:00:00 AM,23.773,336.0,2.99,,,,,,
16,08/02/17 03:00:00 PM,36.187,416.0,3.03,,,,,,
17,08/02/17 09:00:00 PM,22.812,0.0,2.97,,,,,,
18,08/03/17 03:00:00 AM,19.853,0.0,2.95,,,,,,
19,08/03/17 09:00:00 AM,23.004,368.0,2.97,,,,,,
20,08/03/17 03:00:00 PM,34.163,480.0,3.03,,,,,,
21,08/03/17 09:00:00 PM,20.805,0.0,2.95,,,,,,
22,08/04/17 03:00:00 AM,18.045,0.0,2.93,,,,,,
23,08/04/17 09:00:00 AM,20.710,400.0,2.93,,,,,,
24,08/04/17 03:00:00 PM,29.452,432.0,2.99,,,,,,
25,08/04/17 09:00:00 PM,17.475,0.0,2.91,,,,,,
26,08/05/17 03:00:00 AM,15.378,0.0,2.89,,,,,,
27,08/05/17 09:00:00 AM,16.999,320.0,2.89,,,,,,
28,08/05/17 03:00:00 PM,23.484,768.0,2.95,,,,,,
29,08/05/17 09:00:00 PM,16.523,0.0,2.89,,,,,,
30,08/06/17 03:00:00 AM,15.378,0.0,2.87,,,,,,
31,08/06/17 09:00:00 AM,22.333,768.0,2.91,,,,,,
32,08/06/17 03:00:00 PM,26.977,1088.0,2.95,,,,,,
33,08/06/17 09:00:00 PM,17.475,0.0,2.89,,,,,,
34,08/07/17 03:00:00 AM,16.999,0.0,2.89,,,,,,
35,08/07/17 09:00:00 AM,21.282,448.0,2.89,,,,,,
36,08/07/17 03:00:00 PM,27.665,448.0,2.95,,,,,,
37,08/07/17 09:00:00 PM,18.806,0.0,2.91,,,,,,
38,08/08/17 03:00:00 AM,16.618,0.0,2.87,,,,,,
39,08/08/17 09:00:00 AM,21.760,400.0,2.89,,,,,,
40,08/08/17 03:00:00 PM,27.370,448.0,2.93,,,,,,
41,08/08/17 09:00:00 PM,18.996,0.0,2.89,,,,,,
42,08/09/17 03:00:00 AM,16.713,0.0,2.87,,,,,,
43,08/09/17 09:00:00 AM,20.519,384.0,2.87,,,,,,
44,08/09/17 03:00:00 PM,27.075,480.0,2.93,,,,,,
45,08/09/17 09:00:00 PM,18.806,0.0,2.89,,,,,,
46,08/10/17 03:00:00 AM,16.523,0.0,2.85,,,,,,
47,08/10/17 09:00:00 AM,21.760,448.0,2.89,,,,,,
48,08/10/17 03:00:00 PM,21.473,384.0,2.89,,,,,,
49,08/10/17 09:00:00 PM,16.999,0.0,2.87,,,,,,
50,08/11/17 03:00:00 AM,16.523,0.0,2.85,,,,,,
51,08/11/17 09:00:00 AM,20.138,384.0,2.87,,,,,,
52,08/11/17 03:00:00 PM,25.125,400.0,2.89,,,,,,
53,08/11/17 09:00:00 PM,17.379,0.0,2.87,,,,,,
