"Plot Title: 10169173"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Bad Battery","Coupler Attached","Stopped","End Of File"
1,05/24/17 03:00:00 PM,12.013,480.0,3.05,,,,
2,05/24/17 09:00:00 PM,5.141,0.0,2.97,,,,
3,05/25/17 03:00:00 AM,4.519,0.0,2.97,,,,
4,05/25/17 09:00:00 AM,7.582,288.0,2.97,,,,
5,05/25/17 03:00:00 PM,9.373,128.0,3.01,,,,
6,05/25/17 09:00:00 PM,7.983,0.0,2.97,,,,
7,05/26/17 03:00:00 AM,7.280,0.0,2.95,,,,
8,05/26/17 09:00:00 AM,11.236,304.0,2.97,,,,
9,05/26/17 03:00:00 PM,18.426,432.0,3.05,,,,
10,05/26/17 09:00:00 PM,13.173,0.0,3.01,,,,
11,05/27/17 03:00:00 AM,11.722,0.0,2.97,,,,
12,05/27/17 09:00:00 AM,16.427,320.0,2.99,,,,
13,05/27/17 03:00:00 PM,23.292,480.0,3.05,,,,
14,05/27/17 09:00:00 PM,15.760,0.0,2.99,,,,
15,05/28/17 03:00:00 AM,14.134,0.0,2.97,,,,
16,05/28/17 09:00:00 AM,18.521,304.0,2.99,,,,
17,05/28/17 03:00:00 PM,25.319,480.0,3.03,,,,
18,05/28/17 09:00:00 PM,15.855,0.0,2.97,,,,
19,05/29/17 03:00:00 AM,14.038,0.0,2.95,,,,
20,05/29/17 09:00:00 AM,19.472,320.0,2.97,,,,
21,05/29/17 03:00:00 PM,23.196,512.0,3.01,,,,
22,05/29/17 09:00:00 PM,16.427,0.0,2.95,,,,
23,05/30/17 03:00:00 AM,12.401,0.0,2.91,,,,
24,05/30/17 09:00:00 AM,11.431,464.0,2.89,,,,
25,05/30/17 03:00:00 PM,9.176,99.0,2.87,,,,
26,05/30/17 09:00:00 PM,8.382,0.0,2.87,,,,
27,05/31/17 03:00:00 AM,7.179,0.0,2.85,,,,
28,05/31/17 09:00:00 AM,9.472,416.0,2.87,,,,
29,05/31/17 03:00:00 PM,14.996,432.0,2.89,,,,
30,05/31/17 09:00:00 PM,9.669,0.0,2.85,,,,
31,06/01/17 03:00:00 AM,8.182,0.0,2.85,,,,
32,06/01/17 09:00:00 AM,8.581,224.0,2.85,,,,
33,06/01/17 03:00:00 PM,11.334,416.0,2.85,,,,
34,06/01/17 09:00:00 PM,8.779,0.0,2.85,,,,
35,06/02/17 03:00:00 AM,7.582,0.0,2.83,,,,
36,06/02/17 09:00:00 AM,10.651,304.0,2.83,,,,
37,06/02/17 03:00:00 PM,18.140,496.0,2.91,,,,
38,06/02/17 09:00:00 PM,11.625,0.0,2.85,,,,
39,06/03/17 03:00:00 AM,8.879,0.0,2.85,,,,
40,06/03/17 09:00:00 AM,9.571,304.0,2.85,,,,
41,06/03/17 03:00:00 PM,14.996,704.0,2.87,,,,
42,06/03/17 09:00:00 PM,8.282,0.0,2.83,,,,
43,06/04/17 03:00:00 AM,6.471,0.0,2.79,,,,
44,06/04/17 09:00:00 AM,7.983,672.0,2.81,,,,
45,06/04/17 03:00:00 PM,11.334,896.0,2.83,,,,
46,06/04/17 09:00:00 PM,6.166,0.0,2.79,,,,
47,06/05/17 03:00:00 AM,5.141,0.0,2.77,,,,
48,06/05/17 09:00:00 AM,11.431,304.0,2.83,,,,
49,06/05/17 03:00:00 PM,19.567,672.0,2.89,,,,
50,06/05/17 09:00:00 PM,13.269,0.0,2.85,,,,
51,06/06/17 03:00:00 AM,12.013,0.0,2.85,,,,
52,06/06/17 09:00:00 AM,16.237,320.0,2.85,,,,
53,06/06/17 03:00:00 PM,22.525,1024.0,2.91,,,,
54,06/06/17 09:00:00 PM,14.325,0.0,2.87,,,,
55,06/07/17 03:00:00 AM,13.076,0.0,2.85,,,,
56,06/07/17 09:00:00 AM,17.094,512.0,2.85,,,,
57,06/07/17 03:00:00 PM,20.615,672.0,2.87,,,,
58,06/07/17 09:00:00 PM,12.497,0.0,2.85,,,,
59,06/08/17 03:00:00 AM,10.161,0.0,2.81,,,,
60,06/08/17 09:00:00 AM,8.680,288.0,2.81,,,,
61,06/08/17 03:00:00 PM,7.682,800.0,2.77,,,,
62,06/08/17 09:00:00 PM,4.934,0.0,2.75,Logged,,,
63,06/09/17 03:00:00 AM,3.578,0.0,2.74,,,,
64,06/09/17 09:00:00 AM,5.347,512.0,2.74,,,,
65,06/09/17 03:00:00 PM,3.998,232.0,2.74,,,,
66,06/09/17 09:00:00 PM,2.943,0.0,2.72,,,,
67,06/10/17 03:00:00 AM,2.088,0.0,2.72,,,,
68,06/10/17 09:00:00 AM,3.261,384.0,2.72,,,,
69,06/10/17 03:00:00 PM,4.727,8.0,2.74,,,,
70,06/10/17 09:00:00 PM,2.730,0.0,2.72,,,,
71,06/11/17 03:00:00 AM,2.517,0.0,2.70,,,,
72,06/11/17 09:00:00 AM,5.450,432.0,2.72,,,,
73,06/11/17 03:00:00 PM,7.280,608.0,2.74,,,,
74,06/11/17 09:00:00 PM,5.757,0.0,2.74,,,,
75,06/12/17 03:00:00 AM,5.141,0.0,2.72,,,,
76,06/12/17 09:00:00 AM,4.519,152.0,2.74,,,,
77,06/12/17 03:00:00 PM,5.141,112.0,2.72,,,,
78,06/12/17 09:00:00 PM,3.998,0.0,2.72,,,,
79,06/13/17 03:00:00 AM,3.049,0.0,2.72,,,,
80,06/13/17 09:00:00 AM,3.578,272.0,2.72,,,,
81,06/13/17 03:00:00 PM,6.064,368.0,2.72,,,,
82,06/13/17 09:00:00 PM,4.311,0.0,2.72,,,,
83,06/14/17 03:00:00 AM,3.998,0.0,2.72,,,,
84,06/14/17 09:00:00 AM,7.682,432.0,2.74,,,,
85,06/14/17 03:00:00 PM,11.916,480.0,2.77,,,,
86,06/14/17 09:00:00 PM,7.582,0.0,2.75,,,,
87,06/15/17 03:00:00 AM,7.079,0.0,2.74,,,,
88,06/15/17 09:00:00 AM,7.882,160.0,2.75,,,,
89,06/15/17 03:00:00 PM,9.866,86.0,2.75,,,,
90,06/15/17 09:00:00 PM,10.357,0.0,2.75,,,,
91,06/16/17 03:00:00 AM,9.275,0.0,2.75,,,,
92,06/16/17 09:00:00 AM,9.176,136.0,2.75,,,,
93,06/16/17 03:00:00 PM,9.176,240.0,2.75,,,,
94,06/16/17 09:00:00 PM,8.581,0.0,2.75,,,,
95,06/17/17 03:00:00 AM,7.481,0.0,2.74,,,,
96,06/17/17 09:00:00 AM,10.455,288.0,2.75,,,,
97,06/17/17 03:00:00 PM,15.760,512.0,2.79,,,,
98,06/17/17 09:00:00 PM,11.431,0.0,2.77,,,,
99,06/18/17 03:00:00 AM,10.455,0.0,2.75,,,,
100,06/18/17 09:00:00 AM,14.613,272.0,2.79,,,,
101,06/18/17 03:00:00 PM,21.951,464.0,2.83,,,,
102,06/18/17 09:00:00 PM,17.189,0.0,2.83,,,,
103,06/19/17 03:00:00 AM,16.141,0.0,2.81,,,,
104,06/19/17 09:00:00 AM,20.424,288.0,2.81,,,,
105,06/19/17 03:00:00 PM,23.773,464.0,2.85,,,,
106,06/19/17 09:00:00 PM,15.760,0.0,2.81,,,,
107,06/20/17 03:00:00 AM,12.883,0.0,2.79,,,,
108,06/20/17 09:00:00 AM,15.951,272.0,2.79,,,,
109,06/20/17 03:00:00 PM,20.329,480.0,2.81,,,,
110,06/20/17 09:00:00 PM,13.269,0.0,2.79,,,,
111,06/21/17 03:00:00 AM,10.063,0.0,2.75,,,,
112,06/21/17 09:00:00 AM,13.654,304.0,2.79,,,,
113,06/21/17 03:00:00 PM,20.138,608.0,2.81,,,,
114,06/21/17 09:00:00 PM,12.883,0.0,2.79,,,,
115,06/22/17 03:00:00 AM,11.139,0.0,2.77,,,,
116,06/22/17 09:00:00 AM,16.332,288.0,2.79,,,,
117,06/22/17 03:00:00 PM,23.484,480.0,2.83,,,,
118,06/22/17 09:00:00 PM,16.141,0.0,2.81,,,,
119,06/23/17 03:00:00 AM,14.230,0.0,2.81,,,,
120,06/23/17 09:00:00 AM,19.187,320.0,2.83,,,,
121,06/23/17 03:00:00 PM,26.488,480.0,2.87,,,,
122,06/23/17 09:00:00 PM,18.711,0.0,2.85,,,,
123,06/24/17 03:00:00 AM,17.094,0.0,2.83,,,,
124,06/24/17 09:00:00 AM,21.855,304.0,2.85,,,,
125,06/24/17 03:00:00 PM,29.053,480.0,2.89,,,,
126,06/24/17 09:00:00 PM,21.569,0.0,2.87,,,,
127,06/25/17 03:00:00 AM,20.138,0.0,2.85,,,,
128,06/25/17 09:00:00 AM,26.097,288.0,2.87,,,,
129,06/25/17 03:00:00 PM,31.472,576.0,2.91,,,,
130,06/25/17 09:00:00 PM,20.615,0.0,2.87,,,,
131,06/26/17 03:00:00 AM,17.284,0.0,2.85,,,,
132,06/26/17 09:00:00 AM,19.758,272.0,2.83,,,,
133,06/26/17 03:00:00 PM,22.908,480.0,2.87,,,,
134,06/26/17 09:00:00 PM,13.846,0.0,2.85,,,,
135,06/27/17 03:00:00 AM,11.139,0.0,2.83,,,,
136,06/27/17 09:00:00 AM,14.421,432.0,2.85,,,,
137,06/27/17 03:00:00 PM,19.092,464.0,2.85,,,,
138,06/27/17 09:00:00 PM,11.528,0.0,2.83,,,,
139,06/28/17 03:00:00 AM,9.571,0.0,2.81,,,,
140,06/28/17 09:00:00 AM,11.625,352.0,2.81,,,,
141,06/28/17 03:00:00 PM,18.045,480.0,2.83,,,,
142,06/28/17 09:00:00 PM,11.334,0.0,2.81,,,,
143,06/29/17 03:00:00 AM,9.373,0.0,2.81,,,,
144,06/29/17 09:00:00 AM,14.230,288.0,2.83,,,,
145,06/29/17 03:00:00 PM,22.621,480.0,2.85,,,,
146,06/29/17 09:00:00 PM,15.282,0.0,2.83,,,,
147,06/30/17 03:00:00 AM,14.230,0.0,2.85,,,,
148,06/30/17 09:00:00 AM,19.187,288.0,2.83,,,,
149,06/30/17 03:00:00 PM,24.062,496.0,2.87,,,,
150,06/30/17 09:00:00 PM,15.473,0.0,2.83,,,,
151,07/01/17 03:00:00 AM,13.461,0.0,2.83,,,,
152,07/01/17 09:00:00 AM,14.230,400.0,2.83,,,,
153,07/01/17 03:00:00 PM,20.519,136.0,2.83,,,,
154,07/01/17 09:00:00 PM,13.461,0.0,2.85,,,,
155,07/02/17 03:00:00 AM,12.110,0.0,2.83,,,,
156,07/02/17 09:00:00 AM,15.473,272.0,2.83,,,,
157,07/02/17 03:00:00 PM,23.004,464.0,2.87,,,,
158,07/02/17 09:00:00 PM,15.091,0.0,2.83,,,,
159,07/03/17 03:00:00 AM,12.594,0.0,2.83,,,,
160,07/03/17 09:00:00 AM,15.473,288.0,2.83,,,,
161,07/03/17 03:00:00 PM,23.100,480.0,2.87,,,,
162,07/03/17 09:00:00 PM,15.569,0.0,2.83,,,,
163,07/04/17 03:00:00 AM,14.613,0.0,2.85,,,,
164,07/04/17 09:00:00 AM,18.616,384.0,2.83,,,,
165,07/04/17 03:00:00 PM,24.738,464.0,2.89,,,,
166,07/04/17 09:00:00 PM,18.045,0.0,2.85,,,,
167,07/05/17 03:00:00 AM,16.618,0.0,2.83,,,,
168,07/05/17 09:00:00 AM,22.142,272.0,2.85,,,,
169,07/05/17 03:00:00 PM,25.902,464.0,2.89,,,,
170,07/05/17 09:00:00 PM,17.570,0.0,2.85,,,,
171,07/06/17 03:00:00 AM,16.427,0.0,2.83,,,,
172,07/06/17 09:00:00 AM,21.760,272.0,2.85,,,,
173,07/06/17 03:00:00 PM,27.764,464.0,2.89,,,,
174,07/06/17 09:00:00 PM,19.567,0.0,2.87,,,,
175,07/07/17 03:00:00 AM,16.427,0.0,2.85,,,,
176,07/07/17 09:00:00 AM,17.475,272.0,2.85,,,,
177,07/07/17 03:00:00 PM,23.966,464.0,2.89,,,,
178,07/07/17 09:00:00 PM,16.427,0.0,2.85,,,,
179,07/08/17 03:00:00 AM,15.378,0.0,2.83,,,,
180,07/08/17 09:00:00 AM,19.948,272.0,2.85,,,,
181,07/08/17 03:00:00 PM,26.097,464.0,2.89,,,,
182,07/08/17 09:00:00 PM,16.808,0.0,2.85,,,,
183,07/09/17 03:00:00 AM,14.038,0.0,2.85,,,,
184,07/09/17 09:00:00 AM,16.237,272.0,2.83,,,,
185,07/09/17 03:00:00 PM,23.100,448.0,2.89,,,,
186,07/09/17 09:00:00 PM,15.569,0.0,2.83,,,,
187,07/10/17 03:00:00 AM,13.365,0.0,2.85,,,,
188,07/10/17 09:00:00 AM,15.378,480.0,2.83,,,,
189,07/10/17 03:00:00 PM,19.567,480.0,2.87,,,,
190,07/10/17 09:00:00 PM,12.594,0.0,2.85,,,,
191,07/11/17 03:00:00 AM,10.553,0.0,2.83,,,,
192,07/11/17 09:00:00 AM,13.365,272.0,2.83,,,,
193,07/11/17 03:00:00 PM,21.664,464.0,2.87,,,,
194,07/11/17 09:00:00 PM,14.517,0.0,2.85,,,,
195,07/12/17 03:00:00 AM,12.497,0.0,2.85,,,,
196,07/12/17 09:00:00 AM,15.187,272.0,2.83,,,,
197,07/12/17 03:00:00 PM,23.677,464.0,2.89,,,,
198,07/12/17 09:00:00 PM,15.951,0.0,2.85,,,,
199,07/13/17 03:00:00 AM,11.916,0.0,2.85,,,,
200,07/13/17 09:00:00 AM,14.230,272.0,2.85,,,,
201,07/13/17 03:00:00 PM,22.142,464.0,2.87,,,,
202,07/13/17 09:00:00 PM,14.709,0.0,2.85,,,,
203,07/14/17 03:00:00 AM,14.038,0.0,2.85,,,,
204,07/14/17 09:00:00 AM,17.379,272.0,2.83,,,,
205,07/14/17 03:00:00 PM,25.513,448.0,2.87,,,,
206,07/14/17 09:00:00 PM,16.999,0.0,2.85,,,,
207,07/15/17 03:00:00 AM,13.750,0.0,2.85,,,,
208,07/15/17 09:00:00 AM,15.473,272.0,2.83,,,,
209,07/15/17 03:00:00 PM,21.664,464.0,2.87,,,,
210,07/15/17 09:00:00 PM,13.654,0.0,2.85,,,,
211,07/16/17 03:00:00 AM,10.553,0.0,2.83,,,,
212,07/16/17 09:00:00 AM,12.401,288.0,2.83,,,,
213,07/16/17 03:00:00 PM,19.567,496.0,2.87,,,,
214,07/16/17 09:00:00 PM,12.594,0.0,2.85,,,,
215,07/17/17 03:00:00 AM,10.357,0.0,2.81,,,,
216,07/17/17 09:00:00 AM,13.269,272.0,2.83,,,,
217,07/17/17 03:00:00 PM,20.901,480.0,2.85,,,,
218,07/17/17 09:00:00 PM,14.230,0.0,2.85,,,,
219,07/18/17 03:00:00 AM,12.497,0.0,2.83,,,,
220,07/18/17 09:00:00 AM,15.473,272.0,2.83,,,,
221,07/18/17 03:00:00 PM,21.855,480.0,2.87,,,,
222,07/18/17 09:00:00 PM,14.325,0.0,2.85,,,,
223,07/19/17 03:00:00 AM,11.334,0.0,2.83,,,,
224,07/19/17 09:00:00 AM,14.325,272.0,2.85,,,,
225,07/19/17 03:00:00 PM,20.424,464.0,2.85,,,,
226,07/19/17 09:00:00 PM,13.173,0.0,2.85,,,,
227,07/20/17 03:00:00 AM,9.472,0.0,2.83,,,,
228,07/20/17 09:00:00 AM,11.722,288.0,2.83,,,,
229,07/20/17 03:00:00 PM,19.758,512.0,2.83,,,,
230,07/20/17 09:00:00 PM,12.497,0.0,2.83,,,,
231,07/21/17 03:00:00 AM,10.651,0.0,2.81,,,,
232,07/21/17 09:00:00 AM,13.846,288.0,2.83,,,,
233,07/21/17 03:00:00 PM,21.855,448.0,2.85,,,,
234,07/21/17 09:00:00 PM,15.282,0.0,2.83,,,,
235,07/22/17 03:00:00 AM,14.038,0.0,2.85,,,,
236,07/22/17 09:00:00 AM,18.426,272.0,2.85,,,,
237,07/22/17 03:00:00 PM,27.468,432.0,2.89,,,,
238,07/22/17 09:00:00 PM,20.043,0.0,2.85,,,,
239,07/23/17 03:00:00 AM,17.379,0.0,2.85,,,,
240,07/23/17 09:00:00 AM,20.615,304.0,2.85,,,,
