"Plot Title: 10169165"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Bad Battery","Coupler Attached","Stopped","End Of File"
1,05/23/17 03:00:00 PM,22.046,512.0,3.17,,,,
2,05/23/17 09:00:00 PM,12.690,0.0,3.12,,,,
3,05/24/17 03:00:00 AM,7.983,0.0,3.08,,,,
4,05/24/17 09:00:00 AM,6.471,70.0,3.05,,,,
5,05/24/17 03:00:00 PM,12.304,768.0,3.05,,,,
6,05/24/17 09:00:00 PM,5.757,0.0,3.01,,,,
7,05/25/17 03:00:00 AM,4.623,0.0,3.01,,,,
8,05/25/17 09:00:00 AM,5.757,69.0,2.99,,,,
9,05/25/17 03:00:00 PM,8.978,39.0,3.01,,,,
10,05/25/17 09:00:00 PM,7.983,0.0,2.99,,,,
11,05/26/17 03:00:00 AM,6.674,0.0,2.97,,,,
12,05/26/17 09:00:00 AM,8.382,70.0,2.99,,,,
13,05/26/17 03:00:00 PM,18.045,1024.0,3.01,,,,
14,05/26/17 09:00:00 PM,12.207,0.0,2.99,,,,
15,05/27/17 03:00:00 AM,11.041,0.0,2.97,,,,
16,05/27/17 09:00:00 AM,13.269,72.0,2.99,,,,
17,05/27/17 03:00:00 PM,21.187,1472.0,3.01,,,,
18,05/27/17 09:00:00 PM,15.091,0.0,2.99,,,,
19,05/28/17 03:00:00 AM,12.497,0.0,2.97,,,,
20,05/28/17 09:00:00 AM,15.473,73.0,2.97,,,,
21,05/28/17 03:00:00 PM,24.062,992.0,3.01,,,,
22,05/28/17 09:00:00 PM,15.473,0.0,2.97,,,,
23,05/29/17 03:00:00 AM,13.269,0.0,2.97,,,,
24,05/29/17 09:00:00 AM,16.427,76.0,2.97,,,,
25,05/29/17 03:00:00 PM,22.621,864.0,2.99,,,,
26,05/29/17 09:00:00 PM,15.664,0.0,2.97,,,,
27,05/30/17 03:00:00 AM,12.594,0.0,2.95,,,,
28,05/30/17 09:00:00 AM,10.455,100.0,2.93,,,,
29,05/30/17 03:00:00 PM,9.176,24.0,2.93,,,,
30,05/30/17 09:00:00 PM,8.581,0.0,2.93,,,,
31,05/31/17 03:00:00 AM,6.775,0.0,2.91,,,,
32,05/31/17 09:00:00 AM,8.382,128.0,2.91,,,,
33,05/31/17 03:00:00 PM,15.664,272.0,2.93,,,,
34,05/31/17 09:00:00 PM,10.357,0.0,2.91,,,,
35,06/01/17 03:00:00 AM,8.382,0.0,2.91,,,,
36,06/01/17 09:00:00 AM,8.382,42.0,2.91,,,,
37,06/01/17 03:00:00 PM,11.431,704.0,2.91,,,,
38,06/01/17 09:00:00 PM,9.275,0.0,2.91,,,,
39,06/02/17 03:00:00 AM,7.582,0.0,2.89,,,,
40,06/02/17 09:00:00 AM,9.176,70.0,2.89,,,,
41,06/02/17 03:00:00 PM,17.284,608.0,2.93,,,,
42,06/02/17 09:00:00 PM,12.110,0.0,2.91,,,,
43,06/03/17 03:00:00 AM,9.571,0.0,2.91,,,,
44,06/03/17 09:00:00 AM,8.978,63.0,2.89,,,,
45,06/03/17 03:00:00 PM,14.325,416.0,2.91,,,,
46,06/03/17 09:00:00 PM,8.382,0.0,2.89,,,,
47,06/04/17 03:00:00 AM,7.079,0.0,2.87,,,,
48,06/04/17 09:00:00 AM,7.179,136.0,2.87,,,,
49,06/04/17 03:00:00 PM,10.357,176.0,2.87,,,,
50,06/04/17 09:00:00 PM,6.573,0.0,2.87,,,,
51,06/05/17 03:00:00 AM,4.831,0.0,2.87,,,,
52,06/05/17 09:00:00 AM,8.879,73.0,2.87,,,,
53,06/05/17 03:00:00 PM,18.426,512.0,2.91,,,,
54,06/05/17 09:00:00 PM,12.497,0.0,2.91,,,,
55,06/06/17 03:00:00 AM,11.041,0.0,2.89,,,,
56,06/06/17 09:00:00 AM,13.365,72.0,2.91,,,,
57,06/06/17 03:00:00 PM,21.282,576.0,2.93,,,,
58,06/06/17 09:00:00 PM,14.038,0.0,2.93,,,,
59,06/07/17 03:00:00 AM,12.304,0.0,2.91,,,,
60,06/07/17 09:00:00 AM,14.613,128.0,2.91,,,,
61,06/07/17 03:00:00 PM,17.950,256.0,2.93,,,,
62,06/07/17 09:00:00 PM,12.207,0.0,2.91,,,,
63,06/08/17 03:00:00 AM,10.063,0.0,2.87,,,,
64,06/08/17 09:00:00 AM,8.481,69.0,2.87,,,,
65,06/08/17 03:00:00 PM,7.582,61.0,2.87,,,,
66,06/08/17 09:00:00 PM,5.141,0.0,2.85,,,,
67,06/09/17 03:00:00 AM,3.998,0.0,2.87,,,,
68,06/09/17 09:00:00 AM,4.934,136.0,2.85,,,,
69,06/09/17 03:00:00 PM,3.155,56.0,2.85,,,,
70,06/09/17 09:00:00 PM,3.155,0.0,2.85,,,,
71,06/10/17 03:00:00 AM,2.837,0.0,2.83,,,,
72,06/10/17 09:00:00 AM,3.261,82.0,2.83,,,,
73,06/10/17 03:00:00 PM,4.102,11.0,2.85,,,,
74,06/10/17 09:00:00 PM,2.837,0.0,2.83,,,,
75,06/11/17 03:00:00 AM,2.624,0.0,2.83,,,,
76,06/11/17 09:00:00 AM,4.102,66.0,2.85,,,,
77,06/11/17 03:00:00 PM,6.166,81.0,2.85,,,,
78,06/11/17 09:00:00 PM,5.757,0.0,2.85,,,,
79,06/12/17 03:00:00 AM,5.141,0.0,2.83,,,,
80,06/12/17 09:00:00 AM,4.519,18.0,2.85,,,,
81,06/12/17 03:00:00 PM,5.141,15.0,2.83,,,,
82,06/12/17 09:00:00 PM,4.311,0.0,2.85,,,,
83,06/13/17 03:00:00 AM,3.683,0.0,2.83,,,,
84,06/13/17 09:00:00 AM,3.578,53.0,2.83,,,,
85,06/13/17 03:00:00 PM,5.552,136.0,2.83,,,,
86,06/13/17 09:00:00 PM,4.623,0.0,2.85,,,,
87,06/14/17 03:00:00 AM,4.415,0.0,2.85,,,,
88,06/14/17 09:00:00 AM,6.268,136.0,2.83,,,,
89,06/14/17 03:00:00 PM,10.063,136.0,2.85,,,,
90,06/14/17 09:00:00 PM,7.882,0.0,2.87,,,,
91,06/15/17 03:00:00 AM,7.280,0.0,2.85,,,,
92,06/15/17 09:00:00 AM,7.983,53.0,2.87,,,,
93,06/15/17 03:00:00 PM,9.768,16.0,2.85,,,,
94,06/15/17 09:00:00 PM,10.357,0.0,2.85,,,,
95,06/16/17 03:00:00 AM,9.472,0.0,2.87,,,,
96,06/16/17 09:00:00 AM,9.077,51.0,2.87,,,,
97,06/16/17 03:00:00 PM,9.077,80.0,2.87,,,,
98,06/16/17 09:00:00 PM,8.680,0.0,2.87,,,,
99,06/17/17 03:00:00 AM,7.782,0.0,2.87,,,,
100,06/17/17 09:00:00 AM,8.581,59.0,2.87,,,,
101,06/17/17 03:00:00 PM,15.282,512.0,2.87,,,,
102,06/17/17 09:00:00 PM,11.236,0.0,2.87,,,,
103,06/18/17 03:00:00 AM,10.357,0.0,2.85,,,,
104,06/18/17 09:00:00 AM,11.819,55.0,2.87,,,,
105,06/18/17 03:00:00 PM,20.329,512.0,2.89,,,,
106,06/18/17 09:00:00 PM,16.332,0.0,2.89,,,,
107,06/19/17 03:00:00 AM,16.141,0.0,2.89,,,,
108,06/19/17 09:00:00 AM,16.808,56.0,2.89,,,,
109,06/19/17 03:00:00 PM,22.908,512.0,2.93,,,,
110,06/19/17 09:00:00 PM,15.760,0.0,2.91,,,,
111,06/20/17 03:00:00 AM,13.558,0.0,2.91,,,,
112,06/20/17 09:00:00 AM,13.654,60.0,2.89,,,,
