"Plot Title: 10166285"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Bad Battery","Coupler Attached","Stopped","End Of File"
1,05/24/17 03:00:00 PM,15.091,480.0,3.14,,,,
2,05/24/17 09:00:00 PM,5.244,0.0,3.05,,,,
3,05/25/17 03:00:00 AM,4.623,0.0,3.05,,,,
4,05/25/17 09:00:00 AM,12.207,608.0,3.08,,,,
5,05/25/17 03:00:00 PM,9.669,160.0,3.05,,,,
6,05/25/17 09:00:00 PM,7.782,0.0,3.03,,,,
7,05/26/17 03:00:00 AM,6.674,0.0,2.99,,,,
8,05/26/17 09:00:00 AM,13.076,432.0,3.03,,,,
9,05/26/17 03:00:00 PM,18.616,480.0,3.08,,,,
10,05/26/17 09:00:00 PM,12.304,0.0,3.03,,,,
11,05/27/17 03:00:00 AM,10.651,0.0,2.99,,,,
12,05/27/17 09:00:00 AM,17.855,432.0,3.03,,,,
13,05/27/17 03:00:00 PM,23.966,576.0,3.08,,,,
14,05/27/17 09:00:00 PM,14.996,0.0,3.03,,,,
15,05/28/17 03:00:00 AM,13.076,0.0,3.01,,,,
16,05/28/17 09:00:00 AM,19.948,464.0,3.01,,,,
17,05/28/17 03:00:00 PM,25.416,480.0,3.05,,,,
18,05/28/17 09:00:00 PM,15.282,0.0,2.99,,,,
19,05/29/17 03:00:00 AM,13.461,0.0,2.99,,,,
20,05/29/17 09:00:00 AM,20.805,480.0,2.99,,,,
21,05/29/17 03:00:00 PM,24.158,672.0,3.03,,,,
22,05/29/17 09:00:00 PM,16.141,0.0,2.99,,,,
23,05/30/17 03:00:00 AM,12.497,0.0,2.97,,,,
24,05/30/17 09:00:00 AM,12.013,576.0,2.95,,,,
25,05/30/17 03:00:00 PM,9.669,128.0,2.91,,,,
26,05/30/17 09:00:00 PM,8.680,0.0,2.91,,,,
27,05/31/17 03:00:00 AM,7.079,0.0,2.89,,,,
28,05/31/17 09:00:00 AM,10.651,576.0,2.89,,,,
29,05/31/17 03:00:00 PM,16.141,480.0,2.95,,,,
30,05/31/17 09:00:00 PM,10.063,0.0,2.91,,,,
31,06/01/17 03:00:00 AM,8.382,0.0,2.89,,,,
32,06/01/17 09:00:00 AM,8.879,320.0,2.89,,,,
33,06/01/17 03:00:00 PM,12.110,512.0,2.91,,,,
34,06/01/17 09:00:00 PM,8.779,0.0,2.89,,,,
35,06/02/17 03:00:00 AM,7.582,0.0,2.87,,,,
36,06/02/17 09:00:00 AM,11.528,608.0,2.89,,,,
37,06/02/17 03:00:00 PM,18.426,496.0,2.95,,,,
38,06/02/17 09:00:00 PM,11.431,0.0,2.91,,,,
39,06/03/17 03:00:00 AM,8.680,0.0,2.89,,,,
40,06/03/17 09:00:00 AM,10.161,400.0,2.87,,,,
41,06/03/17 03:00:00 PM,16.903,864.0,2.93,,,,
42,06/03/17 09:00:00 PM,8.481,0.0,2.89,,,,
43,06/04/17 03:00:00 AM,6.978,0.0,2.87,,,,
44,06/04/17 09:00:00 AM,9.176,1088.0,2.87,,,,
45,06/04/17 03:00:00 PM,12.207,896.0,2.89,,,,
46,06/04/17 09:00:00 PM,5.962,0.0,2.87,,,,
47,06/05/17 03:00:00 AM,4.727,0.0,2.85,,,,
48,06/05/17 09:00:00 AM,11.334,512.0,2.87,,,,
49,06/05/17 03:00:00 PM,20.234,512.0,2.93,,,,
50,06/05/17 09:00:00 PM,13.076,0.0,2.91,,,,
51,06/06/17 03:00:00 AM,11.334,0.0,2.89,,,,
52,06/06/17 09:00:00 AM,15.855,480.0,2.91,,,,
53,06/06/17 03:00:00 PM,22.717,480.0,2.97,,,,
54,06/06/17 09:00:00 PM,13.942,0.0,2.93,,,,
55,06/07/17 03:00:00 AM,12.787,0.0,2.91,,,,
56,06/07/17 09:00:00 AM,17.665,800.0,2.93,,,,
57,06/07/17 03:00:00 PM,21.473,800.0,2.93,,,,
58,06/07/17 09:00:00 PM,12.304,0.0,2.89,,,,
59,06/08/17 03:00:00 AM,10.161,0.0,2.87,,,,
60,06/08/17 09:00:00 AM,8.978,368.0,2.87,,,,
61,06/08/17 03:00:00 PM,8.282,1152.0,2.87,,,,
62,06/08/17 09:00:00 PM,5.347,0.0,2.83,,,,
63,06/09/17 03:00:00 AM,3.893,0.0,2.83,,,,
64,06/09/17 09:00:00 AM,6.268,992.0,2.83,,,,
65,06/09/17 03:00:00 PM,4.415,320.0,2.83,,,,
66,06/09/17 09:00:00 PM,3.155,0.0,2.81,,,,
67,06/10/17 03:00:00 AM,2.517,0.0,2.81,,,,
68,06/10/17 09:00:00 AM,3.683,496.0,2.81,,,,
69,06/10/17 03:00:00 PM,5.347,11.0,2.81,,,,
70,06/10/17 09:00:00 PM,3.049,0.0,2.81,,,,
71,06/11/17 03:00:00 AM,2.730,0.0,2.79,,,,
72,06/11/17 09:00:00 AM,6.064,608.0,2.81,,,,
73,06/11/17 03:00:00 PM,7.882,768.0,2.83,,,,
74,06/11/17 09:00:00 PM,5.860,0.0,2.81,,,,
75,06/12/17 03:00:00 AM,5.244,0.0,2.81,,,,
76,06/12/17 09:00:00 AM,5.037,192.0,2.79,,,,
77,06/12/17 03:00:00 PM,5.450,144.0,2.81,,,,
78,06/12/17 09:00:00 PM,4.311,0.0,2.81,,,,
79,06/13/17 03:00:00 AM,3.367,0.0,2.79,,,,
80,06/13/17 09:00:00 AM,4.207,368.0,2.81,,,,
81,06/13/17 03:00:00 PM,6.573,480.0,2.81,,,,
82,06/13/17 09:00:00 PM,4.311,0.0,2.81,,,,
83,06/14/17 03:00:00 AM,3.788,0.0,2.81,,,,
84,06/14/17 09:00:00 AM,7.983,672.0,2.83,,,,
85,06/14/17 03:00:00 PM,12.594,672.0,2.85,,,,
86,06/14/17 09:00:00 PM,7.381,0.0,2.83,,,,
87,06/15/17 03:00:00 AM,7.179,0.0,2.83,,,,
88,06/15/17 09:00:00 AM,7.983,208.0,2.83,,,,
89,06/15/17 03:00:00 PM,9.866,108.0,2.83,,,,
90,06/15/17 09:00:00 PM,10.259,0.0,2.83,,,,
91,06/16/17 03:00:00 AM,9.275,0.0,2.85,,,,
92,06/16/17 09:00:00 AM,9.373,192.0,2.85,,,,
93,06/16/17 03:00:00 PM,9.571,288.0,2.85,,,,
94,06/16/17 09:00:00 PM,8.581,0.0,2.85,,,,
95,06/17/17 03:00:00 AM,7.381,0.0,2.83,,,,
96,06/17/17 09:00:00 AM,10.651,320.0,2.83,,,,
97,06/17/17 03:00:00 PM,16.046,608.0,2.87,,,,
98,06/17/17 09:00:00 PM,11.236,0.0,2.85,,,,
99,06/18/17 03:00:00 AM,9.866,0.0,2.85,,,,
100,06/18/17 09:00:00 AM,13.942,304.0,2.87,,,,
101,06/18/17 03:00:00 PM,21.378,464.0,2.91,,,,
102,06/18/17 09:00:00 PM,16.141,0.0,2.89,,,,
103,06/19/17 03:00:00 AM,15.187,0.0,2.87,,,,
104,06/19/17 09:00:00 AM,18.901,320.0,2.91,,,,
105,06/19/17 03:00:00 PM,23.292,464.0,2.93,,,,
106,06/19/17 09:00:00 PM,15.187,0.0,2.89,,,,
107,06/20/17 03:00:00 AM,12.497,0.0,2.89,,,,
108,06/20/17 09:00:00 AM,15.664,416.0,2.89,,,,
109,06/20/17 03:00:00 PM,20.329,480.0,2.91,,,,
110,06/20/17 09:00:00 PM,12.980,0.0,2.89,,,,
111,06/21/17 03:00:00 AM,9.866,0.0,2.85,,,,
112,06/21/17 09:00:00 AM,13.173,336.0,2.87,,,,
113,06/21/17 03:00:00 PM,20.329,768.0,2.91,,,,
114,06/21/17 09:00:00 PM,12.401,0.0,2.87,,,,
115,06/22/17 03:00:00 AM,10.259,0.0,2.85,,,,
116,06/22/17 09:00:00 AM,14.996,336.0,2.89,,,,
117,06/22/17 03:00:00 PM,22.142,480.0,2.93,,,,
118,06/22/17 09:00:00 PM,15.091,0.0,2.89,,,,
119,06/23/17 03:00:00 AM,13.173,0.0,2.89,,,,
120,06/23/17 09:00:00 AM,17.475,320.0,2.89,,,,
121,06/23/17 03:00:00 PM,25.125,464.0,2.93,,,,
122,06/23/17 09:00:00 PM,17.475,0.0,2.91,,,,
123,06/24/17 03:00:00 AM,15.855,0.0,2.89,,,,
124,06/24/17 09:00:00 AM,19.758,304.0,2.89,,,,
125,06/24/17 03:00:00 PM,27.961,432.0,2.97,,,,
126,06/24/17 09:00:00 PM,20.234,0.0,2.93,,,,
127,06/25/17 03:00:00 AM,18.616,0.0,2.93,,,,
128,06/25/17 09:00:00 AM,23.388,288.0,2.93,,,,
129,06/25/17 03:00:00 PM,30.760,512.0,2.95,,,,
130,06/25/17 09:00:00 PM,20.234,0.0,2.93,,,,
131,06/26/17 03:00:00 AM,16.713,0.0,2.91,,,,
132,06/26/17 09:00:00 AM,18.806,304.0,2.91,,,,
133,06/26/17 03:00:00 PM,23.292,448.0,2.93,,,,
134,06/26/17 09:00:00 PM,13.942,0.0,2.89,,,,
135,06/27/17 03:00:00 AM,11.431,0.0,2.87,,,,
136,06/27/17 09:00:00 AM,14.613,768.0,2.89,,,,
137,06/27/17 03:00:00 PM,19.853,512.0,2.91,,,,
138,06/27/17 09:00:00 PM,11.528,0.0,2.87,,,,
139,06/28/17 03:00:00 AM,9.669,0.0,2.85,,,,
140,06/28/17 09:00:00 AM,11.722,384.0,2.85,,,,
141,06/28/17 03:00:00 PM,18.806,480.0,2.91,,,,
