"Plot Title: 10760648"
"#","Date Time, GMT-07:00","Temp, °C","Intensity, lum/ft²","Coupler Attached","Stopped","End Of File"
1,05/23/17 03:00:00 AM,24.448,0.0,,,
2,05/23/17 09:00:00 AM,17.855,0.0,,,
3,05/23/17 03:00:00 PM,25.805,464.0,,,
4,05/23/17 09:00:00 PM,13.846,0.0,,,
5,05/24/17 03:00:00 AM,8.779,0.0,,,
6,05/24/17 09:00:00 AM,5.655,49.0,,,
7,05/24/17 03:00:00 PM,14.230,432.0,,,
8,05/24/17 09:00:00 PM,6.573,0.0,,,
9,05/25/17 03:00:00 AM,4.934,0.0,,,
10,05/25/17 09:00:00 AM,4.831,47.0,,,
11,05/25/17 03:00:00 PM,13.365,960.0,,,
12,05/25/17 09:00:00 PM,8.879,0.0,,,
13,05/26/17 03:00:00 AM,6.978,0.0,,,
14,05/26/17 09:00:00 AM,7.481,48.0,,,
15,05/26/17 03:00:00 PM,20.138,496.0,,,
16,05/26/17 09:00:00 PM,13.846,0.0,,,
17,05/27/17 03:00:00 AM,11.041,0.0,,,
18,05/27/17 09:00:00 AM,12.207,51.0,,,
19,05/27/17 03:00:00 PM,23.773,576.0,,,
20,05/27/17 09:00:00 PM,16.237,0.0,,,
21,05/28/17 03:00:00 AM,12.690,0.0,,,
22,05/28/17 09:00:00 AM,14.900,50.0,,,
23,05/28/17 03:00:00 PM,26.977,1408.0,,,
24,05/28/17 09:00:00 PM,16.808,0.0,,,
25,05/29/17 03:00:00 AM,13.365,0.0,,,
26,05/29/17 09:00:00 AM,14.996,57.0,,,
27,05/29/17 03:00:00 PM,25.028,2816.0,,,
28,05/29/17 09:00:00 PM,16.999,0.0,,,
29,05/30/17 03:00:00 AM,13.846,0.0,,,
30,05/30/17 09:00:00 AM,11.236,168.0,,,
31,05/30/17 03:00:00 PM,10.161,112.0,,,
32,05/30/17 09:00:00 PM,9.077,0.0,,,
33,05/31/17 03:00:00 AM,7.280,0.0,,,
34,05/31/17 09:00:00 AM,7.782,144.0,,,
35,05/31/17 03:00:00 PM,17.475,1216.0,,,
36,05/31/17 09:00:00 PM,11.041,0.0,,,
37,06/01/17 03:00:00 AM,8.779,0.0,,,
38,06/01/17 09:00:00 AM,8.879,232.0,,,
39,06/01/17 03:00:00 PM,12.110,1216.0,,,
40,06/01/17 09:00:00 PM,9.965,0.0,,,
41,06/02/17 03:00:00 AM,8.182,0.0,,,
42,06/02/17 09:00:00 AM,8.282,54.0,,,
43,06/02/17 03:00:00 PM,19.282,992.0,,,
44,06/02/17 09:00:00 PM,12.980,0.0,,,
45,06/03/17 03:00:00 AM,9.965,0.0,,,
46,06/03/17 09:00:00 AM,9.176,123.0,,,
47,06/03/17 03:00:00 PM,16.618,864.0,,,
48,06/03/17 09:00:00 PM,9.373,0.0,,,
49,06/04/17 03:00:00 AM,7.682,0.0,,,
50,06/04/17 09:00:00 AM,7.179,144.0,,,
51,06/04/17 03:00:00 PM,11.041,1344.0,,,
52,06/04/17 09:00:00 PM,7.381,0.0,,,
53,06/05/17 03:00:00 AM,5.244,0.0,,,
54,06/05/17 09:00:00 AM,7.782,55.0,,,
55,06/05/17 03:00:00 PM,20.901,992.0,,,
56,06/05/17 09:00:00 PM,13.750,0.0,,,
57,06/06/17 03:00:00 AM,10.651,0.0,,,
58,06/06/17 09:00:00 AM,12.207,63.0,,,
59,06/06/17 03:00:00 PM,23.388,768.0,,,
60,06/06/17 09:00:00 PM,14.900,0.0,,,
61,06/07/17 03:00:00 AM,12.401,0.0,,,
62,06/07/17 09:00:00 AM,14.996,232.0,,,
63,06/07/17 03:00:00 PM,20.138,576.0,,,
64,06/07/17 09:00:00 PM,12.980,0.0,,,
65,06/08/17 03:00:00 AM,10.553,0.0,,,
66,06/08/17 09:00:00 AM,8.779,94.0,,,
67,06/08/17 03:00:00 PM,8.481,352.0,,,
68,06/08/17 09:00:00 PM,5.757,0.0,,,
69,06/09/17 03:00:00 AM,4.727,0.0,,,
70,06/09/17 09:00:00 AM,4.519,272.0,,,
71,06/09/17 03:00:00 PM,3.367,58.0,,,
72,06/09/17 09:00:00 PM,3.578,0.0,,,
73,06/10/17 03:00:00 AM,3.049,0.0,,,
74,06/10/17 09:00:00 AM,3.155,80.0,,,
75,06/10/17 03:00:00 PM,4.623,304.0,,,
76,06/10/17 09:00:00 PM,3.049,0.0,,,
77,06/11/17 03:00:00 AM,2.624,0.0,,,
78,06/11/17 09:00:00 AM,3.578,94.0,,,
79,06/11/17 03:00:00 PM,6.166,272.0,,,
80,06/11/17 09:00:00 PM,6.064,0.0,,,
81,06/12/17 03:00:00 AM,5.450,0.0,,,
82,06/12/17 09:00:00 AM,4.623,61.0,,,
83,06/12/17 03:00:00 PM,5.244,58.0,,,
84,06/12/17 09:00:00 PM,4.519,0.0,,,
85,06/13/17 03:00:00 AM,3.683,0.0,,,
86,06/13/17 09:00:00 AM,3.367,94.0,,,
87,06/13/17 03:00:00 PM,5.655,288.0,,,
88,06/13/17 09:00:00 PM,4.934,0.0,,,
89,06/14/17 03:00:00 AM,4.519,0.0,,,
90,06/14/17 09:00:00 AM,5.347,200.0,,,
91,06/14/17 03:00:00 PM,13.173,704.0,,,
92,06/14/17 09:00:00 PM,8.382,0.0,,,
93,06/15/17 03:00:00 AM,7.280,0.0,,,
94,06/15/17 09:00:00 AM,7.882,69.0,,,
95,06/15/17 03:00:00 PM,9.866,50.0,,,
96,06/15/17 09:00:00 PM,10.455,0.0,,,
97,06/16/17 03:00:00 AM,9.669,0.0,,,
98,06/16/17 09:00:00 AM,9.275,248.0,,,
99,06/16/17 03:00:00 PM,9.373,176.0,,,
100,06/16/17 09:00:00 PM,8.779,0.0,,,
101,06/17/17 03:00:00 AM,7.782,0.0,,,
102,06/17/17 09:00:00 AM,8.282,95.0,,,
103,06/17/17 03:00:00 PM,17.475,512.0,,,
104,06/17/17 09:00:00 PM,11.722,1.0,,,
105,06/18/17 03:00:00 AM,10.748,0.0,,,
106,06/18/17 09:00:00 AM,11.334,47.0,,,
107,06/18/17 03:00:00 PM,22.429,512.0,,,
108,06/18/17 09:00:00 PM,17.475,1.0,,,
109,06/19/17 03:00:00 AM,15.378,0.0,,,
110,06/19/17 09:00:00 AM,16.141,48.0,,,
111,06/19/17 03:00:00 PM,25.028,480.0,,,
112,06/19/17 09:00:00 PM,17.379,0.0,,,
113,06/20/17 03:00:00 AM,13.750,0.0,,,
114,06/20/17 09:00:00 AM,13.173,47.0,,,
115,06/20/17 03:00:00 PM,20.805,512.0,,,
116,06/20/17 09:00:00 PM,14.517,1.0,,,
117,06/21/17 03:00:00 AM,10.553,0.0,,,
118,06/21/17 09:00:00 AM,9.866,57.0,,,
119,06/21/17 03:00:00 PM,21.187,576.0,,,
120,06/21/17 09:00:00 PM,13.750,1.0,,,
121,06/22/17 03:00:00 AM,10.063,0.0,,,
122,06/22/17 09:00:00 AM,10.455,50.0,,,
123,06/22/17 03:00:00 PM,22.429,496.0,,,
124,06/22/17 09:00:00 PM,16.141,2.0,,,
125,06/23/17 03:00:00 AM,11.916,0.0,,,
126,06/23/17 09:00:00 AM,12.594,49.0,,,
127,06/23/17 03:00:00 PM,24.931,496.0,,,
128,06/23/17 09:00:00 PM,17.855,1.0,,,
129,06/24/17 03:00:00 AM,14.230,0.0,,,
130,06/24/17 09:00:00 AM,16.332,48.0,,,
131,06/24/17 03:00:00 PM,28.060,496.0,,,
132,06/24/17 09:00:00 PM,20.138,2.0,,,
133,06/25/17 03:00:00 AM,18.521,0.0,,,
134,06/25/17 09:00:00 AM,19.092,51.0,,,
135,06/25/17 03:00:00 PM,32.291,608.0,,,
136,06/25/17 09:00:00 PM,20.329,3.0,,,
137,06/26/17 03:00:00 AM,17.950,0.0,,,
138,06/26/17 09:00:00 AM,16.523,54.0,,,
139,06/26/17 03:00:00 PM,24.351,480.0,,,
140,06/26/17 09:00:00 PM,15.378,1.0,,,
141,06/27/17 03:00:00 AM,11.916,0.0,,,
142,06/27/17 09:00:00 AM,11.916,176.0,,,
143,06/27/17 03:00:00 PM,19.853,480.0,,,
144,06/27/17 09:00:00 PM,13.173,2.0,,,
145,06/28/17 03:00:00 AM,10.259,0.0,,,
146,06/28/17 09:00:00 AM,8.978,67.0,,,
147,06/28/17 03:00:00 PM,18.901,464.0,,,
148,06/28/17 09:00:00 PM,12.690,1.0,,,
149,06/29/17 03:00:00 AM,9.669,0.0,,,
150,06/29/17 09:00:00 AM,9.965,48.0,,,
151,06/29/17 03:00:00 PM,23.292,448.0,,,
152,06/29/17 09:00:00 PM,16.332,2.0,,,
153,06/30/17 03:00:00 AM,14.230,0.0,,,
154,06/30/17 09:00:00 AM,15.187,91.0,,,
155,06/30/17 03:00:00 PM,24.738,448.0,,,
156,06/30/17 09:00:00 PM,17.189,0.0,,,
157,07/01/17 03:00:00 AM,13.654,0.0,,,
158,07/01/17 09:00:00 AM,12.690,176.0,,,
159,07/01/17 03:00:00 PM,20.805,464.0,,,
160,07/01/17 09:00:00 PM,14.325,2.0,,,
161,07/02/17 03:00:00 AM,11.916,0.0,,,
162,07/02/17 09:00:00 AM,12.013,45.0,,,
163,07/02/17 03:00:00 PM,23.966,448.0,,,
164,07/02/17 09:00:00 PM,16.618,2.0,,,
165,07/03/17 03:00:00 AM,12.980,0.0,,,
166,07/03/17 09:00:00 AM,12.497,44.0,,,
167,07/03/17 03:00:00 PM,24.062,464.0,,,
168,07/03/17 09:00:00 PM,16.523,0.0,,,
169,07/04/17 03:00:00 AM,14.613,0.0,,,
170,07/04/17 09:00:00 AM,15.282,114.0,,,
171,07/04/17 03:00:00 PM,25.125,464.0,,,
172,07/04/17 09:00:00 PM,18.806,1.0,,,
173,07/05/17 03:00:00 AM,16.618,0.0,,,
174,07/05/17 09:00:00 AM,17.855,43.0,,,
175,07/05/17 03:00:00 PM,28.357,464.0,,,
176,07/05/17 09:00:00 PM,18.901,1.0,,,
177,07/06/17 03:00:00 AM,15.951,0.0,,,
178,07/06/17 09:00:00 AM,17.760,41.0,,,
179,07/06/17 03:00:00 PM,29.152,464.0,,,
180,07/06/17 09:00:00 PM,20.519,1.0,,,
181,07/07/17 03:00:00 AM,17.189,0.0,,,
182,07/07/17 09:00:00 AM,15.091,40.0,,,
183,07/07/17 03:00:00 PM,25.125,480.0,,,
184,07/07/17 09:00:00 PM,17.094,0.0,,,
185,07/08/17 03:00:00 AM,14.709,0.0,,,
186,07/08/17 09:00:00 AM,15.951,38.0,,,
187,07/08/17 03:00:00 PM,28.456,480.0,,,
188,07/08/17 09:00:00 PM,17.950,1.0,,,
189,07/09/17 03:00:00 AM,14.325,0.0,,,
190,07/09/17 09:00:00 AM,13.558,37.0,,,
191,07/09/17 03:00:00 PM,24.835,480.0,,,
192,07/09/17 09:00:00 PM,16.903,0.0,,,
193,07/10/17 03:00:00 AM,13.846,0.0,,,
194,07/10/17 09:00:00 AM,14.325,192.0,,,
195,07/10/17 03:00:00 PM,19.377,384.0,,,
196,07/10/17 09:00:00 PM,13.846,1.0,,,
197,07/11/17 03:00:00 AM,10.748,0.0,,,
198,07/11/17 09:00:00 AM,10.651,35.0,,,
199,07/11/17 03:00:00 PM,23.581,480.0,,,
200,07/11/17 09:00:00 PM,15.951,0.0,,,
201,07/12/17 03:00:00 AM,12.690,0.0,,,
202,07/12/17 09:00:00 AM,12.110,34.0,,,
203,07/12/17 03:00:00 PM,25.028,480.0,,,
