"Plot Title: 10760651"
"#","Date Time, GMT-07:00","Temp, °C","Intensity, lum/ft²","Coupler Attached","Stopped","End Of File"
1,05/23/17 03:00:00 AM,24.351,0.0,,,
2,05/23/17 09:00:00 AM,18.426,0.0,,,
3,05/23/17 03:00:00 PM,23.004,0.0,,,
4,05/23/17 09:00:00 PM,25.708,0.0,,,
5,05/24/17 03:00:00 AM,24.255,0.0,,,
6,05/24/17 09:00:00 AM,19.472,0.0,,,
7,05/24/17 03:00:00 PM,12.690,512.0,,,
8,05/24/17 09:00:00 PM,5.347,0.0,,,
9,05/25/17 03:00:00 AM,4.311,0.0,,,
10,05/25/17 09:00:00 AM,6.471,1344.0,,,
11,05/25/17 03:00:00 PM,14.900,480.0,,,
12,05/25/17 09:00:00 PM,8.082,0.0,,,
13,05/26/17 03:00:00 AM,7.682,0.0,,,
14,05/26/17 09:00:00 AM,10.357,1152.0,,,
15,05/26/17 03:00:00 PM,18.426,896.0,,,
16,05/26/17 09:00:00 PM,13.654,0.0,,,
17,05/27/17 03:00:00 AM,11.334,0.0,,,
18,05/27/17 09:00:00 AM,15.378,480.0,,,
19,05/27/17 03:00:00 PM,23.004,1088.0,,,
20,05/27/17 09:00:00 PM,16.237,0.0,,,
21,05/28/17 03:00:00 AM,13.558,0.0,,,
22,05/28/17 09:00:00 AM,17.475,256.0,,,
23,05/28/17 03:00:00 PM,26.390,1024.0,,,
24,05/28/17 09:00:00 PM,16.523,0.0,,,
25,05/29/17 03:00:00 AM,13.846,0.0,,,
26,05/29/17 09:00:00 AM,17.950,272.0,,,
27,05/29/17 03:00:00 PM,24.351,672.0,,,
28,05/29/17 09:00:00 PM,16.713,0.0,,,
29,05/30/17 03:00:00 AM,13.846,0.0,,,
30,05/30/17 09:00:00 AM,11.625,272.0,,,
31,05/30/17 03:00:00 PM,10.455,192.0,,,
32,05/30/17 09:00:00 PM,8.879,0.0,,,
33,05/31/17 03:00:00 AM,7.079,0.0,,,
34,05/31/17 09:00:00 AM,8.182,368.0,,,
35,05/31/17 03:00:00 PM,16.141,768.0,,,
36,05/31/17 09:00:00 PM,10.553,0.0,,,
37,06/01/17 03:00:00 AM,8.779,0.0,,,
38,06/01/17 09:00:00 AM,8.779,288.0,,,
39,06/01/17 03:00:00 PM,12.401,208.0,,,
40,06/01/17 09:00:00 PM,9.472,0.0,,,
