"Plot Title: 10166323"
"#","Date Time, GMT-07:00","Temp, °C","Intensity, lum/ft²","Bad Battery","Coupler Attached","Stopped","End Of File"
381,11/01/17 09:00:00 PM,3.998,0.0,,,,
382,11/02/17 03:00:00 AM,2.837,0.0,,,,
383,11/02/17 09:00:00 AM,2.410,7.0,,,,
384,11/02/17 03:00:00 PM,2.943,68.0,,,,
385,11/02/17 09:00:00 PM,0.232,0.0,,,,
386,11/03/17 03:00:00 AM,0.343,0.0,,,,
387,11/03/17 09:00:00 AM,0.343,0.0,,,,
388,11/03/17 03:00:00 PM,0.343,0.0,,,,
389,11/03/17 09:00:00 PM,0.343,0.0,,,,
390,11/04/17 03:00:00 AM,0.343,0.0,,,,
391,11/04/17 09:00:00 AM,0.343,0.0,,,,
392,11/04/17 03:00:00 PM,0.343,1.0,,,,
393,11/04/17 09:00:00 PM,0.343,0.0,,,,
394,11/05/17 03:00:00 AM,0.343,0.0,,,,
395,11/05/17 09:00:00 AM,0.343,0.0,,,,
396,11/05/17 03:00:00 PM,0.343,0.0,,,,
397,11/05/17 09:00:00 PM,0.343,0.0,,,,
398,11/06/17 03:00:00 AM,0.343,0.0,,,,
399,11/06/17 09:00:00 AM,0.343,0.0,,,,
400,11/06/17 03:00:00 PM,0.343,0.0,,,,
401,11/06/17 09:00:00 PM,0.343,0.0,,,,
402,11/07/17 03:00:00 AM,0.343,0.0,,,,
403,11/07/17 09:00:00 AM,0.343,0.0,,,,
404,11/07/17 03:00:00 PM,0.343,0.0,,,,
405,11/07/17 09:00:00 PM,0.343,0.0,,,,
406,11/08/17 03:00:00 AM,0.343,0.0,,,,
407,11/08/17 09:00:00 AM,0.343,0.0,,,,
408,11/08/17 03:00:00 PM,0.343,0.0,,,,
409,11/08/17 09:00:00 PM,0.343,0.0,,,,
410,11/09/17 03:00:00 AM,0.343,0.0,,,,
411,11/09/17 09:00:00 AM,0.343,0.0,,,,
412,11/09/17 03:00:00 PM,0.343,0.0,,,,
413,11/09/17 09:00:00 PM,0.232,0.0,,,,
414,11/10/17 03:00:00 AM,0.343,0.0,,,,
415,11/10/17 09:00:00 AM,0.232,0.0,,,,
416,11/10/17 03:00:00 PM,0.232,0.0,,,,
417,11/10/17 09:00:00 PM,0.232,0.0,,,,
418,11/11/17 03:00:00 AM,0.232,0.0,,,,
419,11/11/17 09:00:00 AM,0.232,0.0,,,,
420,11/11/17 03:00:00 PM,0.232,0.0,,,,
421,11/11/17 09:00:00 PM,0.232,0.0,,,,
422,11/12/17 03:00:00 AM,0.232,0.0,,,,
423,11/12/17 09:00:00 AM,0.343,0.0,,,,
424,11/12/17 03:00:00 PM,0.232,0.0,,,,
425,11/12/17 09:00:00 PM,0.232,0.0,,,,
426,11/13/17 03:00:00 AM,0.343,0.0,,,,
427,11/13/17 09:00:00 AM,0.232,0.0,,,,
428,11/13/17 03:00:00 PM,0.232,1.0,,,,
429,11/13/17 09:00:00 PM,0.232,0.0,,,,
430,11/14/17 03:00:00 AM,0.232,0.0,,,,
431,11/14/17 09:00:00 AM,0.232,0.0,,,,
432,11/14/17 03:00:00 PM,0.232,0.0,,,,
433,11/14/17 09:00:00 PM,0.232,0.0,,,,
434,11/15/17 03:00:00 AM,0.232,0.0,,,,
435,11/15/17 09:00:00 AM,0.232,0.0,,,,
436,11/15/17 03:00:00 PM,0.232,0.0,,,,
437,11/15/17 09:00:00 PM,0.232,0.0,,,,
438,11/16/17 03:00:00 AM,0.232,0.0,,,,
439,11/16/17 09:00:00 AM,0.232,0.0,,,,
440,11/16/17 03:00:00 PM,0.232,0.0,,,,
441,11/16/17 09:00:00 PM,0.232,0.0,,,,
442,11/17/17 03:00:00 AM,0.232,0.0,,,,
443,11/17/17 09:00:00 AM,0.232,0.0,,,,
444,11/17/17 03:00:00 PM,0.232,0.0,,,,
445,11/17/17 09:00:00 PM,0.343,0.0,,,,
446,11/18/17 03:00:00 AM,0.343,0.0,,,,
447,11/18/17 09:00:00 AM,0.343,0.0,,,,
448,11/18/17 03:00:00 PM,0.343,0.0,,,,
449,11/18/17 09:00:00 PM,0.343,0.0,,,,
450,11/19/17 03:00:00 AM,0.343,0.0,,,,
451,11/19/17 09:00:00 AM,0.343,0.0,,,,
452,11/19/17 03:00:00 PM,0.343,0.0,,,,
453,11/19/17 09:00:00 PM,0.343,0.0,,,,
454,11/20/17 03:00:00 AM,0.343,0.0,,,,
455,11/20/17 09:00:00 AM,0.343,0.0,,,,
456,11/20/17 03:00:00 PM,0.232,0.0,,,,
457,11/20/17 09:00:00 PM,0.232,0.0,,,,
458,11/21/17 03:00:00 AM,0.232,0.0,,,,
459,11/21/17 09:00:00 AM,0.232,0.0,,,,
460,11/21/17 03:00:00 PM,0.343,1.0,,,,
461,11/21/17 09:00:00 PM,0.453,0.0,,,,
462,11/22/17 03:00:00 AM,0.453,0.0,,,,
463,11/22/17 09:00:00 AM,0.893,5.0,,,,
464,11/22/17 03:00:00 PM,2.303,176.0,,,,
465,11/22/17 09:00:00 PM,2.837,0.0,,,,
466,11/23/17 03:00:00 AM,3.788,0.0,,,,
467,11/23/17 09:00:00 AM,6.877,55.0,,,,
