"Plot Title: 10169183"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Bad Battery","Coupler Attached","Coupler Detached","Stopped","End Of File"
1,05/24/17 03:00:00 PM,12.013,432.0,3.12,,,,,
2,05/24/17 09:00:00 PM,5.552,0.0,3.05,,,,,
3,05/25/17 03:00:00 AM,4.934,0.0,3.03,,,,,
4,05/25/17 09:00:00 AM,11.819,432.0,3.05,,,,,
5,05/25/17 03:00:00 PM,10.063,152.0,3.05,,,,,
6,05/25/17 09:00:00 PM,7.983,0.0,3.03,,,,,
7,05/26/17 03:00:00 AM,6.978,0.0,3.01,,,,,
8,05/26/17 09:00:00 AM,13.461,368.0,3.03,,,,,
9,05/26/17 03:00:00 PM,16.713,432.0,3.05,,,,,
10,05/26/17 09:00:00 PM,12.207,0.0,3.03,,,,,
11,05/27/17 03:00:00 AM,10.651,0.0,2.99,,,,,
12,05/27/17 09:00:00 AM,20.710,400.0,3.03,,,,,
13,05/27/17 03:00:00 PM,21.569,512.0,3.08,,,,,
14,05/27/17 09:00:00 PM,14.804,0.0,3.03,,,,,
15,05/28/17 03:00:00 AM,13.076,0.0,3.01,,,,,
16,05/28/17 09:00:00 AM,23.004,384.0,3.03,,,,,
17,05/28/17 03:00:00 PM,23.869,432.0,3.08,,,,,
18,05/28/17 09:00:00 PM,15.282,0.0,3.01,,,,,
19,05/29/17 03:00:00 AM,13.558,0.0,2.99,,,,,
20,05/29/17 09:00:00 AM,23.869,432.0,3.03,,,,,
21,05/29/17 03:00:00 PM,22.525,512.0,3.03,,,,,
22,05/29/17 09:00:00 PM,16.141,0.0,2.99,,,,,
23,05/30/17 03:00:00 AM,12.497,0.0,2.95,,,,,
24,05/30/17 09:00:00 AM,11.819,480.0,2.93,,,,,
25,05/30/17 03:00:00 PM,9.669,128.0,2.91,,,,,
26,05/30/17 09:00:00 PM,9.077,0.0,2.91,,,,,
27,05/31/17 03:00:00 AM,7.682,0.0,2.89,,,,,
28,05/31/17 09:00:00 AM,10.748,672.0,2.89,,,,,
29,05/31/17 03:00:00 PM,14.996,464.0,2.95,,,,,
30,05/31/17 09:00:00 PM,10.063,0.0,2.89,,,,,
31,06/01/17 03:00:00 AM,8.382,0.0,2.89,,,,,
32,06/01/17 09:00:00 AM,8.779,304.0,2.89,,,,,
33,06/01/17 03:00:00 PM,11.819,480.0,2.89,,,,,
34,06/01/17 09:00:00 PM,9.077,0.0,2.89,,,,,
35,06/02/17 03:00:00 AM,7.983,0.0,2.87,,,,,
36,06/02/17 09:00:00 AM,16.903,2432.0,2.91,,,,,
37,06/02/17 03:00:00 PM,17.379,416.0,2.93,,,,,
38,06/02/17 09:00:00 PM,11.819,0.0,2.89,,,,,
39,06/03/17 03:00:00 AM,9.275,0.0,2.89,,,,,
40,06/03/17 09:00:00 AM,9.965,384.0,2.85,,,,,
41,06/03/17 03:00:00 PM,15.473,768.0,2.89,,,,,
42,06/03/17 09:00:00 PM,8.581,0.0,2.87,,,,,
43,06/04/17 03:00:00 AM,7.179,0.0,2.85,,,,,
44,06/04/17 09:00:00 AM,10.553,3712.0,2.85,,,,,
45,06/04/17 03:00:00 PM,10.748,768.0,2.85,,,,,
46,06/04/17 09:00:00 PM,6.268,0.0,2.83,,,,,
47,06/05/17 03:00:00 AM,5.244,0.0,2.81,,,,,
48,06/05/17 09:00:00 AM,17.760,7168.0,2.87,,,,,
49,06/05/17 03:00:00 PM,18.616,480.0,2.95,,,,,
