"Plot Title: 10166284"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Bad Battery","Coupler Attached","Coupler Detached","Stopped","End Of File"
1,05/24/17 03:00:00 PM,12.594,496.0,3.03,,,,,
2,05/24/17 09:00:00 PM,5.244,0.0,2.93,,,,,
3,05/25/17 03:00:00 AM,4.519,0.0,2.93,,,,,
4,05/25/17 09:00:00 AM,5.962,75.0,2.93,,,,,
5,05/25/17 03:00:00 PM,10.357,118.0,2.95,,,,,
6,05/25/17 09:00:00 PM,8.382,0.0,2.95,,,,,
7,05/26/17 03:00:00 AM,7.280,0.0,2.91,,,,,
8,05/26/17 09:00:00 AM,9.571,144.0,2.93,,,,,
9,05/26/17 03:00:00 PM,18.140,432.0,2.99,,,,,
10,05/26/17 09:00:00 PM,12.883,0.0,2.95,,,,,
11,05/27/17 03:00:00 AM,11.139,0.0,2.91,,,,,
12,05/27/17 09:00:00 AM,14.038,144.0,2.93,,,,,
13,05/27/17 03:00:00 PM,22.812,512.0,2.97,,,,,
14,05/27/17 09:00:00 PM,15.187,0.0,2.93,,,,,
15,05/28/17 03:00:00 AM,13.461,0.0,2.91,,,,,
16,05/28/17 09:00:00 AM,16.237,136.0,2.91,,,,,
17,05/28/17 03:00:00 PM,24.835,432.0,2.97,,,,,
18,05/28/17 09:00:00 PM,15.569,0.0,2.91,,,,,
19,05/29/17 03:00:00 AM,13.365,0.0,2.89,,,,,
20,05/29/17 09:00:00 AM,17.189,152.0,2.91,,,,,
21,05/29/17 03:00:00 PM,23.388,576.0,2.93,,,,,
22,05/29/17 09:00:00 PM,16.046,0.0,2.89,,,,,
23,05/30/17 03:00:00 AM,12.594,0.0,2.87,,,,,
24,05/30/17 09:00:00 AM,11.236,368.0,2.85,,,,,
25,05/30/17 03:00:00 PM,9.275,73.0,2.85,,,,,
26,05/30/17 09:00:00 PM,8.680,0.0,2.83,,,,,
27,05/31/17 03:00:00 AM,7.381,0.0,2.81,,,,,
28,05/31/17 09:00:00 AM,8.680,216.0,2.81,,,,,
29,05/31/17 03:00:00 PM,15.091,480.0,2.83,,,,,
30,05/31/17 09:00:00 PM,9.768,0.0,2.81,,,,,
31,06/01/17 03:00:00 AM,8.382,0.0,2.81,,,,,
32,06/01/17 09:00:00 AM,8.779,176.0,2.81,,,,,
33,06/01/17 03:00:00 PM,11.431,320.0,2.81,,,,,
34,06/01/17 09:00:00 PM,8.879,0.0,2.81,,,,,
35,06/02/17 03:00:00 AM,7.782,0.0,2.79,,,,,
36,06/02/17 09:00:00 AM,9.373,144.0,2.81,,,,,
37,06/02/17 03:00:00 PM,17.284,576.0,2.85,,,,,
38,06/02/17 09:00:00 PM,11.528,0.0,2.83,,,,,
39,06/03/17 03:00:00 AM,9.077,0.0,2.81,,,,,
40,06/03/17 09:00:00 AM,9.472,232.0,2.79,,,,,
41,06/03/17 03:00:00 PM,15.473,800.0,2.83,,,,,
42,06/03/17 09:00:00 PM,8.382,0.0,2.79,,,,,
43,06/04/17 03:00:00 AM,6.775,0.0,2.75,Logged,,,,
44,06/04/17 09:00:00 AM,7.481,384.0,2.75,,,,,
45,06/04/17 03:00:00 PM,11.528,1536.0,2.77,,,,,
46,06/04/17 09:00:00 PM,6.268,0.0,2.75,,,,,
47,06/05/17 03:00:00 AM,5.347,0.0,2.74,,,,,
48,06/05/17 09:00:00 AM,9.176,144.0,2.77,,,,,
49,06/05/17 03:00:00 PM,19.567,1920.0,2.83,,,,,
50,06/05/17 09:00:00 PM,12.594,0.0,2.79,,,,,
51,06/06/17 03:00:00 AM,11.431,0.0,2.77,,,,,
52,06/06/17 09:00:00 AM,13.846,144.0,2.79,,,,,
53,06/06/17 03:00:00 PM,22.717,1280.0,2.83,,,,,
54,06/06/17 09:00:00 PM,13.942,0.0,2.81,,,,,
55,06/07/17 03:00:00 AM,12.690,0.0,2.79,,,,,
56,06/07/17 09:00:00 AM,15.855,416.0,2.79,,,,,
57,06/07/17 03:00:00 PM,20.138,768.0,2.81,,,,,
58,06/07/17 09:00:00 PM,11.916,0.0,2.77,,,,,
59,06/08/17 03:00:00 AM,10.259,0.0,2.75,,,,,
60,06/08/17 09:00:00 AM,8.978,248.0,2.75,,,,,
61,06/08/17 03:00:00 PM,8.082,768.0,2.74,,,,,
62,06/08/17 09:00:00 PM,5.244,0.0,2.70,,,,,
63,06/09/17 03:00:00 AM,3.998,0.0,2.70,,,,,
64,06/09/17 09:00:00 AM,4.623,288.0,2.70,,,,,
65,06/09/17 03:00:00 PM,4.207,176.0,2.70,,,,,
66,06/09/17 09:00:00 PM,3.155,0.0,2.70,,,,,
67,06/10/17 03:00:00 AM,2.410,0.0,2.68,,,,,
68,06/10/17 09:00:00 AM,3.261,320.0,2.68,,,,,
69,06/10/17 03:00:00 PM,4.831,5.0,2.68,,,,,
70,06/10/17 09:00:00 PM,2.837,0.0,2.68,,,,,
71,06/11/17 03:00:00 AM,2.624,0.0,2.68,,,,,
72,06/11/17 09:00:00 AM,5.037,400.0,2.68,,,,,
73,06/11/17 03:00:00 PM,7.079,608.0,2.68,,,,,
74,06/11/17 09:00:00 PM,5.757,0.0,2.68,,,,,
75,06/12/17 03:00:00 AM,5.141,0.0,2.68,,,,,
76,06/12/17 09:00:00 AM,4.623,122.0,2.70,,,,,
77,06/12/17 03:00:00 PM,5.244,86.0,2.68,,,,,
78,06/12/17 09:00:00 PM,4.102,0.0,2.68,,,,,
79,06/13/17 03:00:00 AM,3.155,0.0,2.68,,,,,
80,06/13/17 09:00:00 AM,3.683,224.0,2.68,,,,,
81,06/13/17 03:00:00 PM,5.962,336.0,2.68,,,,,
82,06/13/17 09:00:00 PM,4.415,0.0,2.68,,,,,
83,06/14/17 03:00:00 AM,4.102,0.0,2.68,,,,,
84,06/14/17 09:00:00 AM,6.775,384.0,2.68,,,,,
85,06/14/17 03:00:00 PM,11.722,480.0,2.70,,,,,
86,06/14/17 09:00:00 PM,7.481,0.0,2.70,,,,,
87,06/15/17 03:00:00 AM,7.079,0.0,2.70,,,,,
88,06/15/17 09:00:00 AM,7.882,144.0,2.70,,,,,
