"Plot Title: 10761025"
"#","Date Time, GMT-07:00","Temp, °C","Intensity, lum/ft²","Coupler Attached","Stopped","End Of File"
1,05/23/17 03:00:00 AM,24.448,0.0,,,
2,05/23/17 09:00:00 AM,17.950,1.0,,,
3,05/23/17 03:00:00 PM,23.100,0.0,,,
4,05/23/17 09:00:00 PM,25.708,0.0,,,
5,05/24/17 03:00:00 AM,24.255,0.0,,,
6,05/24/17 09:00:00 AM,20.424,0.0,,,
7,05/24/17 03:00:00 PM,13.076,512.0,,,
8,05/24/17 09:00:00 PM,5.757,0.0,,,
9,05/25/17 03:00:00 AM,4.623,0.0,,,
10,05/25/17 09:00:00 AM,5.244,448.0,,,
11,05/25/17 03:00:00 PM,15.282,672.0,,,
12,05/25/17 09:00:00 PM,7.782,0.0,,,
13,05/26/17 03:00:00 AM,6.877,0.0,,,
14,05/26/17 09:00:00 AM,8.581,512.0,,,
15,05/26/17 03:00:00 PM,17.855,576.0,,,
16,05/26/17 09:00:00 PM,13.173,0.0,,,
17,05/27/17 03:00:00 AM,11.041,0.0,,,
18,05/27/17 09:00:00 AM,13.558,512.0,,,
19,05/27/17 03:00:00 PM,23.004,512.0,,,
20,05/27/17 09:00:00 PM,15.855,0.0,,,
21,05/28/17 03:00:00 AM,13.173,0.0,,,
22,05/28/17 09:00:00 AM,15.760,320.0,,,
23,05/28/17 03:00:00 PM,27.272,1024.0,,,
24,05/28/17 09:00:00 PM,16.237,0.0,,,
25,05/29/17 03:00:00 AM,13.461,0.0,,,
26,05/29/17 09:00:00 AM,16.523,304.0,,,
27,05/29/17 03:00:00 PM,24.158,512.0,,,
28,05/29/17 09:00:00 PM,16.523,0.0,,,
29,05/30/17 03:00:00 AM,13.365,0.0,,,
30,05/30/17 09:00:00 AM,11.916,400.0,,,
31,05/30/17 03:00:00 PM,10.651,304.0,,,
32,05/30/17 09:00:00 PM,9.077,0.0,,,
33,05/31/17 03:00:00 AM,6.978,0.0,,,
34,05/31/17 09:00:00 AM,8.481,464.0,,,
35,05/31/17 03:00:00 PM,16.903,896.0,,,
36,05/31/17 09:00:00 PM,10.455,0.0,,,
37,06/01/17 03:00:00 AM,8.779,0.0,,,
38,06/01/17 09:00:00 AM,9.176,464.0,,,
39,06/01/17 03:00:00 PM,12.883,368.0,,,
40,06/01/17 09:00:00 PM,9.472,0.0,,,
41,06/02/17 03:00:00 AM,8.282,0.0,,,
42,06/02/17 09:00:00 AM,8.978,272.0,,,
43,06/02/17 03:00:00 PM,17.950,768.0,,,
44,06/02/17 09:00:00 PM,12.401,0.0,,,
45,06/03/17 03:00:00 AM,9.077,0.0,,,
46,06/03/17 09:00:00 AM,9.965,336.0,,,
47,06/03/17 03:00:00 PM,17.284,960.0,,,
48,06/03/17 09:00:00 PM,9.373,0.0,,,
49,06/04/17 03:00:00 AM,7.481,0.0,,,
50,06/04/17 09:00:00 AM,7.682,336.0,,,
51,06/04/17 03:00:00 PM,12.304,1152.0,,,
52,06/04/17 09:00:00 PM,6.471,2.0,,,
53,06/05/17 03:00:00 AM,4.934,0.0,,,
54,06/05/17 09:00:00 AM,8.282,272.0,,,
55,06/05/17 03:00:00 PM,20.805,992.0,,,
56,06/05/17 09:00:00 PM,13.750,2.0,,,
57,06/06/17 03:00:00 AM,12.013,0.0,,,
58,06/06/17 09:00:00 AM,14.230,304.0,,,
59,06/06/17 03:00:00 PM,23.196,576.0,,,
60,06/06/17 09:00:00 PM,14.804,0.0,,,
61,06/07/17 03:00:00 AM,12.787,0.0,,,
62,06/07/17 09:00:00 AM,16.618,608.0,,,
63,06/07/17 03:00:00 PM,22.046,896.0,,,
64,06/07/17 09:00:00 PM,12.980,0.0,,,
65,06/08/17 03:00:00 AM,10.259,0.0,,,
66,06/08/17 09:00:00 AM,8.879,232.0,,,
67,06/08/17 03:00:00 PM,10.259,2048.0,,,
68,06/08/17 09:00:00 PM,5.757,0.0,,,
69,06/09/17 03:00:00 AM,4.415,0.0,,,
70,06/09/17 09:00:00 AM,5.860,768.0,,,
71,06/09/17 03:00:00 PM,5.141,176.0,,,
72,06/09/17 09:00:00 PM,3.788,0.0,,,
73,06/10/17 03:00:00 AM,2.837,0.0,,,
74,06/10/17 09:00:00 AM,3.472,320.0,,,
75,06/10/17 03:00:00 PM,6.268,464.0,,,
76,06/10/17 09:00:00 PM,3.261,3.0,,,
77,06/11/17 03:00:00 AM,2.730,0.0,,,
78,06/11/17 09:00:00 AM,5.037,288.0,,,
79,06/11/17 03:00:00 PM,7.280,160.0,,,
80,06/11/17 09:00:00 PM,6.268,1.0,,,
81,06/12/17 03:00:00 AM,5.450,0.0,,,
82,06/12/17 09:00:00 AM,5.037,128.0,,,
83,06/12/17 03:00:00 PM,5.655,192.0,,,
84,06/12/17 09:00:00 PM,4.415,0.0,,,
85,06/13/17 03:00:00 AM,3.367,0.0,,,
86,06/13/17 09:00:00 AM,3.788,176.0,,,
87,06/13/17 03:00:00 PM,7.782,1472.0,,,
88,06/13/17 09:00:00 PM,4.519,2.0,,,
89,06/14/17 03:00:00 AM,4.415,0.0,,,
90,06/14/17 09:00:00 AM,6.978,576.0,,,
91,06/14/17 03:00:00 PM,13.654,1280.0,,,
92,06/14/17 09:00:00 PM,7.882,1.0,,,
93,06/15/17 03:00:00 AM,6.978,0.0,,,
94,06/15/17 09:00:00 AM,7.782,144.0,,,
95,06/15/17 03:00:00 PM,9.768,128.0,,,
96,06/15/17 09:00:00 PM,10.161,0.0,,,
97,06/16/17 03:00:00 AM,9.472,0.0,,,
98,06/16/17 09:00:00 AM,9.669,480.0,,,
99,06/16/17 03:00:00 PM,9.768,304.0,,,
100,06/16/17 09:00:00 PM,8.680,0.0,,,
101,06/17/17 03:00:00 AM,7.582,0.0,,,
102,06/17/17 09:00:00 AM,8.978,400.0,,,
103,06/17/17 03:00:00 PM,16.141,480.0,,,
104,06/17/17 09:00:00 PM,11.722,3.0,,,
105,06/18/17 03:00:00 AM,10.063,0.0,,,
106,06/18/17 09:00:00 AM,11.625,224.0,,,
107,06/18/17 03:00:00 PM,20.615,512.0,,,
108,06/18/17 09:00:00 PM,16.903,4.0,,,
109,06/19/17 03:00:00 AM,15.760,0.0,,,
110,06/19/17 09:00:00 AM,17.284,224.0,,,
111,06/19/17 03:00:00 PM,23.773,480.0,,,
112,06/19/17 09:00:00 PM,16.713,2.0,,,
113,06/20/17 03:00:00 AM,13.173,0.0,,,
114,06/20/17 09:00:00 AM,13.365,224.0,,,
115,06/20/17 03:00:00 PM,20.424,576.0,,,
116,06/20/17 09:00:00 PM,13.942,4.0,,,
117,06/21/17 03:00:00 AM,10.455,0.0,,,
118,06/21/17 09:00:00 AM,10.651,256.0,,,
119,06/21/17 03:00:00 PM,19.853,800.0,,,
120,06/21/17 09:00:00 PM,13.173,4.0,,,
121,06/22/17 03:00:00 AM,10.553,0.0,,,
122,06/22/17 09:00:00 AM,12.594,224.0,,,
123,06/22/17 03:00:00 PM,22.142,496.0,,,
124,06/22/17 09:00:00 PM,16.237,4.0,,,
125,06/23/17 03:00:00 AM,13.846,0.0,,,
126,06/23/17 09:00:00 AM,15.951,208.0,,,
127,06/23/17 03:00:00 PM,24.641,480.0,,,
128,06/23/17 09:00:00 PM,19.187,4.0,,,
129,06/24/17 03:00:00 AM,16.808,0.0,,,
130,06/24/17 09:00:00 AM,18.331,216.0,,,
131,06/24/17 03:00:00 PM,27.370,480.0,,,
132,06/24/17 09:00:00 PM,21.855,4.0,,,
133,06/25/17 03:00:00 AM,19.662,0.0,,,
134,06/25/17 09:00:00 AM,22.046,216.0,,,
135,06/25/17 03:00:00 PM,32.086,480.0,,,
136,06/25/17 09:00:00 PM,21.664,5.0,,,
137,06/26/17 03:00:00 AM,17.475,0.0,,,
138,06/26/17 09:00:00 AM,17.284,232.0,,,
139,06/26/17 03:00:00 PM,23.388,496.0,,,
140,06/26/17 09:00:00 PM,15.091,4.0,,,
141,06/27/17 03:00:00 AM,11.528,0.0,,,
142,06/27/17 09:00:00 AM,12.787,464.0,,,
143,06/27/17 03:00:00 PM,19.472,512.0,,,
144,06/27/17 09:00:00 PM,12.401,4.0,,,
145,06/28/17 03:00:00 AM,9.571,0.0,,,
146,06/28/17 09:00:00 AM,9.866,200.0,,,
147,06/28/17 03:00:00 PM,18.331,496.0,,,
148,06/28/17 09:00:00 PM,11.916,3.0,,,
149,06/29/17 03:00:00 AM,9.176,0.0,,,
150,06/29/17 09:00:00 AM,10.651,224.0,,,
151,06/29/17 03:00:00 PM,21.951,496.0,,,
152,06/29/17 09:00:00 PM,15.473,4.0,,,
153,06/30/17 03:00:00 AM,13.750,0.0,,,
154,06/30/17 09:00:00 AM,16.523,352.0,,,
155,06/30/17 03:00:00 PM,24.255,496.0,,,
156,06/30/17 09:00:00 PM,16.332,2.0,,,
157,07/01/17 03:00:00 AM,13.365,0.0,,,
158,07/01/17 09:00:00 AM,14.804,608.0,,,
159,07/01/17 03:00:00 PM,20.901,672.0,,,
160,07/01/17 09:00:00 PM,13.846,4.0,,,
161,07/02/17 03:00:00 AM,11.625,0.0,,,
162,07/02/17 09:00:00 AM,12.883,216.0,,,
163,07/02/17 03:00:00 PM,22.812,480.0,,,
164,07/02/17 09:00:00 PM,15.951,4.0,,,
165,07/03/17 03:00:00 AM,12.207,0.0,,,
166,07/03/17 09:00:00 AM,13.076,232.0,,,
167,07/03/17 03:00:00 PM,23.004,512.0,,,
168,07/03/17 09:00:00 PM,15.664,3.0,,,
169,07/04/17 03:00:00 AM,14.038,0.0,,,
170,07/04/17 09:00:00 AM,16.618,432.0,,,
171,07/04/17 03:00:00 PM,24.158,512.0,,,
172,07/04/17 09:00:00 PM,17.950,4.0,,,
173,07/05/17 03:00:00 AM,16.046,0.0,,,
174,07/05/17 09:00:00 AM,18.996,224.0,,,
175,07/05/17 03:00:00 PM,26.879,480.0,,,
176,07/05/17 09:00:00 PM,18.140,4.0,,,
177,07/06/17 03:00:00 AM,15.282,0.0,,,
178,07/06/17 09:00:00 AM,18.806,224.0,,,
179,07/06/17 03:00:00 PM,27.468,480.0,,,
180,07/06/17 09:00:00 PM,19.853,4.0,,,
181,07/07/17 03:00:00 AM,16.713,0.0,,,
182,07/07/17 09:00:00 AM,15.569,224.0,,,
183,07/07/17 03:00:00 PM,24.158,512.0,,,
184,07/07/17 09:00:00 PM,16.427,1.0,,,
185,07/08/17 03:00:00 AM,14.325,0.0,,,
186,07/08/17 09:00:00 AM,16.808,224.0,,,
187,07/08/17 03:00:00 PM,26.585,480.0,,,
188,07/08/17 09:00:00 PM,17.189,4.0,,,
189,07/09/17 03:00:00 AM,13.558,0.0,,,
190,07/09/17 09:00:00 AM,14.325,216.0,,,
191,07/09/17 03:00:00 PM,23.773,496.0,,,
192,07/09/17 09:00:00 PM,16.237,2.0,,,
193,07/10/17 03:00:00 AM,13.076,0.0,,,
194,07/10/17 09:00:00 AM,15.569,480.0,,,
195,07/10/17 03:00:00 PM,20.996,960.0,,,
196,07/10/17 09:00:00 PM,13.173,3.0,,,
197,07/11/17 03:00:00 AM,10.063,0.0,,,
198,07/11/17 09:00:00 AM,11.334,224.0,,,
199,07/11/17 03:00:00 PM,21.664,480.0,,,
200,07/11/17 09:00:00 PM,14.996,2.0,,,
201,07/12/17 03:00:00 AM,11.916,0.0,,,
202,07/12/17 09:00:00 AM,12.883,216.0,,,
203,07/12/17 03:00:00 PM,23.484,480.0,,,
204,07/12/17 09:00:00 PM,16.332,2.0,,,
205,07/13/17 03:00:00 AM,11.916,0.0,,,
206,07/13/17 09:00:00 AM,12.207,224.0,,,
207,07/13/17 03:00:00 PM,22.142,512.0,,,
208,07/13/17 09:00:00 PM,14.900,8.0,,,
209,07/14/17 03:00:00 AM,13.076,0.0,,,
210,07/14/17 09:00:00 AM,15.282,216.0,,,
211,07/14/17 03:00:00 PM,25.513,480.0,,,
212,07/14/17 09:00:00 PM,17.284,2.0,,,
213,07/15/17 03:00:00 AM,13.558,0.0,,,
214,07/15/17 09:00:00 AM,13.365,216.0,,,
215,07/15/17 03:00:00 PM,22.238,512.0,,,
216,07/15/17 09:00:00 PM,14.134,1.0,,,
217,07/16/17 03:00:00 AM,10.063,0.0,,,
218,07/16/17 09:00:00 AM,10.748,248.0,,,
219,07/16/17 03:00:00 PM,19.662,576.0,,,
220,07/16/17 09:00:00 PM,12.883,2.0,,,
221,07/17/17 03:00:00 AM,9.866,0.0,,,
222,07/17/17 09:00:00 AM,10.846,232.0,,,
223,07/17/17 03:00:00 PM,21.569,512.0,,,
224,07/17/17 09:00:00 PM,14.230,2.0,,,
225,07/18/17 03:00:00 AM,11.819,0.0,,,
226,07/18/17 09:00:00 AM,13.461,240.0,,,
227,07/18/17 03:00:00 PM,22.812,512.0,,,
228,07/18/17 09:00:00 PM,14.613,1.0,,,
229,07/19/17 03:00:00 AM,10.748,0.0,,,
230,07/19/17 09:00:00 AM,12.013,224.0,,,
231,07/19/17 03:00:00 PM,21.569,512.0,,,
232,07/19/17 09:00:00 PM,13.846,1.0,,,
233,07/20/17 03:00:00 AM,8.779,0.0,,,
234,07/20/17 09:00:00 AM,9.472,248.0,,,
235,07/20/17 03:00:00 PM,19.853,704.0,,,
236,07/20/17 09:00:00 PM,12.883,0.0,,,
237,07/21/17 03:00:00 AM,10.161,0.0,,,
238,07/21/17 09:00:00 AM,11.528,224.0,,,
239,07/21/17 03:00:00 PM,21.760,512.0,,,
240,07/21/17 09:00:00 PM,14.996,0.0,,,
241,07/22/17 03:00:00 AM,13.365,0.0,,,
242,07/22/17 09:00:00 AM,15.569,200.0,,,
243,07/22/17 03:00:00 PM,26.781,480.0,,,
244,07/22/17 09:00:00 PM,19.853,1.0,,,
245,07/23/17 03:00:00 AM,16.903,0.0,,,
246,07/23/17 09:00:00 AM,18.616,232.0,,,
247,07/23/17 03:00:00 PM,28.060,576.0,,,
248,07/23/17 09:00:00 PM,18.236,0.0,,,
249,07/24/17 03:00:00 AM,15.569,0.0,,,
250,07/24/17 09:00:00 AM,17.760,224.0,,,
251,07/24/17 03:00:00 PM,26.488,672.0,,,
252,07/24/17 09:00:00 PM,19.187,7.0,,,
253,07/25/17 03:00:00 AM,16.046,0.0,,,
254,07/25/17 09:00:00 AM,16.999,272.0,,,
255,07/25/17 03:00:00 PM,26.097,672.0,,,
256,07/25/17 09:00:00 PM,17.950,0.0,,,
257,07/26/17 03:00:00 AM,16.427,0.0,,,
258,07/26/17 09:00:00 AM,16.808,288.0,,,
259,07/26/17 03:00:00 PM,25.805,576.0,,,
260,07/26/17 09:00:00 PM,17.189,0.0,,,
261,07/27/17 03:00:00 AM,13.750,0.0,,,
262,07/27/17 09:00:00 AM,14.613,336.0,,,
263,07/27/17 03:00:00 PM,23.773,496.0,,,
264,07/27/17 09:00:00 PM,16.237,0.0,,,
265,07/28/17 03:00:00 AM,13.365,0.0,,,
266,07/28/17 09:00:00 AM,14.134,368.0,,,
267,07/28/17 03:00:00 PM,23.677,512.0,,,
