"Plot Title: 10166302"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Bad Battery","Coupler Attached","Stopped","End Of File"
1,07/24/21 06:36:32 PM,22.429,150.7,3.03,,,,
2,07/25/21 12:36:32 AM,17.950,0.0,2.99,,,,
3,07/25/21 06:36:32 AM,16.713,0.0,2.97,,,,
4,07/25/21 12:36:32 PM,31.370,1377.8,3.05,,,,
5,07/25/21 06:36:32 PM,23.004,193.8,3.01,,,,
6,07/26/21 12:36:32 AM,18.236,0.0,2.97,,,,
7,07/26/21 06:36:32 AM,16.523,0.0,2.95,,,,
8,07/26/21 12:36:32 PM,29.953,452.1,3.01,,,,
9,07/26/21 06:36:32 PM,21.855,21.5,2.99,,,,
10,07/27/21 12:36:32 AM,18.045,0.0,2.95,,,,
11,07/27/21 06:36:32 AM,14.900,21.5,2.95,,,,
12,07/27/21 12:36:32 PM,19.282,409.0,2.95,,,,
13,07/27/21 06:36:32 PM,19.758,193.8,2.95,,,,
14,07/28/21 12:36:32 AM,17.284,0.0,2.93,,,,
15,07/28/21 06:36:32 AM,17.379,0.0,2.93,,,,
16,07/28/21 12:36:32 PM,29.752,1808.3,2.99,,,,
17,07/28/21 06:36:32 PM,22.908,129.2,2.97,,,,
18,07/29/21 12:36:32 AM,19.853,0.0,2.93,,,,
19,07/29/21 06:36:32 AM,19.282,0.0,2.95,,,,
20,07/29/21 12:36:32 PM,30.255,183.0,2.97,,,,
21,07/29/21 06:36:32 PM,24.738,86.1,2.97,,,,
22,07/30/21 12:36:32 AM,22.142,0.0,2.95,,,,
23,07/30/21 06:36:32 AM,21.282,43.1,2.93,,,,
24,07/30/21 12:36:32 PM,25.028,183.0,2.95,,,,
25,07/30/21 06:36:32 PM,25.416,10.8,2.95,,,,
26,07/31/21 12:36:32 AM,23.484,0.0,2.95,,,,
27,07/31/21 06:36:32 AM,22.717,10.8,2.95,,,,
28,07/31/21 12:36:32 PM,24.931,247.6,2.95,,,,
29,07/31/21 06:36:32 PM,22.621,43.1,2.93,,,,
30,08/01/21 12:36:32 AM,19.948,0.0,2.91,,,,
31,08/01/21 06:36:32 AM,19.187,10.8,2.91,,,,
32,08/01/21 12:36:32 PM,30.457,430.6,2.95,,,,
33,08/01/21 06:36:32 PM,23.966,129.2,2.95,,,,
34,08/02/21 12:36:32 AM,22.142,0.0,2.93,,,,
35,08/02/21 06:36:32 AM,21.569,21.5,2.91,,,,
36,08/02/21 12:36:32 PM,29.752,645.8,2.93,,,,
37,08/02/21 06:36:32 PM,24.835,21.5,2.95,,,,
38,08/03/21 12:36:32 AM,20.901,0.0,2.91,,,,
39,08/03/21 06:36:32 AM,20.329,10.8,2.91,,,,
40,08/03/21 12:36:32 PM,27.370,505.9,2.93,,,,
41,08/03/21 06:36:32 PM,22.908,64.6,2.93,,,,
42,08/04/21 12:36:32 AM,19.472,0.0,2.91,,,,
43,08/04/21 06:36:32 AM,18.616,10.8,2.89,,,,
44,08/04/21 12:36:32 PM,29.053,559.7,2.93,,,,
45,08/04/21 06:36:32 PM,23.292,10.8,2.91,,,,
46,08/05/21 12:36:32 AM,19.758,0.0,2.87,,,,
47,08/05/21 06:36:32 AM,17.189,21.5,2.87,,,,
48,08/05/21 12:36:32 PM,18.045,43.1,2.87,,,,
49,08/05/21 06:36:32 PM,14.709,0.0,2.85,,,,
50,08/06/21 12:36:32 AM,13.365,0.0,2.85,,,,
51,08/06/21 06:36:32 AM,12.401,0.0,2.83,,,,
52,08/06/21 12:36:32 PM,22.238,215.3,2.87,,,,
53,08/06/21 06:36:32 PM,19.282,107.6,2.85,,,,
54,08/07/21 12:36:32 AM,15.187,0.0,2.83,,,,
55,08/07/21 06:36:32 AM,14.613,0.0,2.83,,,,
56,08/07/21 12:36:32 PM,23.869,538.2,2.87,,,,
57,08/07/21 06:36:32 PM,17.950,0.0,2.83,,,,
58,08/08/21 12:36:32 AM,12.594,0.0,2.81,,,,
59,08/08/21 06:36:32 AM,9.275,32.3,2.79,,,,
60,08/08/21 12:36:32 PM,18.045,527.4,2.83,,,,
61,08/08/21 06:36:32 PM,15.664,86.1,2.81,,,,
62,08/09/21 12:36:32 AM,12.304,0.0,2.79,,,,
63,08/09/21 06:36:32 AM,12.497,0.0,2.79,,,,
64,08/09/21 12:36:32 PM,25.513,495.1,2.83,,,,
65,08/09/21 06:36:32 PM,21.760,96.9,2.83,,,,
66,08/10/21 12:36:32 AM,16.999,0.0,2.83,,,,
67,08/10/21 06:36:32 AM,17.094,0.0,2.81,,,,
68,08/10/21 12:36:32 PM,27.173,495.1,2.85,,,,
69,08/10/21 06:36:32 PM,23.581,96.9,2.85,,,,
70,08/11/21 12:36:32 AM,21.951,0.0,2.83,,,,
71,08/11/21 06:36:32 AM,21.760,0.0,2.83,,,,
72,08/11/21 12:36:32 PM,30.963,452.1,2.87,,,,
73,08/11/21 06:36:32 PM,27.468,64.6,2.87,,,,
74,08/12/21 12:36:32 AM,23.196,0.0,2.85,,,,
75,08/12/21 06:36:32 AM,22.717,10.8,2.83,,,,
76,08/12/21 12:36:32 PM,31.166,430.6,2.87,,,,
77,08/12/21 06:36:32 PM,27.173,32.3,2.87,,,,
78,08/13/21 12:36:32 AM,23.484,0.0,2.85,,,,
79,08/13/21 06:36:32 AM,22.908,10.8,2.85,,,,
80,08/13/21 12:36:32 PM,29.452,366.0,2.87,,,,
81,08/13/21 06:36:32 PM,23.677,10.8,2.85,,,,
82,08/14/21 12:36:32 AM,20.805,0.0,2.83,,,,
83,08/14/21 06:36:32 AM,20.138,21.5,2.81,,,,
84,08/14/21 12:36:32 PM,27.567,419.8,2.85,,,,
85,08/14/21 06:36:32 PM,25.610,10.8,2.85,,,,
86,08/15/21 12:36:32 AM,21.187,0.0,2.83,,,,
87,08/15/21 06:36:32 AM,20.805,0.0,2.83,,,,
88,08/15/21 12:36:32 PM,26.390,376.7,2.85,,,,
