"Plot Title: 10166270"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Bad Battery","Coupler Attached","Stopped","End Of File"
1,07/24/21 06:36:32 PM,20.234,775.0,3.05,,,,
2,07/25/21 12:36:32 AM,16.332,86.1,3.01,,,,
3,07/25/21 06:36:32 AM,15.091,226.0,2.99,,,,
4,07/25/21 12:36:32 PM,24.641,2669.5,3.05,,,,
5,07/25/21 06:36:32 PM,20.519,753.5,3.01,,,,
6,07/26/21 12:36:32 AM,16.618,86.1,2.97,,,,
7,07/26/21 06:36:32 AM,15.282,559.7,2.95,,,,
8,07/26/21 12:36:32 PM,24.255,3100.0,3.01,,,,
9,07/26/21 06:36:32 PM,20.615,505.9,2.97,,,,
10,07/27/21 12:36:32 AM,17.094,86.1,2.95,,,,
11,07/27/21 06:36:32 AM,14.230,635.1,2.95,,,,
12,07/27/21 12:36:32 PM,18.521,4133.4,2.95,,,,
13,07/27/21 06:36:32 PM,17.665,1119.5,2.95,,,,
14,07/28/21 12:36:32 AM,15.951,86.1,2.93,,,,
15,07/28/21 06:36:32 AM,16.332,602.8,2.93,,,,
16,07/28/21 12:36:32 PM,23.388,2411.1,2.97,,,,
17,07/28/21 06:36:32 PM,20.329,645.8,2.95,,,,
18,07/29/21 12:36:32 AM,17.950,86.1,2.95,,,,
19,07/29/21 06:36:32 AM,17.570,279.9,2.93,,,,
20,07/29/21 12:36:32 PM,25.902,2411.1,2.97,,,,
21,07/29/21 06:36:32 PM,22.429,678.1,2.97,,,,
22,07/30/21 12:36:32 AM,20.043,96.9,2.93,,,,
23,07/30/21 06:36:32 AM,19.948,936.5,2.93,,,,
24,07/30/21 12:36:32 PM,24.448,2411.1,2.97,,,,
25,07/30/21 06:36:32 PM,23.196,355.2,2.95,,,,
26,07/31/21 12:36:32 AM,21.473,107.6,2.95,,,,
27,07/31/21 06:36:32 AM,20.519,570.5,2.93,,,,
28,07/31/21 12:36:32 PM,24.641,3444.5,2.97,,,,
29,07/31/21 06:36:32 PM,21.569,688.9,2.93,,,,
30,08/01/21 12:36:32 AM,18.806,86.1,2.93,,,,
31,08/01/21 06:36:32 AM,18.140,592.0,2.93,,,,
32,08/01/21 12:36:32 PM,25.708,1894.5,2.95,,,,
33,08/01/21 06:36:32 PM,22.238,1033.3,2.95,,,,
34,08/02/21 12:36:32 AM,20.234,86.1,2.93,,,,
35,08/02/21 06:36:32 AM,19.948,796.5,2.91,,,,
36,08/02/21 12:36:32 PM,27.370,3444.5,2.95,,,,
37,08/02/21 06:36:32 PM,22.238,419.8,2.95,,,,
38,08/03/21 12:36:32 AM,19.282,86.1,2.93,,,,
39,08/03/21 06:36:32 AM,18.901,753.5,2.93,,,,
40,08/03/21 12:36:32 PM,24.448,3100.0,2.95,,,,
41,08/03/21 06:36:32 PM,21.378,624.3,2.93,,,,
42,08/04/21 12:36:32 AM,18.140,75.3,2.91,,,,
43,08/04/21 06:36:32 AM,17.379,710.4,2.91,,,,
44,08/04/21 12:36:32 PM,24.931,2927.8,2.95,,,,
45,08/04/21 06:36:32 PM,21.378,387.5,2.93,,,,
46,08/05/21 12:36:32 AM,18.331,64.6,2.91,,,,
47,08/05/21 06:36:32 AM,16.237,775.0,2.89,,,,
48,08/05/21 12:36:32 PM,18.521,958.0,2.91,,,,
49,08/05/21 06:36:32 PM,14.709,322.9,2.89,,,,
50,08/06/21 12:36:32 AM,13.365,43.1,2.87,,,,
51,08/06/21 06:36:32 AM,12.401,344.4,2.87,,,,
52,08/06/21 12:36:32 PM,19.187,2411.1,2.89,,,,
53,08/06/21 06:36:32 PM,17.760,602.8,2.89,,,,
54,08/07/21 12:36:32 AM,14.325,43.1,2.87,,,,
55,08/07/21 06:36:32 AM,13.846,172.2,2.87,,,,
