"Plot Title: 10169143"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Bad Battery","End Of File"
1,07/25/21 12:36:32 PM,24.738,3788.9,3.08,,
2,07/25/21 06:36:32 PM,22.717,1054.9,3.05,,
3,07/26/21 12:36:32 AM,17.760,0.0,3.01,,
4,07/26/21 06:36:32 AM,16.523,139.9,2.99,,
5,07/26/21 12:36:32 PM,23.869,2411.1,3.03,,
6,07/26/21 06:36:32 PM,21.855,344.4,3.01,,
7,07/27/21 12:36:32 AM,17.950,0.0,2.99,,
8,07/27/21 06:36:32 AM,14.230,279.9,2.95,,
9,07/27/21 12:36:32 PM,18.331,2755.6,2.97,,
10,07/27/21 06:36:32 PM,19.282,1324.0,2.97,,
11,07/28/21 12:36:32 AM,16.999,0.0,2.95,,
12,07/28/21 06:36:32 AM,16.808,172.2,2.95,,
13,07/28/21 12:36:32 PM,24.062,3961.1,2.99,,
14,07/28/21 06:36:32 PM,23.004,871.9,2.99,,
15,07/29/21 12:36:32 AM,19.282,0.0,2.97,,
16,07/29/21 06:36:32 AM,18.806,64.6,2.95,,
17,07/29/21 12:36:32 PM,26.292,1550.0,2.97,,
18,07/29/21 06:36:32 PM,24.448,592.0,2.99,,
19,07/30/21 12:36:32 AM,21.282,0.0,2.95,,
20,07/30/21 06:36:32 AM,21.091,484.4,2.95,,
21,07/30/21 12:36:32 PM,24.641,1463.9,2.97,,
22,07/30/21 06:36:32 PM,24.641,193.8,2.97,,
23,07/31/21 12:36:32 AM,23.100,0.0,2.95,,
24,07/31/21 06:36:32 AM,22.333,279.9,2.95,,
25,07/31/21 12:36:32 PM,24.351,2411.1,2.97,,
26,07/31/21 06:36:32 PM,22.333,441.3,2.95,,
27,08/01/21 12:36:32 AM,19.948,0.0,2.91,,
28,08/01/21 06:36:32 AM,18.806,150.7,2.93,,
29,08/01/21 12:36:32 PM,25.805,3961.1,2.93,,
30,08/01/21 06:36:32 PM,24.448,1033.3,2.95,,
31,08/02/21 12:36:32 AM,20.710,0.0,2.93,,
32,08/02/21 06:36:32 AM,20.710,344.4,2.91,,
33,08/02/21 12:36:32 PM,28.655,4133.4,2.95,,
34,08/02/21 06:36:32 PM,24.545,269.1,2.95,,
35,08/03/21 12:36:32 AM,20.615,0.0,2.91,,
36,08/03/21 06:36:32 AM,19.948,269.1,2.91,,
37,08/03/21 12:36:32 PM,24.835,3788.9,2.93,,
38,08/03/21 06:36:32 PM,22.812,613.5,2.93,,
39,08/04/21 12:36:32 AM,19.092,0.0,2.91,,
40,08/04/21 06:36:32 AM,17.855,258.3,2.89,,
41,08/04/21 12:36:32 PM,25.610,3961.1,2.91,,
42,08/04/21 06:36:32 PM,23.100,236.8,2.91,,
43,08/05/21 12:36:32 AM,19.567,0.0,2.91,,
44,08/05/21 06:36:32 AM,16.618,322.9,2.87,,
45,08/05/21 12:36:32 PM,17.855,527.4,2.89,,
46,08/05/21 06:36:32 PM,14.709,129.2,2.87,,
47,08/06/21 12:36:32 AM,13.365,0.0,2.85,,
48,08/06/21 06:36:32 AM,12.304,129.2,2.85,,
49,08/06/21 12:36:32 PM,18.045,3788.9,2.87,,
50,08/06/21 06:36:32 PM,18.901,904.2,2.87,,
51,08/07/21 12:36:32 AM,15.091,0.0,2.83,,
52,08/07/21 06:36:32 AM,14.421,53.8,2.85,,
53,08/07/21 12:36:32 PM,21.569,3788.9,2.87,,
54,08/07/21 06:36:32 PM,18.140,53.8,2.87,,
55,08/08/21 12:36:32 AM,12.401,0.0,2.85,,
56,08/08/21 06:36:32 AM,9.077,441.3,2.83,,
57,08/08/21 12:36:32 PM,14.709,3961.1,2.85,,
58,08/08/21 06:36:32 PM,15.473,764.2,2.83,,
59,08/09/21 12:36:32 AM,11.722,0.0,2.83,,
60,08/09/21 06:36:32 AM,12.013,86.1,2.83,,
61,08/09/21 12:36:32 PM,21.760,3961.1,2.85,,
62,08/09/21 06:36:32 PM,21.282,914.9,2.87,,
63,08/10/21 12:36:32 AM,16.141,0.0,2.83,,
64,08/10/21 06:36:32 AM,16.903,43.1,2.85,,
65,08/10/21 12:36:32 PM,24.738,3788.9,2.89,,
66,08/10/21 06:36:32 PM,23.388,796.5,2.89,,
67,08/11/21 12:36:32 AM,19.948,0.0,2.85,,
68,08/11/21 06:36:32 AM,20.519,43.1,2.85,,
69,08/11/21 12:36:32 PM,29.352,3788.9,2.91,,
70,08/11/21 06:36:32 PM,26.879,624.3,2.91,,
71,08/12/21 12:36:32 AM,22.908,0.0,2.89,,
72,08/12/21 06:36:32 AM,22.142,247.6,2.87,,
73,08/12/21 12:36:32 PM,30.054,3788.9,2.89,,
74,08/12/21 06:36:32 PM,26.879,333.7,2.91,,
75,08/13/21 12:36:32 AM,22.525,0.0,2.89,,
76,08/13/21 06:36:32 AM,22.142,269.1,2.89,,
77,08/13/21 12:36:32 PM,28.456,3444.5,2.91,,
78,08/13/21 06:36:32 PM,23.388,226.0,2.89,,
79,08/14/21 12:36:32 AM,20.615,0.0,2.87,,
80,08/14/21 06:36:32 AM,19.758,322.9,2.85,,
81,08/14/21 12:36:32 PM,26.683,3788.9,2.89,,
82,08/14/21 06:36:32 PM,25.319,215.3,2.89,,
83,08/15/21 12:36:32 AM,21.282,0.0,2.87,,
84,08/15/21 06:36:32 AM,20.138,193.8,2.85,,
85,08/15/21 12:36:32 PM,26.000,3616.7,2.89,,
86,08/15/21 06:36:32 PM,23.100,312.2,2.89,,
87,08/16/21 12:36:32 AM,18.996,0.0,2.87,,
88,08/16/21 06:36:32 AM,17.475,43.1,2.85,,
89,08/16/21 12:36:32 PM,23.773,3616.7,2.87,,
90,08/16/21 06:36:32 PM,19.377,753.5,2.87,,
