Plot Title: 10169131,,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",Bad Battery,Coupler Attached,Stopped,End Of File
1,9/5/2020 20:16,17.855,0,2.97,,,,
2,9/6/2020 2:16,17.189,0,2.99,,,,
3,9/6/2020 8:16,18.901,1033.3,2.99,,,,
4,9/6/2020 14:16,25.416,2066.7,3.01,,,,
5,9/6/2020 20:16,20.71,0,2.99,,,,
6,9/7/2020 2:16,17.76,0,2.97,,,,
7,9/7/2020 8:16,17.475,775,2.97,,,,
8,9/7/2020 14:16,22.621,2152.8,2.99,,,,
9,9/7/2020 20:16,11.819,0,2.91,,,,
10,9/8/2020 2:16,9.176,0,2.91,,,,
11,9/8/2020 8:16,9.571,893.4,2.89,,,,
12,9/8/2020 14:16,16.523,1636.1,2.93,,,,
13,9/8/2020 20:16,12.69,0,2.91,,,,
14,9/9/2020 2:16,12.401,0,2.91,,,,
15,9/9/2020 8:16,13.269,839.6,2.91,,,,
16,9/9/2020 14:16,22.621,1636.1,2.95,,,,
17,9/9/2020 20:16,17.189,0,2.93,,,,
18,9/10/2020 2:16,16.427,0,2.91,,,,
19,9/10/2020 8:16,18.236,1270.1,2.93,,,,
20,9/10/2020 14:16,21.282,1722.2,2.93,,,,
21,9/10/2020 20:16,17.284,0,2.93,,,,
22,9/11/2020 2:16,13.654,0,2.89,,,,
23,9/11/2020 8:16,15.664,1184,2.89,,,,
24,9/11/2020 14:16,20.138,2583.4,2.91,,,,
25,9/11/2020 20:16,14.804,0,2.91,,,,
26,9/12/2020 2:16,15.569,0,2.89,,,,
27,9/12/2020 8:16,16.046,1377.8,2.89,,,,
28,9/12/2020 14:16,20.234,2583.4,2.91,,,,
29,9/12/2020 20:16,15.951,0,2.89,,,,
30,9/13/2020 2:16,16.332,0,2.89,,,,
31,9/13/2020 8:16,18.426,1463.9,2.91,,,,
32,9/13/2020 14:16,20.996,2497.2,2.91,,,,
33,9/13/2020 20:16,15.855,0,2.89,,,,
34,9/14/2020 2:16,16.713,0,2.89,,,,
35,9/14/2020 8:16,17.76,1463.9,2.89,,,,
36,9/14/2020 14:16,20.329,2411.1,2.89,,,,
37,9/14/2020 20:16,15.855,0,2.87,,,,
38,9/15/2020 2:16,15.855,0,2.87,,,,
39,9/15/2020 8:16,16.332,1097.9,2.87,,,,
40,9/15/2020 14:16,21.378,2927.8,2.89,,,,
41,9/15/2020 20:16,15.855,0,2.87,,,,
42,9/16/2020 2:16,15.664,0,2.85,,,,
43,9/16/2020 8:16,16.808,1356.3,2.87,,,,
44,9/16/2020 14:16,21.569,2755.6,2.89,,,,
45,9/16/2020 20:16,13.846,0,2.85,,,,
46,9/17/2020 2:16,12.304,0,2.85,,,,
47,9/17/2020 8:16,14.996,1313.2,2.85,,,,
48,9/17/2020 14:16,19.187,2583.4,2.87,,,,
49,9/17/2020 20:16,13.269,0,2.85,,,,
50,9/18/2020 2:16,12.013,0,2.85,,,,
51,9/18/2020 8:16,11.236,484.4,2.83,,,,
52,9/18/2020 14:16,8.779,118.4,2.83,,,,
53,9/18/2020 20:16,8.382,0,2.83,,,,
54,9/19/2020 2:16,8.68,0,2.83,,,,
55,9/19/2020 8:16,9.176,549,2.83,,,,
56,9/19/2020 14:16,10.063,2755.6,2.81,,,,
57,9/19/2020 20:16,8.978,0,2.81,,,,
58,9/20/2020 2:16,8.082,0,2.81,,,,
59,9/20/2020 8:16,8.282,624.3,2.81,,,,
60,9/20/2020 14:16,13.75,1463.9,2.83,,,,
61,9/20/2020 20:16,11.528,0,2.81,,,,
62,9/21/2020 2:16,10.846,0,2.81,,,,
63,9/21/2020 8:16,10.748,656.6,2.81,,,,
64,9/21/2020 14:16,13.75,1894.5,2.83,,,,
65,9/21/2020 20:16,10.944,0,2.81,,,,
66,9/22/2020 2:16,10.259,0,2.81,,,,
67,9/22/2020 8:16,9.965,1550,2.81,,,,
68,9/22/2020 14:16,13.942,1980.6,2.83,,,,
69,9/22/2020 20:16,11.139,0,2.81,,,,
70,9/23/2020 2:16,10.944,0,2.81,,,,
71,9/23/2020 8:16,12.11,1722.2,2.83,,,,
72,9/23/2020 14:16,15.664,2755.6,2.83,,,,
73,9/23/2020 20:16,9.866,0,2.81,,,,
74,9/24/2020 2:16,8.282,0,2.81,,,,
75,9/24/2020 8:16,7.481,1377.8,2.79,,,,
76,9/24/2020 14:16,9.669,1636.1,2.79,,,,
77,9/24/2020 20:16,7.782,0,2.79,,,,
78,9/25/2020 2:16,7.381,0,2.79,,,,
79,9/25/2020 8:16,5.552,236.8,2.77,,,,
80,9/25/2020 14:16,8.282,172.2,2.79,,,,
81,9/25/2020 20:16,8.879,0,2.79,,,,
82,9/26/2020 2:16,7.481,0,2.79,,,,
83,9/26/2020 8:16,7.179,1205.6,2.79,,,,
84,9/26/2020 14:16,8.182,462.9,2.79,,,,
85,9/26/2020 20:16,7.481,0,2.79,,,,
86,9/27/2020 2:16,6.573,0,2.77,,,,
87,9/27/2020 8:16,6.471,430.6,2.77,,,,
88,9/27/2020 14:16,11.625,1237.9,2.81,,,,
89,9/27/2020 20:16,10.944,0,2.81,,,,
90,9/28/2020 2:16,9.866,0,2.79,,,,
91,9/28/2020 8:16,12.304,549,2.81,,,,
92,9/28/2020 14:16,19.187,1377.8,2.85,,,,
93,9/28/2020 20:16,16.523,0,2.83,,,,
94,9/29/2020 2:16,14.709,0,2.85,,,,
95,9/29/2020 8:16,15.664,613.5,2.83,,,,
96,9/29/2020 14:16,21.378,1463.9,2.85,,,,
97,9/29/2020 20:16,17.665,0,2.85,,,,
98,9/30/2020 2:16,16.903,0,2.83,,,,
99,9/30/2020 8:16,17.95,527.4,2.85,,,,
100,9/30/2020 14:16,21.951,1377.8,2.85,,,,
101,9/30/2020 20:16,18.14,0,2.85,,,,
102,10/1/2020 2:16,19.282,0,2.87,,,,
103,10/1/2020 8:16,18.806,667.4,2.85,,,,
104,10/1/2020 14:16,22.333,1636.1,2.87,,,,
105,10/1/2020 20:16,18.711,0,2.85,,,,
106,10/2/2020 2:16,17.76,0,2.85,,,,
107,10/2/2020 8:16,17.284,613.5,2.85,,,,
108,10/2/2020 14:16,21.282,1722.2,2.85,,,,
109,10/2/2020 20:16,17.379,0,2.85,,,,
110,10/3/2020 2:16,16.427,0,2.83,,,,
111,10/3/2020 8:16,15.951,656.6,2.83,,,,
112,10/3/2020 14:16,19.567,1722.2,2.85,,,,
113,10/3/2020 20:16,15.473,0,2.83,,,,
114,10/4/2020 2:16,14.134,0,2.85,,,,
115,10/4/2020 8:16,14.23,495.1,2.85,,,,
116,10/4/2020 14:16,17.475,1334.7,2.83,,,,
117,10/4/2020 20:16,13.558,0,2.83,,,,
118,10/5/2020 2:16,12.787,0,2.83,,,,
119,10/5/2020 8:16,14.421,473.6,2.83,,,,
120,10/5/2020 14:16,19.567,1280.9,2.83,,,,
121,10/5/2020 20:16,16.046,0,2.83,,,,
122,10/6/2020 2:16,17.189,0,2.83,,,,
123,10/6/2020 8:16,17.094,484.4,2.83,,,,
124,10/6/2020 14:16,21.187,1377.8,2.83,,,,
125,10/6/2020 20:16,16.903,0,2.83,,,,
126,10/7/2020 2:16,15.76,0,2.83,,,,
127,10/7/2020 8:16,15.664,1097.9,2.83,,,,
128,10/7/2020 14:16,17.855,1808.3,2.83,,,,
129,10/7/2020 20:16,14.23,0,2.83,,,,
130,10/8/2020 2:16,13.269,0,2.83,,,,
131,10/8/2020 8:16,12.497,462.9,2.81,,,,
132,10/8/2020 14:16,15.76,1302.4,2.83,,,,
133,10/8/2020 20:16,11.916,0,2.81,,,,
134,10/9/2020 2:16,11.528,0,2.81,,,,
135,10/9/2020 8:16,12.304,516.7,2.81,,,,
136,10/9/2020 14:16,16.618,1463.9,2.83,,,,
137,10/9/2020 20:16,11.431,0,2.81,,,,
138,10/10/2020 2:16,8.779,0,2.79,,,,
139,10/10/2020 8:16,6.674,53.8,2.77,,,,
140,10/10/2020 14:16,4.831,204.5,2.75,Logged,,,
141,10/10/2020 20:16,3.893,0,2.77,,,,
142,10/11/2020 2:16,3.578,0,2.75,,,,
143,10/11/2020 8:16,3.893,301.4,2.75,,,,
144,10/11/2020 14:16,5.552,258.3,2.75,,,,
145,10/11/2020 20:16,7.381,0,2.77,,,,
146,10/12/2020 2:16,8.481,0,2.77,,,,
147,10/12/2020 8:16,5.962,473.6,2.75,,,,
148,10/12/2020 14:16,8.382,2583.4,2.77,,,,
149,10/12/2020 20:16,6.877,0,2.75,,,,
150,10/13/2020 2:16,6.877,0,2.75,,,,
151,10/13/2020 8:16,8.282,86.1,2.77,,,,
152,10/13/2020 14:16,9.275,602.8,2.77,,,,
153,10/13/2020 20:16,6.471,0,2.75,,,,
154,10/14/2020 2:16,4.519,0,2.75,,,,
155,10/14/2020 8:16,4.102,710.4,2.75,,,,
156,10/14/2020 14:16,6.978,1141,2.75,,,,
157,10/14/2020 20:16,4.727,0,2.75,,,,
158,10/15/2020 2:16,3.261,0,2.75,,,,
159,10/15/2020 8:16,3.261,366,2.74,,,,
160,10/15/2020 14:16,9.077,1162.5,2.77,,,,
161,10/15/2020 20:16,8.382,0,2.77,,,,
162,10/16/2020 2:16,9.077,0,2.77,,,,
163,10/16/2020 8:16,10.553,366,2.77,,,,
164,10/16/2020 14:16,13.846,1194.8,2.81,,,,
165,10/16/2020 20:16,10.063,0,2.77,,,,
166,10/17/2020 2:16,8.978,0,2.79,,,,
167,10/17/2020 8:16,9.275,958,2.79,,,,
168,10/17/2020 14:16,10.651,1334.7,2.79,,,,
169,10/17/2020 20:16,8.581,0,2.79,,,,
170,10/18/2020 2:16,7.983,0,2.77,,,,
171,10/18/2020 8:16,8.082,409,2.77,,,,
172,10/18/2020 14:16,8.382,925.7,2.79,,,,
173,10/18/2020 20:16,8.978,0,2.79,,,,
174,10/19/2020 2:16,8.182,0,2.79,,,,
175,10/19/2020 8:16,7.079,129.2,2.77,,,,
176,10/19/2020 14:16,9.866,1227.1,2.77,,,,
177,10/19/2020 20:16,7.179,0,2.77,,,,
178,10/20/2020 2:16,5.86,0,2.77,,,,
179,10/20/2020 8:16,6.978,387.5,2.77,,,,
180,10/20/2020 14:16,10.651,2927.8,2.77,,,,
181,10/20/2020 20:16,8.082,0,2.79,,,,
182,10/21/2020 2:16,5.655,0,2.75,,,,
183,10/21/2020 8:16,3.998,387.5,2.77,,,,
184,10/21/2020 14:16,4.102,1722.2,2.77,,,,
185,10/21/2020 20:16,0.343,0,2.74,,,,
186,10/22/2020 2:16,-0.774,0,2.74,,,,
187,10/22/2020 8:16,-0.662,409,2.74,,,,
188,10/22/2020 14:16,3.578,1345.5,2.74,,,,
189,10/22/2020 20:16,1.112,0,2.72,,,,
190,10/23/2020 2:16,1.548,0,2.74,,,,
191,10/23/2020 8:16,2.943,495.1,2.74,,,,
192,10/23/2020 14:16,6.064,678.1,2.74,,,,
193,10/23/2020 20:16,5.655,0,2.74,,,,
194,10/24/2020 2:16,6.674,0,2.75,,,,
195,10/24/2020 8:16,3.472,344.4,2.75,,,,
196,10/24/2020 14:16,3.578,839.6,2.75,,,,
197,10/24/2020 20:16,-1.684,0,2.72,,,,
198,10/25/2020 2:16,-4.88,0,2.68,,,,
199,10/25/2020 8:16,-7.397,376.7,2.68,,,,
200,10/25/2020 14:16,-2.494,1184,2.7,,,,
201,10/25/2020 20:16,-2.727,0,2.7,,,,
202,10/26/2020 2:16,-0.887,0,2.7,,,,
203,10/26/2020 8:16,1.33,839.6,2.72,,,,
204,10/26/2020 14:16,3.261,1108.7,2.74,,,,
205,10/26/2020 20:16,2.195,0,2.72,,,,
206,10/27/2020 2:16,3.683,0,2.74,,,,
207,10/27/2020 8:16,5.347,344.4,2.74,,,,
208,10/27/2020 14:16,9.472,1162.5,2.77,,,,
209,10/27/2020 20:16,8.182,0,2.77,,,,
210,10/28/2020 2:16,9.275,0,2.77,,,,
211,10/28/2020 8:16,9.373,344.4,2.79,,,,
212,10/28/2020 14:16,13.269,1334.7,2.81,,,,
213,10/28/2020 20:16,10.748,0,2.79,,,,
214,10/29/2020 2:16,10.357,0,2.79,,,,
215,10/29/2020 8:16,10.259,333.7,2.79,,,,
216,10/29/2020 14:16,13.365,1205.6,2.81,,,,
217,10/29/2020 20:16,12.594,0,2.81,,,,
218,10/30/2020 2:16,10.455,0,2.79,,,,
219,10/30/2020 8:16,6.674,1808.3,2.77,,,,
220,10/30/2020 14:16,6.674,602.8,2.77,,,,
221,10/30/2020 20:16,3.367,0,2.77,,,,
222,10/31/2020 2:16,2.41,0,2.75,,,,
223,10/31/2020 8:16,3.578,312.2,2.77,,,,
224,10/31/2020 14:16,9.571,1033.3,2.79,,,,
