Plot Title: 10166292,,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",Bad Battery,Coupler Attached,Stopped,End Of File
423,12/20/2020 8:16,0.784,21.5,2.74,,,,
424,12/20/2020 14:16,0.784,21.5,2.74,,,,
425,12/20/2020 20:16,0.784,21.5,2.74,,,,
426,12/21/2020 2:16,0.784,21.5,2.74,,,,
427,12/21/2020 8:16,0.784,21.5,2.74,,,,
428,12/21/2020 14:16,0.784,21.5,2.74,,,,
429,12/21/2020 20:16,0.784,21.5,2.74,,,,
430,12/22/2020 2:16,0.784,21.5,2.74,,,,
431,12/22/2020 8:16,0.784,21.5,2.74,,,,
432,12/22/2020 14:16,0.784,21.5,2.74,,,,
433,12/22/2020 20:16,0.784,21.5,2.74,,,,
434,12/23/2020 2:16,0.784,21.5,2.74,,,,
435,12/23/2020 8:16,0.784,21.5,2.74,,,,
436,12/23/2020 14:16,0.784,21.5,2.74,,,,
437,12/23/2020 20:16,0.784,21.5,2.74,,,,
438,12/24/2020 2:16,0.784,21.5,2.74,,,,
439,12/24/2020 8:16,0.784,21.5,2.74,,,,
440,12/24/2020 14:16,0.784,21.5,2.74,,,,
441,12/24/2020 20:16,0.784,21.5,2.74,,,,
442,12/25/2020 2:16,0.784,21.5,2.74,,,,
443,12/25/2020 8:16,0.784,21.5,2.74,,,,
444,12/25/2020 14:16,0.784,21.5,2.74,,,,
445,12/25/2020 20:16,0.784,21.5,2.74,,,,
446,12/26/2020 2:16,0.784,21.5,2.74,,,,
447,12/26/2020 8:16,0.784,21.5,2.74,,,,
448,12/26/2020 14:16,0.784,21.5,2.74,,,,
449,12/26/2020 20:16,0.784,21.5,2.74,,,,
450,12/27/2020 2:16,0.784,21.5,2.74,,,,
451,12/27/2020 8:16,0.784,21.5,2.74,,,,
452,12/27/2020 14:16,0.784,21.5,2.74,,,,
453,12/27/2020 20:16,0.784,21.5,2.74,,,,
454,12/28/2020 2:16,0.784,21.5,2.74,,,,
455,12/28/2020 8:16,0.784,21.5,2.74,,,,
456,12/28/2020 14:16,0.784,21.5,2.74,,,,
457,12/28/2020 20:16,0.784,21.5,2.74,,,,
458,12/29/2020 2:16,0.784,21.5,2.74,,,,
459,12/29/2020 8:16,0.784,21.5,2.74,,,,
460,12/29/2020 14:16,0.784,21.5,2.74,,,,
461,12/29/2020 20:16,0.784,21.5,2.74,,,,
462,12/30/2020 2:16,0.784,21.5,2.74,,,,
463,12/30/2020 8:16,0.784,21.5,2.74,,,,
464,12/30/2020 14:16,0.784,21.5,2.74,,,,
465,12/30/2020 20:16,0.784,21.5,2.74,,,,
466,12/31/2020 2:16,0.784,21.5,2.74,,,,
467,12/31/2020 8:16,0.784,21.5,2.74,,,,
468,12/31/2020 14:16,0.784,21.5,2.74,,,,
469,12/31/2020 20:16,0.784,21.5,2.74,,,,
470,1/1/2021 2:16,0.784,21.5,2.74,,,,
471,1/1/2021 8:16,0.784,21.5,2.74,,,,
472,1/1/2021 14:16,0.784,21.5,2.74,,,,
473,1/1/2021 20:16,0.784,21.5,2.74,,,,
474,1/2/2021 2:16,0.784,21.5,2.74,,,,
475,1/2/2021 8:16,0.784,21.5,2.74,,,,
476,1/2/2021 14:16,0.893,21.5,2.74,,,,
477,1/2/2021 20:16,0.893,21.5,2.74,,,,
